WELLMODEL,CONKPOS,CONBPRES,SWAT,WELL,DEPTH,SGAS,DATE,CONJPOS,CONIDX,PRESSURE,CONIPOS,DRAWDOWN
STANDARD,16,302.8782958984375,1.0,R_A2,1673.1767578125,0.0,2018-01-01,30,16,302.8782958984375,22,0
STANDARD,17,303.0734558105469,1.0,R_A2,1675.236328125,0.0,2018-01-01,30,17,303.0734558105469,22,0
STANDARD,18,303.260986328125,1.0,R_A2,1677.2154541015625,0.0,2018-01-01,30,18,303.260986328125,22,0
STANDARD,19,303.3694152832031,1.0,R_A2,1678.359619140625,0.0,2018-01-01,30,19,303.3694152832031,22,0
STANDARD,27,303.622802734375,1.0,R_A2,1679.4644775390625,0.0,2018-01-01,30,20,303.622802734375,22,0
STANDARD,27,303.29144287109375,1.0,R_A2,1675.967529296875,0.0,2018-01-01,29,21,303.29144287109375,22,0
STANDARD,28,303.45654296875,1.0,R_A2,1677.7100830078125,0.0,2018-01-01,29,22,303.45654296875,22,0
STANDARD,29,303.6216735839844,1.0,R_A2,1679.4525146484375,0.0,2018-01-01,29,23,303.6216735839844,22,0
STANDARD,30,303.7867736816406,1.0,R_A2,1681.1949462890625,0.0,2018-01-01,29,24,303.7867736816406,22,0
STANDARD,31,303.951904296875,1.0,R_A2,1682.9373779296875,0.0,2018-01-01,29,25,303.951904296875,22,0
STANDARD,1,298.5033874511719,0.23421728610992432,R_A3,1610.3662109375,0.0,2018-01-01,41,1,298.5033874511719,28,0
STANDARD,2,298.64923095703125,0.20352676510810852,R_A3,1612.5423583984375,0.0,2018-01-01,41,2,298.64923095703125,28,0
STANDARD,3,298.7950744628906,0.20105160772800446,R_A3,1614.7186279296875,0.0,2018-01-01,41,3,298.7950744628906,28,0
STANDARD,4,298.9409484863281,0.24343830347061157,R_A3,1616.894775390625,0.0,2018-01-01,41,4,298.9409484863281,28,0
STANDARD,5,299.0867919921875,0.6574149131774902,R_A3,1619.071044921875,0.0,2018-01-01,41,5,299.0867919921875,28,0
STANDARD,6,299.232666015625,0.3510783910751343,R_A3,1621.247314453125,0.0,2018-01-01,41,6,299.232666015625,28,0
STANDARD,7,299.3785400390625,0.2172192633152008,R_A3,1623.4234619140625,0.0,2018-01-01,41,7,299.3785400390625,28,0
STANDARD,8,299.5244140625,0.18734300136566162,R_A3,1625.599609375,0.0,2018-01-01,41,8,299.5244140625,28,0
STANDARD,9,299.6702880859375,0.16098672151565552,R_A3,1627.77587890625,0.0,2018-01-01,41,9,299.6702880859375,28,0
STANDARD,9,298.9053955078125,0.8021388053894043,R_A3,1616.364501953125,0.0,2018-01-01,41,10,298.9053955078125,29,0
STANDARD,10,299.0409851074219,0.4108932912349701,R_A3,1618.387451171875,0.0,2018-01-01,41,11,299.0409851074219,29,0
STANDARD,11,299.184326171875,0.04662912338972092,R_A3,1620.52587890625,0.0,2018-01-01,41,12,299.184326171875,29,0
STANDARD,12,299.33538818359375,0.05970710143446922,R_A3,1622.7796630859375,0.0,2018-01-01,41,13,299.33538818359375,29,0
STANDARD,13,299.4864501953125,0.37934765219688416,R_A3,1625.033447265625,0.0,2018-01-01,41,14,299.4864501953125,29,0
STANDARD,15,299.77545166015625,0.4820214807987213,R_A3,1629.3448486328125,0.0,2018-01-01,41,15,299.77545166015625,29,0
STANDARD,16,299.8734130859375,0.8238217830657959,R_A3,1630.8056640625,0.0,2018-01-01,41,16,299.8734130859375,29,0
STANDARD,27,300.0234069824219,0.6481541991233826,R_A3,1633.043212890625,0.0,2018-01-01,41,17,300.0234069824219,29,0
STANDARD,28,300.2523193359375,0.04456040635704994,R_A3,1636.4578857421875,0.0,2018-01-01,41,18,300.2523193359375,29,0
STANDARD,29,300.48126220703125,0.07500749081373215,R_A3,1639.87255859375,0.0,2018-01-01,41,19,300.48126220703125,29,0
STANDARD,30,300.7102355957031,0.6481541991233826,R_A3,1643.2872314453125,0.0,2018-01-01,41,20,300.7102355957031,29,0
STANDARD,31,300.939208984375,0.0675370991230011,R_A3,1646.701904296875,0.0,2018-01-01,41,21,300.939208984375,29,0
STANDARD,1,300.08612060546875,0.21907036006450653,R_A4,1633.9788818359375,0.0,2018-01-01,52,1,300.08612060546875,30,0
STANDARD,1,299.5760803222656,0.6481541991233826,R_A4,1626.37060546875,0.0,2018-01-01,52,2,299.5760803222656,31,0
STANDARD,2,299.7134094238281,0.05216826871037483,R_A4,1628.4189453125,0.0,2018-01-01,52,3,299.7134094238281,31,0
STANDARD,3,299.8507080078125,0.05430952459573746,R_A4,1630.46728515625,0.0,2018-01-01,52,4,299.8507080078125,31,0
STANDARD,4,299.988037109375,0.05655993893742561,R_A4,1632.5155029296875,0.0,2018-01-01,52,5,299.988037109375,31,0
STANDARD,4,299.8735656738281,0.05553257092833519,R_A4,1630.808349609375,0.0,2018-01-01,52,6,299.8735656738281,32,0
STANDARD,4,300.2001647949219,0.05899796634912491,R_A4,1635.6795654296875,0.0,2018-01-01,51,7,300.2001647949219,32,0
STANDARD,3,300.0818176269531,0.05745535343885422,R_A4,1633.9146728515625,0.0,2018-01-01,51,8,300.0818176269531,32,0
STANDARD,3,300.1448669433594,0.06090082973241806,R_A4,1634.8548583984375,0.0,2018-01-01,51,9,300.1448669433594,33,0
STANDARD,4,300.265380859375,0.0633375495672226,R_A4,1636.65234375,0.0,2018-01-01,51,10,300.265380859375,33,0
STANDARD,4,300.6307067871094,0.06587543338537216,R_A4,1642.1011962890625,0.0,2018-01-01,50,11,300.6307067871094,33,0
STANDARD,4,300.5798645019531,0.06519818305969238,R_A4,1641.3427734375,0.0,2018-01-01,50,12,300.5798645019531,34,0
STANDARD,3,300.453857421875,0.0655563473701477,R_A4,1639.46337890625,0.0,2018-01-01,50,13,300.453857421875,34,0
STANDARD,2,300.3278503417969,0.24270901083946228,R_A4,1637.583984375,0.0,2018-01-01,50,14,300.3278503417969,34,0
STANDARD,2,300.55743408203125,0.2226615697145462,R_A4,1641.008544921875,0.0,2018-01-01,50,15,300.55743408203125,35,0
STANDARD,1,300.4379577636719,0.21600165963172913,R_A4,1639.2264404296875,0.0,2018-01-01,50,16,300.4379577636719,35,0
STANDARD,1,300.65289306640625,0.24890479445457458,R_A4,1642.43212890625,0.0,2018-01-01,49,17,300.65289306640625,35,0
STANDARD,30,300.89715576171875,0.29342302680015564,R_A4,1646.07470703125,0.0,2018-01-01,49,18,300.89715576171875,36,0
STANDARD,30,300.37835693359375,0.10122505575418472,R_A4,1638.33740234375,0.0,2018-01-01,48,19,300.37835693359375,36,0
STANDARD,30,300.9220886230469,0.8241382241249084,R_A4,1646.446533203125,0.0,2018-01-01,48,20,300.9220886230469,37,0
STANDARD,30,301.2630310058594,0.6481541991233826,R_A4,1651.5306396484375,0.0,2018-01-01,48,21,301.2630310058594,38,0
STANDARD,30,301.4311218261719,0.6481541991233826,R_A4,1654.0372314453125,0.0,2018-01-01,47,22,301.4311218261719,38,0
STANDARD,1,303.8477783203125,1.0,R_A5,1685.065673828125,0.0,2018-01-01,20,1,303.8477783203125,31,0
STANDARD,2,304.07647705078125,1.0,R_A5,1687.478759765625,0.0,2018-01-01,20,2,304.07647705078125,31,0
STANDARD,3,304.3051452636719,1.0,R_A5,1689.8919677734375,0.0,2018-01-01,20,3,304.3051452636719,31,0
STANDARD,4,304.5338439941406,1.0,R_A5,1692.30517578125,0.0,2018-01-01,20,4,304.5338439941406,31,0
STANDARD,5,304.76251220703125,1.0,R_A5,1694.71826171875,0.0,2018-01-01,20,5,304.76251220703125,31,0
STANDARD,6,304.9912109375,1.0,R_A5,1697.13134765625,0.0,2018-01-01,20,6,304.9912109375,31,0
STANDARD,7,305.5256652832031,1.0,R_A5,1699.5445556640625,0.0,2018-01-01,20,7,305.5256652832031,31,0
STANDARD,11,306.1141662597656,1.0,R_A5,1708.9794921875,0.0,2018-01-01,20,8,306.1141662597656,31,0
STANDARD,12,305.24267578125,1.0,R_A5,1699.78369140625,0.0,2018-01-01,21,9,305.24267578125,31,0
STANDARD,13,305.4474792480469,1.0,R_A5,1701.818603515625,0.0,2018-01-01,21,10,305.4474792480469,31,0
STANDARD,14,305.6403503417969,1.0,R_A5,1703.8536376953125,0.0,2018-01-01,21,11,305.6403503417969,31,0
STANDARD,15,305.83319091796875,1.0,R_A5,1705.8885498046875,0.0,2018-01-01,21,12,305.83319091796875,31,0
STANDARD,16,306.1710510253906,1.0,R_A5,1707.923583984375,0.0,2018-01-01,21,13,306.1710510253906,31,0
STANDARD,17,306.3639221191406,1.0,R_A5,1709.95849609375,0.0,2018-01-01,21,14,306.3639221191406,31,0
STANDARD,18,306.5567626953125,1.0,R_A5,1711.993408203125,0.0,2018-01-01,21,15,306.5567626953125,31,0
STANDARD,19,306.6893005371094,1.0,R_A5,1713.3917236328125,0.0,2018-01-01,21,16,306.6893005371094,31,0
STANDARD,20,306.7435607910156,1.0,R_A5,1713.9642333984375,0.0,2018-01-01,21,17,306.7435607910156,31,0
STANDARD,27,306.7220153808594,1.0,R_A5,1715.3946533203125,0.0,2018-01-01,21,18,306.7220153808594,31,0
STANDARD,28,306.9568176269531,1.0,R_A5,1717.8720703125,0.0,2018-01-01,21,19,306.9568176269531,31,0
STANDARD,29,307.4974060058594,1.0,R_A5,1720.3494873046875,0.0,2018-01-01,21,20,307.4974060058594,31,0
STANDARD,30,307.7322082519531,1.0,R_A5,1722.826904296875,0.0,2018-01-01,21,21,307.7322082519531,31,0
STANDARD,31,307.9670104980469,1.0,R_A5,1725.3043212890625,0.0,2018-01-01,21,22,307.9670104980469,31,0
STANDARD,1,305.15667724609375,1.0,R_A6,1695.65087890625,0.0,2018-01-01,42,1,305.15667724609375,17,0
STANDARD,2,305.30474853515625,1.0,R_A6,1697.21337890625,0.0,2018-01-01,42,2,305.30474853515625,17,0
STANDARD,3,305.45281982421875,1.0,R_A6,1698.77587890625,0.0,2018-01-01,42,3,305.45281982421875,17,0
STANDARD,4,305.60089111328125,1.0,R_A6,1700.33837890625,0.0,2018-01-01,42,4,305.60089111328125,17,0
STANDARD,5,305.74896240234375,1.0,R_A6,1701.9007568359375,0.0,2018-01-01,42,5,305.74896240234375,17,0
STANDARD,6,305.5979919433594,1.0,R_A6,1703.4632568359375,0.0,2018-01-01,42,6,305.5979919433594,17,0
STANDARD,7,305.74609375,1.0,R_A6,1705.0257568359375,0.0,2018-01-01,42,7,305.74609375,17,0
STANDARD,8,306.1932067871094,1.0,R_A6,1706.5882568359375,0.0,2018-01-01,42,8,306.1932067871094,17,0
STANDARD,9,306.3412780761719,1.0,R_A6,1708.1507568359375,0.0,2018-01-01,42,9,306.3412780761719,17,0
STANDARD,10,306.4893798828125,1.0,R_A6,1709.7132568359375,0.0,2018-01-01,42,10,306.4893798828125,17,0
STANDARD,11,306.366455078125,1.0,R_A6,1711.6414794921875,0.0,2018-01-01,42,11,306.366455078125,17,0
STANDARD,12,306.5838317871094,1.0,R_A6,1713.9354248046875,0.0,2018-01-01,42,12,306.5838317871094,17,0
STANDARD,13,306.8132019042969,1.0,R_A6,1716.2293701171875,0.0,2018-01-01,42,13,306.8132019042969,17,0
STANDARD,14,307.0306091308594,1.0,R_A6,1718.5233154296875,0.0,2018-01-01,42,14,307.0306091308594,17,0
STANDARD,15,307.3930358886719,1.0,R_A6,1720.817138671875,0.0,2018-01-01,42,15,307.3930358886719,17,0
STANDARD,16,307.6104431152344,1.0,R_A6,1723.111083984375,0.0,2018-01-01,42,16,307.6104431152344,17,0
STANDARD,17,307.827880859375,1.0,R_A6,1725.405029296875,0.0,2018-01-01,42,17,307.827880859375,17,0
STANDARD,18,307.9869384765625,1.0,R_A6,1727.083251953125,0.0,2018-01-01,42,18,307.9869384765625,17,0
STANDARD,27,307.9627685546875,1.0,R_A6,1728.4859619140625,0.0,2018-01-01,42,19,307.9627685546875,17,0
STANDARD,28,308.4337463378906,1.0,R_A6,1730.228759765625,0.0,2018-01-01,42,20,308.4337463378906,17,0
STANDARD,29,308.59893798828125,1.0,R_A6,1731.9715576171875,0.0,2018-01-01,42,21,308.59893798828125,17,0
STANDARD,30,308.76409912109375,1.0,R_A6,1733.7144775390625,0.0,2018-01-01,42,22,308.76409912109375,17,0
STANDARD,31,308.6235046386719,1.0,R_A6,1735.457275390625,0.0,2018-01-01,42,23,308.6235046386719,17,0
STANDARD,1,298.707275390625,0.06125180423259735,R_A2,1643.9732666015625,0.0,2018-03-01,30,1,298.707275390625,22,0
STANDARD,2,298.8333435058594,0.06529762595891953,R_A2,1645.85498046875,0.0,2018-03-01,30,2,298.8333435058594,22,0
STANDARD,3,298.9593505859375,0.06988956779241562,R_A2,1647.7366943359375,0.0,2018-03-01,30,3,298.9593505859375,22,0
STANDARD,4,299.08538818359375,0.07594656944274902,R_A2,1649.618408203125,0.0,2018-03-01,30,4,299.08538818359375,22,0
STANDARD,5,299.21142578125,0.08147880434989929,R_A2,1651.5001220703125,0.0,2018-03-01,30,5,299.21142578125,22,0
STANDARD,6,299.33746337890625,0.13401225209236145,R_A2,1653.3818359375,0.0,2018-03-01,30,6,299.33746337890625,22,0
STANDARD,7,299.4634094238281,0.6483163237571716,R_A2,1655.2635498046875,0.0,2018-03-01,30,7,299.4634094238281,22,0
STANDARD,8,299.5894775390625,0.1788022220134735,R_A2,1657.145263671875,0.0,2018-03-01,30,8,299.5894775390625,22,0
STANDARD,9,299.715576171875,0.21425534784793854,R_A2,1659.0269775390625,0.0,2018-03-01,30,9,299.715576171875,22,0
STANDARD,10,299.95074462890625,0.9700987339019775,R_A2,1660.90869140625,0.0,2018-03-01,30,10,299.95074462890625,22,0
STANDARD,11,300.5556945800781,0.10010195523500443,R_A2,1662.8792724609375,0.0,2018-03-01,30,11,300.5556945800781,22,0
STANDARD,12,300.650634765625,0.1076311469078064,R_A2,1664.938720703125,0.0,2018-03-01,30,12,300.650634765625,22,0
STANDARD,13,300.9361572265625,0.5706073641777039,R_A2,1666.998291015625,0.0,2018-03-01,30,13,300.9361572265625,22,0
STANDARD,14,301.07379150390625,0.6849302053451538,R_A2,1669.0577392578125,0.0,2018-03-01,30,14,301.07379150390625,22,0
STANDARD,15,301.2110290527344,0.8671255111694336,R_A2,1671.1171875,0.0,2018-03-01,30,15,301.2110290527344,22,0
STANDARD,16,301.511962890625,1.0,R_A2,1673.1767578125,-1.0616051371314938e-09,2018-03-01,30,16,301.511962890625,22,0
STANDARD,17,301.7067565917969,1.0,R_A2,1675.236328125,-2.2885937589478544e-09,2018-03-01,30,17,301.7067565917969,22,0
STANDARD,18,301.89422607421875,1.0,R_A2,1677.2154541015625,-2.6831301624952175e-09,2018-03-01,30,18,301.89422607421875,22,0
STANDARD,19,302.00274658203125,1.0,R_A2,1678.359619140625,-1.7155580289696104e-09,2018-03-01,30,19,302.00274658203125,22,0
STANDARD,27,302.7872009277344,1.0,R_A2,1679.4644775390625,-2.926918537588972e-15,2018-03-01,30,20,302.7872009277344,22,0
STANDARD,27,303.28228759765625,1.0,R_A2,1675.967529296875,-8.140248012187393e-18,2018-03-01,29,21,303.28228759765625,22,0
STANDARD,28,303.44927978515625,1.0,R_A2,1677.7100830078125,-9.043675238473415e-19,2018-03-01,29,22,303.44927978515625,22,0
STANDARD,29,303.611083984375,1.0,R_A2,1679.4525146484375,-3.6236986103055254e-19,2018-03-01,29,23,303.611083984375,22,0
STANDARD,30,303.7774963378906,1.0,R_A2,1681.1949462890625,-3.631088043244155e-25,2018-03-01,29,24,303.7774963378906,22,0
STANDARD,31,303.9394226074219,1.0,R_A2,1682.9373779296875,-1.0339008239052886e-24,2018-03-01,29,25,303.9394226074219,22,0
STANDARD,1,275.5137939453125,1.0,R_A5,1685.065673828125,0.0,2018-04-28,20,1,275.5137939453125,31,0
STANDARD,2,275.7422180175781,1.0,R_A5,1687.478759765625,0.0,2018-04-28,20,2,275.7422180175781,31,0
STANDARD,3,275.970703125,1.0,R_A5,1689.8919677734375,0.0,2018-04-28,20,3,275.970703125,31,0
STANDARD,4,276.19915771484375,1.0,R_A5,1692.30517578125,0.0,2018-04-28,20,4,276.19915771484375,31,0
STANDARD,5,276.4276123046875,1.0,R_A5,1694.71826171875,0.0,2018-04-28,20,5,276.4276123046875,31,0
STANDARD,6,276.65606689453125,1.0,R_A5,1697.13134765625,0.0,2018-04-28,20,6,276.65606689453125,31,0
STANDARD,7,277.20660400390625,1.0,R_A5,1699.5445556640625,0.0,2018-04-28,20,7,277.20660400390625,31,0
STANDARD,11,272.4523010253906,1.0,R_A5,1708.9794921875,0.0,2018-04-28,20,8,272.4523010253906,31,0
STANDARD,12,270.4694519042969,1.0,R_A5,1699.78369140625,0.0,2018-04-28,21,9,270.4694519042969,31,0
STANDARD,13,270.67401123046875,1.0,R_A5,1701.818603515625,0.0,2018-04-28,21,10,270.67401123046875,31,0
STANDARD,14,270.8675842285156,1.0,R_A5,1703.8536376953125,0.0,2018-04-28,21,11,270.8675842285156,31,0
STANDARD,15,271.0608825683594,1.0,R_A5,1705.8885498046875,0.0,2018-04-28,21,12,271.0608825683594,31,0
STANDARD,16,271.4024963378906,1.0,R_A5,1707.923583984375,0.0,2018-04-28,21,13,271.4024963378906,31,0
STANDARD,17,271.603271484375,1.0,R_A5,1709.95849609375,0.0,2018-04-28,21,14,271.603271484375,31,0
STANDARD,18,271.8031921386719,1.0,R_A5,1711.993408203125,0.0,2018-04-28,21,15,271.8031921386719,31,0
STANDARD,19,271.9380798339844,1.0,R_A5,1713.3917236328125,0.0,2018-04-28,21,16,271.9380798339844,31,0
STANDARD,20,271.9934997558594,1.0,R_A5,1713.9642333984375,0.0,2018-04-28,21,17,271.9934997558594,31,0
STANDARD,27,273.7400817871094,1.0,R_A5,1715.3946533203125,0.0,2018-04-28,21,18,273.7400817871094,31,0
STANDARD,28,273.9814453125,1.0,R_A5,1717.8720703125,0.0,2018-04-28,21,19,273.9814453125,31,0
STANDARD,29,279.2012939453125,1.0,R_A5,1720.3494873046875,0.0,2018-04-28,21,20,279.2012939453125,31,0
STANDARD,30,274.61614990234375,1.0,R_A5,1722.826904296875,0.0,2018-04-28,21,21,274.61614990234375,31,0
STANDARD,31,288.5712890625,1.0,R_A5,1725.3043212890625,0.0,2018-04-28,21,22,288.5712890625,31,0
STANDARD,1,283.8721923828125,0.2343934029340744,R_A3,1610.3662109375,0.0,2018-07-03,41,1,283.8721923828125,28,0
STANDARD,2,284.0165100097656,0.20389650762081146,R_A3,1612.5423583984375,0.0,2018-07-03,41,2,284.0165100097656,28,0
STANDARD,3,284.1609191894531,0.2016749233007431,R_A3,1614.7186279296875,0.0,2018-07-03,41,3,284.1609191894531,28,0
STANDARD,4,284.30474853515625,0.24450133740901947,R_A3,1616.894775390625,0.0,2018-07-03,41,4,284.30474853515625,28,0
STANDARD,5,284.3896484375,0.658543586730957,R_A3,1619.071044921875,0.0,2018-07-03,41,5,284.3896484375,28,0
STANDARD,6,284.4910888671875,0.34998276829719543,R_A3,1621.247314453125,0.0,2018-07-03,41,6,284.4910888671875,28,0
STANDARD,7,284.63519287109375,0.21711857616901398,R_A3,1623.4234619140625,0.0,2018-07-03,41,7,284.63519287109375,28,0
STANDARD,8,284.7816162109375,0.18758957087993622,R_A3,1625.599609375,0.0,2018-07-03,41,8,284.7816162109375,28,0
STANDARD,9,284.9281005859375,0.16181261837482452,R_A3,1627.77587890625,0.0,2018-07-03,41,9,284.9281005859375,28,0
STANDARD,9,284.1035461425781,0.7993112802505493,R_A3,1616.364501953125,0.0,2018-07-03,41,10,284.1035461425781,29,0
STANDARD,10,284.3219299316406,0.40900981426239014,R_A3,1618.387451171875,0.0,2018-07-03,41,11,284.3219299316406,29,0
STANDARD,11,287.6524658203125,0.046752091497182846,R_A3,1620.52587890625,0.0,2018-07-03,41,12,287.6524658203125,29,0
STANDARD,12,287.8031921386719,0.05979174003005028,R_A3,1622.7796630859375,0.0,2018-07-03,41,13,287.8031921386719,29,0
STANDARD,13,287.9552001953125,0.3797359764575958,R_A3,1625.033447265625,0.0,2018-07-03,41,14,287.9552001953125,29,0
STANDARD,15,288.5904846191406,0.48140689730644226,R_A3,1629.3448486328125,0.0,2018-07-03,41,15,288.5904846191406,29,0
STANDARD,16,288.68707275390625,0.8217422366142273,R_A3,1630.8056640625,0.0,2018-07-03,41,16,288.68707275390625,29,0
STANDARD,27,283.001220703125,0.6514889597892761,R_A3,1633.043212890625,0.0,2018-07-03,41,17,283.001220703125,29,0
STANDARD,28,283.25201416015625,0.04487255588173866,R_A3,1636.4578857421875,0.0,2018-07-03,41,18,283.25201416015625,29,0
STANDARD,29,283.48016357421875,0.07537694275379181,R_A3,1639.87255859375,0.0,2018-07-03,41,19,283.48016357421875,29,0
STANDARD,30,283.57330322265625,0.6575195789337158,R_A3,1643.2872314453125,0.0,2018-07-03,41,20,283.57330322265625,29,0
STANDARD,31,283.8282775878906,0.06835217773914337,R_A3,1646.701904296875,0.0,2018-07-03,41,21,283.8282775878906,29,0
STANDARD,1,279.80120849609375,0.2192053496837616,R_A4,1633.9788818359375,0.0,2018-09-12,52,1,279.80120849609375,30,0
STANDARD,1,279.4412841796875,0.6502517461776733,R_A4,1626.37060546875,0.0,2018-09-12,52,2,279.4412841796875,31,0
STANDARD,2,279.577880859375,0.05227115750312805,R_A4,1628.4189453125,0.0,2018-09-12,52,3,279.577880859375,31,0
STANDARD,3,279.7145080566406,0.05441614240407944,R_A4,1630.46728515625,0.0,2018-09-12,52,4,279.7145080566406,31,0
STANDARD,4,279.8449401855469,0.0569133423268795,R_A4,1632.5155029296875,0.0,2018-09-12,52,5,279.8449401855469,31,0
STANDARD,4,279.906982421875,0.055634766817092896,R_A4,1630.808349609375,0.0,2018-09-12,52,6,279.906982421875,32,0
STANDARD,4,280.0005187988281,0.05912390723824501,R_A4,1635.6795654296875,0.0,2018-09-12,51,7,280.0005187988281,32,0
STANDARD,3,279.8828430175781,0.05758224055171013,R_A4,1633.9146728515625,0.0,2018-09-12,51,8,279.8828430175781,32,0
STANDARD,3,280.1051330566406,0.06076424568891525,R_A4,1634.8548583984375,0.0,2018-09-12,51,9,280.1051330566406,33,0
STANDARD,4,280.2242736816406,0.06305840611457825,R_A4,1636.65234375,0.0,2018-09-12,51,10,280.2242736816406,33,0
STANDARD,4,280.3683776855469,0.06635329127311707,R_A4,1642.1011962890625,0.0,2018-09-12,50,11,280.3683776855469,33,0
STANDARD,4,280.5882873535156,0.0654727891087532,R_A4,1641.3427734375,0.0,2018-09-12,50,12,280.5882873535156,34,0
STANDARD,3,280.4631042480469,0.06578800082206726,R_A4,1639.46337890625,0.0,2018-09-12,50,13,280.4631042480469,34,0
STANDARD,2,280.34039306640625,0.24293175339698792,R_A4,1637.583984375,0.0,2018-09-12,50,14,280.34039306640625,34,0
STANDARD,2,280.82928466796875,0.22287319600582123,R_A4,1641.008544921875,0.0,2018-09-12,50,15,280.82928466796875,35,0
STANDARD,1,280.7121276855469,0.21615484356880188,R_A4,1639.2264404296875,0.0,2018-09-12,50,16,280.7121276855469,35,0
STANDARD,1,280.7305908203125,0.2483895868062973,R_A4,1642.43212890625,0.0,2018-09-12,49,17,280.7305908203125,35,0
STANDARD,30,282.470703125,0.28305783867836,R_A4,1646.07470703125,0.0,2018-09-12,49,18,282.470703125,36,0
STANDARD,30,281.72113037109375,0.1195245087146759,R_A4,1638.33740234375,0.0,2018-09-12,48,19,281.72113037109375,36,0
STANDARD,30,283.3770751953125,0.8230102062225342,R_A4,1646.446533203125,0.0,2018-09-12,48,20,283.3770751953125,37,0
STANDARD,30,283.277587890625,0.6899366974830627,R_A4,1651.5306396484375,0.0,2018-09-12,48,21,283.277587890625,38,0
STANDARD,30,283.05780029296875,0.6613481044769287,R_A4,1654.0372314453125,0.0,2018-09-12,47,22,283.05780029296875,38,0
STANDARD,1,269.8773498535156,1.0,R_A6,1695.65087890625,-4.791097640149955e-12,2018-11-07,42,1,269.8773498535156,17,0
STANDARD,2,270.02410888671875,1.0,R_A6,1697.21337890625,-1.3387342449877604e-12,2018-11-07,42,2,270.02410888671875,17,0
STANDARD,3,270.16656494140625,1.0,R_A6,1698.77587890625,-8.442230204838697e-13,2018-11-07,42,3,270.16656494140625,17,0
STANDARD,4,270.3028869628906,1.0,R_A6,1700.33837890625,-5.551947248293165e-13,2018-11-07,42,4,270.3028869628906,17,0
STANDARD,5,270.43670654296875,1.0,R_A6,1701.9007568359375,-3.2752798953886164e-13,2018-11-07,42,5,270.43670654296875,17,0
STANDARD,6,270.27862548828125,1.0,R_A6,1703.4632568359375,-2.0723516652720875e-11,2018-11-07,42,6,270.27862548828125,17,0
STANDARD,7,270.4263610839844,1.0,R_A6,1705.0257568359375,-3.296570655342279e-11,2018-11-07,42,7,270.4263610839844,17,0
STANDARD,8,270.8686218261719,1.0,R_A6,1706.5882568359375,-2.111836400198186e-11,2018-11-07,42,8,270.8686218261719,17,0
STANDARD,9,271.01739501953125,1.0,R_A6,1708.1507568359375,-1.4820768310525034e-12,2018-11-07,42,9,271.01739501953125,17,0
STANDARD,10,271.24951171875,1.0,R_A6,1709.7132568359375,-5.765252641606877e-13,2018-11-07,42,10,271.24951171875,17,0
STANDARD,11,279.3813781738281,1.0000001192092896,R_A6,1711.6414794921875,4.409808074257171e-09,2018-11-07,42,11,279.3813781738281,17,0
STANDARD,12,279.58502197265625,1.0,R_A6,1713.9354248046875,2.1642267977739493e-09,2018-11-07,42,12,279.58502197265625,17,0
STANDARD,13,279.8429260253906,1.0,R_A6,1716.2293701171875,1.9565954412215092e-10,2018-11-07,42,13,279.8429260253906,17,0
STANDARD,14,280.0603332519531,1.0,R_A6,1718.5233154296875,1.121875647935866e-10,2018-11-07,42,14,280.0603332519531,17,0
