PRESSURE,SGAS,SWAT,WELL,CONBPRES,CONJPOS,DEPTH,DRAWDOWN,WELLMODEL,CONKPOS,DATE,CONIPOS,CONIDX
302.6484680175781,0.0,0.9241535067558289,R_A2,302.6484680175781,30,1668.837646484375,0,STANDARD,16,2018-01-01,22,15
302.7832336425781,0.0,0.8766002655029297,R_A2,302.7832336425781,30,1670.8465576171875,0,STANDARD,17,2018-01-01,22,16
302.9014892578125,0.0,0.9361885190010071,R_A2,302.9014892578125,30,1672.609130859375,0,STANDARD,18,2018-01-01,22,17
303.1261901855469,0.0,0.9719840884208679,R_A2,303.1261901855469,29,1675.9586181640625,0,STANDARD,18,2018-01-01,22,18
303.2404479980469,0.0,1.0,R_A2,303.2404479980469,29,1677.6614990234375,0,STANDARD,26,2018-01-01,22,19
303.3553771972656,0.0,0.8183130621910095,R_A2,303.3553771972656,29,1679.37451171875,0,STANDARD,27,2018-01-01,22,20
303.4703063964844,0.0,0.8160118460655212,R_A2,303.4703063964844,29,1681.08740234375,0,STANDARD,28,2018-01-01,22,21
303.93890380859375,0.0,1.0,R_A2,303.93890380859375,29,1682.80029296875,0,STANDARD,29,2018-01-01,22,22
303.7954406738281,0.0,1.0,R_A2,303.7954406738281,29,1684.51318359375,0,STANDARD,30,2018-01-01,22,23
297.9582214355469,0.0,0.6481541991233826,R_A3,297.9582214355469,41,1598.88232421875,0,STANDARD,1,2018-01-01,29,1
298.1083984375,0.0,0.1250762790441513,R_A3,298.1083984375,41,1601.123291015625,0,STANDARD,2,2018-01-01,29,2
298.258544921875,0.0,0.11823459714651108,R_A3,298.258544921875,41,1603.3641357421875,0,STANDARD,3,2018-01-01,29,3
298.4087219238281,0.0,0.15415799617767334,R_A3,298.4087219238281,41,1605.6051025390625,0,STANDARD,4,2018-01-01,29,4
298.55889892578125,0.0,0.652159571647644,R_A3,298.55889892578125,41,1607.8460693359375,0,STANDARD,5,2018-01-01,29,5
298.7090759277344,0.0,0.6481541991233826,R_A3,298.7090759277344,41,1610.0869140625,0,STANDARD,6,2018-01-01,29,6
298.8592834472656,0.0,0.19607292115688324,R_A3,298.8592834472656,41,1612.327880859375,0,STANDARD,7,2018-01-01,29,7
299.00946044921875,0.0,0.1969468742609024,R_A3,299.00946044921875,41,1614.56884765625,0,STANDARD,8,2018-01-01,29,8
299.15966796875,0.0,0.7978039383888245,R_A3,299.15966796875,41,1616.809814453125,0,STANDARD,9,2018-01-01,29,9
299.30987548828125,0.0,0.8014795780181885,R_A3,299.30987548828125,41,1619.05078125,0,STANDARD,10,2018-01-01,29,10
299.4610595703125,0.0,0.04929594323039055,R_A3,299.4610595703125,41,1621.306396484375,0,STANDARD,11,2018-01-01,29,11
299.61328125,0.0,0.05359416455030441,R_A3,299.61328125,41,1623.576904296875,0,STANDARD,12,2018-01-01,29,12
299.7654724121094,0.0,0.3692639172077179,R_A3,299.7654724121094,41,1625.8475341796875,0,STANDARD,13,2018-01-01,29,13
300.0699157714844,0.0,0.6408566236495972,R_A3,300.0699157714844,41,1630.3885498046875,0,STANDARD,15,2018-01-01,29,14
300.20623779296875,0.0,0.8046894073486328,R_A3,300.20623779296875,41,1632.4219970703125,0,STANDARD,16,2018-01-01,29,15
300.3918151855469,0.0,1.0,R_A3,300.3918151855469,41,1635.189697265625,0,STANDARD,26,2018-01-01,29,16
300.6304626464844,0.0,0.04654797539114952,R_A3,300.6304626464844,41,1638.7490234375,0,STANDARD,27,2018-01-01,29,17
300.8691101074219,0.0,0.05212300643324852,R_A3,300.8691101074219,41,1642.3082275390625,0,STANDARD,28,2018-01-01,29,18
301.1077880859375,0.0,0.6481541991233826,R_A3,301.1077880859375,41,1645.8675537109375,0,STANDARD,29,2018-01-01,29,19
301.34649658203125,0.0,0.06040825694799423,R_A3,301.34649658203125,41,1649.4268798828125,0,STANDARD,30,2018-01-01,29,20
300.1275329589844,0.0,0.04913229122757912,R_A4,300.1275329589844,52,1631.2481689453125,0,STANDARD,1,2018-01-01,30,1
299.8753356933594,0.0,0.04759933054447174,R_A4,299.8753356933594,52,1627.486328125,0,STANDARD,1,2018-01-01,31,2
300.0105895996094,0.0,0.049490392208099365,R_A4,300.0105895996094,52,1629.503662109375,0,STANDARD,2,2018-01-01,31,3
300.1458435058594,0.0,0.05185212567448616,R_A4,300.1458435058594,52,1631.5211181640625,0,STANDARD,3,2018-01-01,31,4
300.2810974121094,0.0,0.052733827382326126,R_A4,300.2810974121094,52,1633.5384521484375,0,STANDARD,4,2018-01-01,31,5
300.3122863769531,0.0,0.053908415138721466,R_A4,300.3122863769531,52,1634.003662109375,0,STANDARD,4,2018-01-01,32,6
300.3480529785156,0.0,0.05567517131567001,R_A4,300.3480529785156,51,1634.5369873046875,0,STANDARD,4,2018-01-01,32,7
300.4709777832031,0.0,0.05611007288098335,R_A4,300.4709777832031,51,1636.37060546875,0,STANDARD,5,2018-01-01,32,8
300.6172790527344,0.0,0.058442141860723495,R_A4,300.6172790527344,51,1638.552490234375,0,STANDARD,5,2018-01-01,33,9
300.4939880371094,0.0,0.05652828887104988,R_A4,300.4939880371094,51,1636.713623046875,0,STANDARD,4,2018-01-01,33,10
300.8206481933594,0.0,0.16258303821086884,R_A4,300.8206481933594,50,1641.58544921875,0,STANDARD,5,2018-01-01,33,11
300.7006530761719,0.0,0.058006107807159424,R_A4,300.7006530761719,50,1639.7958984375,0,STANDARD,4,2018-01-01,33,12
300.72479248046875,0.0,0.06099126487970352,R_A4,300.72479248046875,50,1640.1556396484375,0,STANDARD,4,2018-01-01,34,13
300.60064697265625,0.0,0.0981070026755333,R_A4,300.60064697265625,50,1638.30419921875,0,STANDARD,3,2018-01-01,34,14
300.7124328613281,0.0,0.09450854361057281,R_A4,300.7124328613281,50,1639.9716796875,0,STANDARD,3,2018-01-01,35,15
300.9289245605469,0.0,0.060386110097169876,R_A4,300.9289245605469,49,1643.2001953125,0,STANDARD,3,2018-01-01,35,16
300.8098449707031,0.0,0.22921830415725708,R_A4,300.8098449707031,49,1641.424072265625,0,STANDARD,2,2018-01-01,35,17
300.8380432128906,0.0,0.6481541991233826,R_A4,300.8380432128906,49,1641.8447265625,0,STANDARD,29,2018-01-01,36,18
300.821533203125,0.0,0.27495449781417847,R_A4,300.821533203125,48,1641.5987548828125,0,STANDARD,29,2018-01-01,36,19
301.298583984375,0.0,0.6481541991233826,R_A4,301.298583984375,48,1648.712646484375,0,STANDARD,29,2018-01-01,37,20
301.65106201171875,0.0,0.3028055429458618,R_A4,301.65106201171875,48,1653.96826171875,0,STANDARD,29,2018-01-01,38,21
301.2724304199219,0.0,0.05422614887356758,R_A4,301.2724304199219,48,1648.3226318359375,0,STANDARD,28,2018-01-01,38,22
301.8436584472656,0.0,0.06752236932516098,R_A4,301.8436584472656,47,1656.839599609375,0,STANDARD,28,2018-01-01,38,23
303.80950927734375,0.0,1.0,R_A5,303.80950927734375,20,1684.6617431640625,0,STANDARD,1,2018-01-01,31,1
304.005126953125,0.0,1.0,R_A5,304.005126953125,20,1686.72607421875,0,STANDARD,2,2018-01-01,31,2
304.20074462890625,0.0,1.0,R_A5,304.20074462890625,20,1688.7904052734375,0,STANDARD,3,2018-01-01,31,3
304.3963928222656,0.0,1.0,R_A5,304.3963928222656,20,1690.854736328125,0,STANDARD,4,2018-01-01,31,4
304.5920104980469,0.0,1.0,R_A5,304.5920104980469,20,1692.9190673828125,0,STANDARD,5,2018-01-01,31,5
305.0934143066406,0.0,1.0,R_A5,305.0934143066406,20,1694.9833984375,0,STANDARD,6,2018-01-01,31,6
304.2342834472656,0.0,1.0,R_A5,304.2342834472656,21,1689.14404296875,0,STANDARD,6,2018-01-01,31,7
304.7663269042969,0.0,1.0,R_A5,304.7663269042969,21,1691.53173828125,0,STANDARD,7,2018-01-01,31,8
305.3504333496094,0.0,1.0,R_A5,305.3504333496094,21,1700.920654296875,0,STANDARD,11,2018-01-01,31,9
305.5460205078125,0.0,1.0,R_A5,305.5460205078125,21,1702.9844970703125,0,STANDARD,12,2018-01-01,31,10
305.7535705566406,0.0,1.0,R_A5,305.7535705566406,21,1705.04833984375,0,STANDARD,13,2018-01-01,31,11
305.94915771484375,0.0,1.0,R_A5,305.94915771484375,21,1707.1121826171875,0,STANDARD,14,2018-01-01,31,12
306.1447448730469,0.0,1.0,R_A5,306.1447448730469,21,1709.176025390625,0,STANDARD,15,2018-01-01,31,13
306.4853515625,0.0,1.0,R_A5,306.4853515625,21,1711.23974609375,0,STANDARD,16,2018-01-01,31,14
306.6753234863281,0.0,1.0,R_A5,306.6753234863281,21,1713.244384765625,0,STANDARD,17,2018-01-01,31,15
306.8136901855469,0.0,1.0,R_A5,306.8136901855469,21,1714.704345703125,0,STANDARD,18,2018-01-01,31,16
306.88421630859375,0.0,1.0,R_A5,306.88421630859375,21,1715.4482421875,0,STANDARD,19,2018-01-01,31,17
306.8639221191406,0.0,1.0,R_A5,306.8639221191406,21,1716.891845703125,0,STANDARD,26,2018-01-01,31,18
307.0809020996094,0.0,1.0,R_A5,307.0809020996094,21,1719.1812744140625,0,STANDARD,27,2018-01-01,31,19
307.6036682128906,0.0,1.0,R_A5,307.6036682128906,21,1721.470703125,0,STANDARD,28,2018-01-01,31,20
307.8206481933594,0.0,1.0,R_A5,307.8206481933594,21,1723.7601318359375,0,STANDARD,29,2018-01-01,31,21
308.0376281738281,0.0,1.0,R_A5,308.0376281738281,21,1726.049560546875,0,STANDARD,30,2018-01-01,31,22
305.0979309082031,0.0,1.0,R_A6,305.0979309082031,42,1695.0308837890625,0,STANDARD,1,2018-01-01,17,1
305.244384765625,0.0,1.0,R_A6,305.244384765625,42,1696.576416015625,0,STANDARD,2,2018-01-01,17,2
305.390869140625,0.0,1.0,R_A6,305.390869140625,42,1698.1220703125,0,STANDARD,3,2018-01-01,17,3
305.537353515625,0.0,1.0,R_A6,305.537353515625,42,1699.6676025390625,0,STANDARD,4,2018-01-01,17,4
305.6838073730469,0.0,1.0,R_A6,305.6838073730469,42,1701.2132568359375,0,STANDARD,5,2018-01-01,17,5
305.8302917480469,0.0,1.0,R_A6,305.8302917480469,42,1702.7589111328125,0,STANDARD,6,2018-01-01,17,6
305.6777038574219,0.0,1.0,R_A6,305.6777038574219,42,1704.304443359375,0,STANDARD,7,2018-01-01,17,7
305.8241882324219,0.0,1.0,R_A6,305.8241882324219,42,1705.85009765625,0,STANDARD,8,2018-01-01,17,8
306.26971435546875,0.0,1.0,R_A6,306.26971435546875,42,1707.395751953125,0,STANDARD,9,2018-01-01,17,9
306.11041259765625,0.0,1.0,R_A6,306.11041259765625,42,1708.9412841796875,0,STANDARD,10,2018-01-01,17,10
306.2925720214844,0.0,1.0,R_A6,306.2925720214844,42,1710.8619384765625,0,STANDARD,11,2018-01-01,17,11
306.5101318359375,0.0,1.0,R_A6,306.5101318359375,42,1713.1575927734375,0,STANDARD,12,2018-01-01,17,12
306.7396545410156,0.0,1.0,R_A6,306.7396545410156,42,1715.453125,0,STANDARD,13,2018-01-01,17,13
306.95721435546875,0.0,1.0,R_A6,306.95721435546875,42,1717.7486572265625,0,STANDARD,14,2018-01-01,17,14
307.1747741699219,0.0,1.0,R_A6,307.1747741699219,42,1720.0443115234375,0,STANDARD,15,2018-01-01,17,15
307.537353515625,0.0,1.0,R_A6,307.537353515625,42,1722.33984375,0,STANDARD,16,2018-01-01,17,16
307.7549133300781,0.0,1.0,R_A6,307.7549133300781,42,1724.635498046875,0,STANDARD,17,2018-01-01,17,17
307.9048767089844,0.0,1.0,R_A6,307.9048767089844,42,1726.217529296875,0,STANDARD,18,2018-01-01,17,18
307.8704833984375,0.0,1.0,R_A6,307.8704833984375,42,1727.5120849609375,0,STANDARD,26,2018-01-01,17,19
308.3393859863281,0.0,1.0,R_A6,308.3393859863281,42,1729.233154296875,0,STANDARD,27,2018-01-01,17,20
308.50250244140625,0.0,1.0,R_A6,308.50250244140625,42,1730.9542236328125,0,STANDARD,28,2018-01-01,17,21
308.6656188964844,0.0,1.0,R_A6,308.6656188964844,42,1732.67529296875,0,STANDARD,29,2018-01-01,17,22
308.52294921875,0.0,1.0,R_A6,308.52294921875,42,1734.396240234375,0,STANDARD,30,2018-01-01,17,23
298.7103576660156,0.0,0.053616415709257126,R_A2,298.7103576660156,30,1640.79052734375,0,STANDARD,1,2018-03-01,22,1
298.83026123046875,0.0,0.05559846758842468,R_A2,298.83026123046875,30,1642.579833984375,0,STANDARD,2,2018-03-01,22,2
298.9501647949219,0.0,0.05856399983167648,R_A2,298.9501647949219,30,1644.369140625,0,STANDARD,3,2018-03-01,22,3
299.070068359375,0.0,0.06388072669506073,R_A2,299.070068359375,30,1646.158447265625,0,STANDARD,4,2018-03-01,22,4
299.1899719238281,0.0,0.06708520650863647,R_A2,299.1899719238281,30,1647.9476318359375,0,STANDARD,5,2018-03-01,22,5
299.3337097167969,0.0,0.30605632066726685,R_A2,299.3337097167969,30,1649.7369384765625,0,STANDARD,6,2018-03-01,22,6
299.4572448730469,0.0,0.8748542666435242,R_A2,299.4572448730469,30,1651.5262451171875,0,STANDARD,7,2018-03-01,22,7
299.5888671875,0.0,0.8574170470237732,R_A2,299.5888671875,30,1653.3155517578125,0,STANDARD,8,2018-03-01,22,8
299.71429443359375,0.0,0.1796734631061554,R_A2,299.71429443359375,30,1655.104736328125,0,STANDARD,9,2018-03-01,22,9
299.85015869140625,0.0,0.6482994556427002,R_A2,299.85015869140625,30,1656.89404296875,0,STANDARD,10,2018-03-01,22,10
299.9474792480469,0.0,0.06853914260864258,R_A2,299.9474792480469,30,1658.7930908203125,0,STANDARD,11,2018-03-01,22,11
300.460205078125,0.0,0.43554046750068665,R_A2,300.460205078125,30,1662.8109130859375,0,STANDARD,13,2018-03-01,22,12
300.5950012207031,0.0,0.4745829105377197,R_A2,300.5950012207031,30,1664.81982421875,0,STANDARD,14,2018-03-01,22,13
300.728759765625,0.0,0.9068220257759094,R_A2,300.728759765625,30,1666.8287353515625,0,STANDARD,15,2018-03-01,22,14
300.86248779296875,0.0,0.9241121411323547,R_A2,300.86248779296875,30,1668.837646484375,0,STANDARD,16,2018-03-01,22,15
300.9968566894531,0.0,0.8765329122543335,R_A2,300.9968566894531,30,1670.8465576171875,0,STANDARD,17,2018-03-01,22,16
301.1148376464844,0.0,0.9361537098884583,R_A2,301.1148376464844,30,1672.609130859375,0,STANDARD,18,2018-03-01,22,17
301.158447265625,0.0,0.9719672203063965,R_A2,301.158447265625,29,1675.9586181640625,0,STANDARD,18,2018-03-01,22,18
303.20770263671875,-6.320345044856165e-14,1.0,R_A2,303.20770263671875,29,1677.6614990234375,0,STANDARD,26,2018-03-01,22,19
302.4676208496094,0.0,0.8182631134986877,R_A2,302.4676208496094,29,1679.37451171875,0,STANDARD,27,2018-03-01,22,20
303.1085205078125,0.0,0.8159915804862976,R_A2,303.1085205078125,29,1681.08740234375,0,STANDARD,28,2018-03-01,22,21
303.1000061035156,-1.3413736787981634e-08,0.9999998807907104,R_A2,303.1000061035156,29,1682.80029296875,0,STANDARD,29,2018-03-01,22,22
302.9409484863281,-1.8663660839024487e-08,0.9999998211860657,R_A2,302.9409484863281,29,1684.51318359375,0,STANDARD,30,2018-03-01,22,23
281.4008483886719,1.7711231786732284e-11,1.0,R_A5,281.4008483886719,20,1684.6617431640625,0,STANDARD,1,2018-04-28,31,1
281.5958251953125,1.739247461329807e-11,1.0,R_A5,281.5958251953125,20,1686.72607421875,0,STANDARD,2,2018-04-28,31,2
281.7909851074219,1.737878070617871e-11,1.0,R_A5,281.7909851074219,20,1688.7904052734375,0,STANDARD,3,2018-04-28,31,3
281.9862060546875,1.6348214448846932e-11,1.0,R_A5,281.9862060546875,20,1690.854736328125,0,STANDARD,4,2018-04-28,31,4
282.181640625,1.341832894796724e-11,1.0,R_A5,282.181640625,20,1692.9190673828125,0,STANDARD,5,2018-04-28,31,5
282.8082580566406,9.810040800528608e-12,1.0,R_A5,282.8082580566406,20,1694.9833984375,0,STANDARD,6,2018-04-28,31,6
281.52899169921875,-1.0184722398776103e-08,0.9999998211860657,R_A5,281.52899169921875,21,1689.14404296875,0,STANDARD,6,2018-04-28,31,7
282.0932922363281,-3.3674108640413536e-11,1.0,R_A5,282.0932922363281,21,1691.53173828125,0,STANDARD,7,2018-04-28,31,8
276.8484802246094,-1.191370474495912e-10,1.0,R_A5,276.8484802246094,21,1700.920654296875,0,STANDARD,11,2018-04-28,31,9
277.0979309082031,-1.0185056270595183e-10,1.0,R_A5,277.0979309082031,21,1702.9844970703125,0,STANDARD,12,2018-04-28,31,10
277.305908203125,-5.3061817092969754e-12,1.0,R_A5,277.305908203125,21,1705.04833984375,0,STANDARD,13,2018-04-28,31,11
277.5028076171875,-1.1204812251641716e-11,1.0,R_A5,277.5028076171875,21,1707.1121826171875,0,STANDARD,14,2018-04-28,31,12
277.7003173828125,-3.065241853741907e-12,1.0,R_A5,277.7003173828125,21,1709.176025390625,0,STANDARD,15,2018-04-28,31,13
278.06964111328125,-6.305841265819012e-13,1.0,R_A5,278.06964111328125,21,1711.23974609375,0,STANDARD,16,2018-04-28,31,14
278.298583984375,-8.944190874049518e-13,1.0,R_A5,278.298583984375,21,1713.244384765625,0,STANDARD,17,2018-04-28,31,15
278.4436950683594,-6.203193340936775e-13,1.0,R_A5,278.4436950683594,21,1714.704345703125,0,STANDARD,18,2018-04-28,31,16
278.5138244628906,0.0,1.0,R_A5,278.5138244628906,21,1715.4482421875,0,STANDARD,19,2018-04-28,31,17
285.6324462890625,-1.5460635549580104e-10,1.0,R_A5,285.6324462890625,21,1716.891845703125,0,STANDARD,26,2018-04-28,31,18
285.853271484375,-1.6111949274755233e-10,1.0,R_A5,285.853271484375,21,1719.1812744140625,0,STANDARD,27,2018-04-28,31,19
288.82366943359375,3.0865446328125114e-18,1.0,R_A5,288.82366943359375,21,1721.470703125,0,STANDARD,28,2018-04-28,31,20
300.3106994628906,7.375922476238009e-19,1.0,R_A5,300.3106994628906,21,1723.7601318359375,0,STANDARD,29,2018-04-28,31,21
305.86785888671875,6.485312894988462e-21,1.0,R_A5,305.86785888671875,21,1726.049560546875,0,STANDARD,30,2018-04-28,31,22
278.94036865234375,0.0,0.6493589878082275,R_A3,278.94036865234375,41,1598.88232421875,0,STANDARD,1,2018-07-03,29,1
279.09271240234375,0.0,0.12543940544128418,R_A3,279.09271240234375,41,1601.123291015625,0,STANDARD,2,2018-07-03,29,2
279.2421569824219,0.0,0.1189703643321991,R_A3,279.2421569824219,41,1603.3641357421875,0,STANDARD,3,2018-07-03,29,3
279.3916015625,0.0,0.15489782392978668,R_A3,279.3916015625,41,1605.6051025390625,0,STANDARD,4,2018-07-03,29,4
279.5705871582031,0.0,0.6535469889640808,R_A3,279.5705871582031,41,1607.8460693359375,0,STANDARD,5,2018-07-03,29,5
279.7672424316406,0.0,0.6494881510734558,R_A3,279.7672424316406,41,1610.0869140625,0,STANDARD,6,2018-07-03,29,6
279.94281005859375,0.0,0.19780196249485016,R_A3,279.94281005859375,41,1612.327880859375,0,STANDARD,7,2018-07-03,29,7
280.09234619140625,0.0,0.19914188981056213,R_A3,280.09234619140625,41,1614.56884765625,0,STANDARD,8,2018-07-03,29,8
280.3810729980469,0.0,0.7968577742576599,R_A3,280.3810729980469,41,1616.809814453125,0,STANDARD,9,2018-07-03,29,9
286.0751037597656,0.0,0.7961920499801636,R_A3,286.0751037597656,41,1619.05078125,0,STANDARD,10,2018-07-03,29,10
296.1166687011719,0.0,0.04932226613163948,R_A3,296.1166687011719,41,1621.306396484375,0,STANDARD,11,2018-07-03,29,11
296.26873779296875,0.0,0.05361953005194664,R_A3,296.26873779296875,41,1623.576904296875,0,STANDARD,12,2018-07-03,29,12
296.4211730957031,0.0,0.369361013174057,R_A3,296.4211730957031,41,1625.8475341796875,0,STANDARD,13,2018-07-03,29,13
297.1641540527344,0.0,0.641261100769043,R_A3,297.1641540527344,41,1630.3885498046875,0,STANDARD,15,2018-07-03,29,14
297.3125,0.0,0.8045275807380676,R_A3,297.3125,41,1632.4219970703125,0,STANDARD,16,2018-07-03,29,15
287.2207336425781,-1.1162392787866793e-08,0.9999998211860657,R_A3,287.2207336425781,41,1635.189697265625,0,STANDARD,26,2018-07-03,29,16
286.3033752441406,0.0,0.04796741530299187,R_A3,286.3033752441406,41,1638.7490234375,0,STANDARD,27,2018-07-03,29,17
286.5411376953125,0.0,0.053433265537023544,R_A3,286.5411376953125,41,1642.3082275390625,0,STANDARD,28,2018-07-03,29,18
286.7669677734375,0.0,0.6494019627571106,R_A3,286.7669677734375,41,1645.8675537109375,0,STANDARD,29,2018-07-03,29,19
286.92437744140625,0.0,0.06060630828142166,R_A3,286.92437744140625,41,1649.4268798828125,0,STANDARD,30,2018-07-03,29,20
278.1092529296875,0.0,0.049215901643037796,R_A4,278.1092529296875,52,1631.2481689453125,0,STANDARD,1,2018-09-12,30,1
278.01568603515625,0.0,0.047656528651714325,R_A4,278.01568603515625,52,1627.486328125,0,STANDARD,1,2018-09-12,31,2
278.150146484375,0.0,0.049551066011190414,R_A4,278.150146484375,52,1629.503662109375,0,STANDARD,2,2018-09-12,31,3
278.28460693359375,0.0,0.05190529674291611,R_A4,278.28460693359375,52,1631.5211181640625,0,STANDARD,3,2018-09-12,31,4
278.4190673828125,0.0,0.052776165306568146,R_A4,278.4190673828125,52,1633.5384521484375,0,STANDARD,4,2018-09-12,31,5
278.6373291015625,0.0,0.05401381105184555,R_A4,278.6373291015625,52,1634.003662109375,0,STANDARD,4,2018-09-12,32,6
278.4896545410156,0.0,0.055757638067007065,R_A4,278.4896545410156,51,1634.5369873046875,0,STANDARD,4,2018-09-12,32,7
278.6113586425781,0.0,0.05620579421520233,R_A4,278.6113586425781,51,1636.37060546875,0,STANDARD,5,2018-09-12,32,8
279.0041809082031,0.0,0.058586958795785904,R_A4,279.0041809082031,51,1638.552490234375,0,STANDARD,5,2018-09-12,33,9
278.8816223144531,0.0,0.05667557939887047,R_A4,278.8816223144531,51,1636.713623046875,0,STANDARD,4,2018-09-12,33,10
279.1030578613281,0.0,0.162586510181427,R_A4,279.1030578613281,50,1641.58544921875,0,STANDARD,5,2018-09-12,33,11
278.98309326171875,0.0,0.05804985389113426,R_A4,278.98309326171875,50,1639.7958984375,0,STANDARD,4,2018-09-12,33,12
279.2366638183594,0.0,0.0612325482070446,R_A4,279.2366638183594,50,1640.1556396484375,0,STANDARD,4,2018-09-12,34,13
279.1130676269531,0.0,0.09827559441328049,R_A4,279.1130676269531,50,1638.30419921875,0,STANDARD,3,2018-09-12,34,14
279.4122009277344,0.0,0.09462081640958786,R_A4,279.4122009277344,50,1639.9716796875,0,STANDARD,3,2018-09-12,35,15
279.47509765625,0.0,0.06047980859875679,R_A4,279.47509765625,49,1643.2001953125,0,STANDARD,3,2018-09-12,35,16
279.3568115234375,0.0,0.22896870970726013,R_A4,279.3568115234375,49,1641.424072265625,0,STANDARD,2,2018-09-12,35,17
279.49969482421875,0.0,0.6522950530052185,R_A4,279.49969482421875,49,1641.8447265625,0,STANDARD,29,2018-09-12,36,18
279.208740234375,0.0,0.2701883912086487,R_A4,279.208740234375,48,1641.5987548828125,0,STANDARD,29,2018-09-12,36,19
280.02984619140625,0.0,0.6708120703697205,R_A4,280.02984619140625,48,1648.712646484375,0,STANDARD,29,2018-09-12,37,20
280.8171081542969,0.0,0.29555583000183105,R_A4,280.8171081542969,48,1653.96826171875,0,STANDARD,29,2018-09-12,38,21
280.43304443359375,0.0,0.05469074845314026,R_A4,280.43304443359375,48,1648.3226318359375,0,STANDARD,28,2018-09-12,38,22
280.7353515625,0.0,0.07140712440013885,R_A4,280.7353515625,47,1656.839599609375,0,STANDARD,28,2018-09-12,38,23
278.5787658691406,6.813564469576594e-13,1.0,R_A6,278.5787658691406,42,1695.0308837890625,0,STANDARD,1,2018-11-07,17,1
278.7241516113281,3.99352968229183e-13,1.0,R_A6,278.7241516113281,42,1696.576416015625,0,STANDARD,2,2018-11-07,17,2
278.867431640625,2.774618642481519e-13,1.0,R_A6,278.867431640625,42,1698.1220703125,0,STANDARD,3,2018-11-07,17,3
279.0075378417969,2.3461151099114785e-13,1.0,R_A6,279.0075378417969,42,1699.6676025390625,0,STANDARD,4,2018-11-07,17,4
279.1461486816406,2.9683671970079373e-13,1.0,R_A6,279.1461486816406,42,1701.2132568359375,0,STANDARD,5,2018-11-07,17,5
279.2862243652344,5.300861746077024e-13,1.0,R_A6,279.2862243652344,42,1702.7589111328125,0,STANDARD,6,2018-11-07,17,6
279.13018798828125,2.7909816818771915e-11,1.0,R_A6,279.13018798828125,42,1704.304443359375,0,STANDARD,7,2018-11-07,17,7
279.2768859863281,2.0657180826999522e-11,1.0,R_A6,279.2768859863281,42,1705.85009765625,0,STANDARD,8,2018-11-07,17,8
279.72625732421875,1.0964597285667566e-12,1.0,R_A6,279.72625732421875,42,1707.395751953125,0,STANDARD,9,2018-11-07,17,9
279.5749206542969,2.2811086353158316e-10,1.0,R_A6,279.5749206542969,42,1708.9412841796875,0,STANDARD,10,2018-11-07,17,10
279.972900390625,7.191325868127763e-10,1.0,R_A6,279.972900390625,42,1710.8619384765625,0,STANDARD,11,2018-11-07,17,11
280.21478271484375,3.1319213888991726e-10,1.0,R_A6,280.21478271484375,42,1713.1575927734375,0,STANDARD,12,2018-11-07,17,12
280.4617919921875,1.9493802405623484e-11,1.0,R_A6,280.4617919921875,42,1715.453125,0,STANDARD,13,2018-11-07,17,13
280.67919921875,1.4587563795798175e-11,1.0,R_A6,280.67919921875,42,1717.7486572265625,0,STANDARD,14,2018-11-07,17,14
280.89697265625,1.100092239525452e-11,1.0,R_A6,280.89697265625,42,1720.0443115234375,0,STANDARD,15,2018-11-07,17,15
