CONKPOS,CONJPOS,CONBPRES,SWAT,CONIPOS,DATE,WELLMODEL,WELL,PRESSURE,SGAS,CONIDX,DRAWDOWN,DEPTH
7,41,298.8442687988281,0.19559502601623535,29,2018-01-01,STANDARD,R_A3,298.8442687988281,0.0,8,0,1612.116455078125
8,41,298.9869079589844,0.24657849967479706,29,2018-01-01,STANDARD,R_A3,298.9869079589844,0.0,9,0,1614.244873046875
9,41,299.12957763671875,0.7962119579315186,29,2018-01-01,STANDARD,R_A3,299.12957763671875,0.0,10,0,1616.373291015625
10,41,299.2722473144531,0.8012790679931641,29,2018-01-01,STANDARD,R_A3,299.2722473144531,0.0,11,0,1618.501708984375
11,41,299.4197692871094,0.04725896567106247,29,2018-01-01,STANDARD,R_A3,299.4197692871094,0.0,12,0,1620.702392578125
12,41,299.5721130371094,0.053727563470602036,29,2018-01-01,STANDARD,R_A3,299.5721130371094,0.0,13,0,1622.9754638671875
13,41,299.7245178222656,0.3714485466480255,29,2018-01-01,STANDARD,R_A3,299.7245178222656,0.0,14,0,1625.24853515625
15,41,300.0292663574219,0.49558261036872864,29,2018-01-01,STANDARD,R_A3,300.0292663574219,0.0,15,0,1629.7945556640625
16,41,300.1647033691406,0.8011910915374756,29,2018-01-01,STANDARD,R_A3,300.1647033691406,0.0,16,0,1631.81494140625
26,41,300.3435363769531,0.35530200600624084,29,2018-01-01,STANDARD,R_A3,300.3435363769531,0.0,17,0,1634.48193359375
27,41,300.5826416015625,0.04512392356991768,29,2018-01-01,STANDARD,R_A3,300.5826416015625,0.0,18,0,1638.0479736328125
28,41,300.8217468261719,0.04837338253855705,29,2018-01-01,STANDARD,R_A3,300.8217468261719,0.0,19,0,1641.6141357421875
29,41,301.0608825683594,0.6481541991233826,29,2018-01-01,STANDARD,R_A3,301.0608825683594,0.0,20,0,1645.1802978515625
30,41,301.3000183105469,0.2045564353466034,29,2018-01-01,STANDARD,R_A3,301.3000183105469,0.0,21,0,1648.7464599609375
1,52,300.087158203125,0.17538903653621674,30,2018-01-01,STANDARD,R_A4,300.087158203125,0.0,1,0,1630.6578369140625
1,52,299.7905578613281,0.6481541991233826,31,2018-01-01,STANDARD,R_A4,299.7905578613281,0.0,2,0,1626.23388671875
2,52,299.9306945800781,0.19632306694984436,31,2018-01-01,STANDARD,R_A4,299.9306945800781,0.0,3,0,1628.3240966796875
3,52,300.0708312988281,0.05092284455895424,31,2018-01-01,STANDARD,R_A4,300.0708312988281,0.0,4,0,1630.4144287109375
4,52,300.2109680175781,0.05312630906701088,31,2018-01-01,STANDARD,R_A4,300.2109680175781,0.0,5,0,1632.504638671875
4,52,300.20159912109375,0.05310899764299393,32,2018-01-01,STANDARD,R_A4,300.20159912109375,0.0,6,0,1632.365234375
5,52,300.3274841308594,0.28136754035949707,32,2018-01-01,STANDARD,R_A4,300.3274841308594,0.0,7,0,1634.2425537109375
5,51,300.5315246582031,0.24669717252254486,32,2018-01-01,STANDARD,R_A4,300.5315246582031,0.0,8,0,1637.285888671875
4,51,300.40789794921875,0.05533387139439583,32,2018-01-01,STANDARD,R_A4,300.40789794921875,0.0,9,0,1635.4420166015625
4,51,300.5216979980469,0.057390760630369186,33,2018-01-01,STANDARD,R_A4,300.5216979980469,0.0,10,0,1637.1392822265625
3,51,300.3953552246094,0.14816054701805115,33,2018-01-01,STANDARD,R_A4,300.3953552246094,0.0,11,0,1635.2548828125
4,50,300.81573486328125,0.06192229688167572,33,2018-01-01,STANDARD,R_A4,300.81573486328125,0.0,12,0,1641.5245361328125
4,50,300.68634033203125,0.09711802750825882,34,2018-01-01,STANDARD,R_A4,300.68634033203125,0.0,13,0,1639.5948486328125
4,50,300.75360107421875,0.119979128241539,35,2018-01-01,STANDARD,R_A4,300.75360107421875,0.0,14,0,1640.5977783203125
3,50,300.632568359375,0.22091087698936462,35,2018-01-01,STANDARD,R_A4,300.632568359375,0.0,15,0,1638.7926025390625
3,49,300.9489440917969,0.23126667737960815,35,2018-01-01,STANDARD,R_A4,300.9489440917969,0.0,16,0,1643.510986328125
2,49,300.82733154296875,0.22384901344776154,35,2018-01-01,STANDARD,R_A4,300.82733154296875,0.0,17,0,1641.697265625
29,49,300.8695068359375,0.18161532282829285,36,2018-01-01,STANDARD,R_A4,300.8695068359375,0.0,18,0,1642.326171875
29,48,300.8761291503906,0.09112564474344254,36,2018-01-01,STANDARD,R_A4,300.8761291503906,0.0,19,0,1642.4251708984375
29,48,301.181396484375,0.7268140912055969,37,2018-01-01,STANDARD,R_A4,301.181396484375,0.0,20,0,1646.9775390625
29,48,301.43719482421875,0.6481541991233826,38,2018-01-01,STANDARD,R_A4,301.43719482421875,0.0,21,0,1650.7916259765625
29,47,302.0133056640625,1.0,38,2018-01-01,STANDARD,R_A4,302.0133056640625,0.0,22,0,1659.381591796875
1,20,303.9402160644531,1.0,31,2018-01-01,STANDARD,R_A5,303.9402160644531,0.0,1,0,1686.041015625
2,20,304.1410827636719,1.0,31,2018-01-01,STANDARD,R_A5,304.1410827636719,0.0,2,0,1688.1607666015625
3,20,304.3419494628906,1.0,31,2018-01-01,STANDARD,R_A5,304.3419494628906,0.0,3,0,1690.2803955078125
4,20,304.5428466796875,1.0,31,2018-01-01,STANDARD,R_A5,304.5428466796875,0.0,4,0,1692.400146484375
5,20,304.74371337890625,1.0,31,2018-01-01,STANDARD,R_A5,304.74371337890625,0.0,5,0,1694.519775390625
6,20,304.944580078125,1.0,31,2018-01-01,STANDARD,R_A5,304.944580078125,0.0,6,0,1696.6395263671875
7,20,305.4512634277344,1.0,31,2018-01-01,STANDARD,R_A5,305.4512634277344,0.0,7,0,1698.7591552734375
8,20,305.6521301269531,1.0,31,2018-01-01,STANDARD,R_A5,305.6521301269531,0.0,8,0,1700.87890625
11,21,305.1917419433594,1.0,31,2018-01-01,STANDARD,R_A5,305.1917419433594,0.0,9,0,1699.2462158203125
12,21,305.3909912109375,1.0,31,2018-01-01,STANDARD,R_A5,305.3909912109375,0.0,10,0,1701.348876953125
13,21,305.60223388671875,1.0,31,2018-01-01,STANDARD,R_A5,305.60223388671875,0.0,11,0,1703.4515380859375
14,21,305.801513671875,1.0,31,2018-01-01,STANDARD,R_A5,305.801513671875,0.0,12,0,1705.55419921875
15,21,306.00079345703125,1.0,31,2018-01-01,STANDARD,R_A5,306.00079345703125,0.0,13,0,1707.656982421875
16,21,306.3450622558594,1.0,31,2018-01-01,STANDARD,R_A5,306.3450622558594,0.0,14,0,1709.7596435546875
17,21,306.5443420410156,1.0,31,2018-01-01,STANDARD,R_A5,306.5443420410156,0.0,15,0,1711.8623046875
18,21,306.67974853515625,1.0,31,2018-01-01,STANDARD,R_A5,306.67974853515625,0.0,16,0,1713.2908935546875
19,21,306.7402038574219,1.0,31,2018-01-01,STANDARD,R_A5,306.7402038574219,0.0,17,0,1713.928955078125
26,21,306.72015380859375,1.0,31,2018-01-01,STANDARD,R_A5,306.72015380859375,0.0,18,0,1715.375
27,21,306.9401550292969,1.0,31,2018-01-01,STANDARD,R_A5,306.9401550292969,0.0,19,0,1717.6962890625
28,21,307.4659423828125,1.0,31,2018-01-01,STANDARD,R_A5,307.4659423828125,0.0,20,0,1720.017578125
29,21,307.6859436035156,1.0,31,2018-01-01,STANDARD,R_A5,307.6859436035156,0.0,21,0,1722.3388671875
30,21,307.90594482421875,1.0,31,2018-01-01,STANDARD,R_A5,307.90594482421875,0.0,22,0,1724.66015625
1,42,305.02703857421875,1.0,17,2018-01-01,STANDARD,R_A6,305.02703857421875,0.0,1,0,1694.28271484375
2,42,305.1727600097656,1.0,17,2018-01-01,STANDARD,R_A6,305.1727600097656,0.0,2,0,1695.820556640625
3,42,305.3185119628906,1.0,17,2018-01-01,STANDARD,R_A6,305.3185119628906,0.0,3,0,1697.3583984375
4,42,305.4642333984375,1.0,17,2018-01-01,STANDARD,R_A6,305.4642333984375,0.0,4,0,1698.8963623046875
5,42,305.6099853515625,1.0,17,2018-01-01,STANDARD,R_A6,305.6099853515625,0.0,5,0,1700.4342041015625
6,42,305.4566955566406,1.0,17,2018-01-01,STANDARD,R_A6,305.4566955566406,0.0,6,0,1701.97216796875
7,42,305.6024169921875,1.0,17,2018-01-01,STANDARD,R_A6,305.6024169921875,0.0,7,0,1703.510009765625
8,42,305.7481689453125,1.0,17,2018-01-01,STANDARD,R_A6,305.7481689453125,0.0,8,0,1705.0479736328125
9,42,306.1929626464844,1.0,17,2018-01-01,STANDARD,R_A6,306.1929626464844,0.0,9,0,1706.5858154296875
10,42,306.0329284667969,1.0,17,2018-01-01,STANDARD,R_A6,306.0329284667969,0.0,10,0,1708.1236572265625
11,42,306.2146301269531,1.0,17,2018-01-01,STANDARD,R_A6,306.2146301269531,0.0,11,0,1710.03955078125
12,42,306.4320068359375,1.0,17,2018-01-01,STANDARD,R_A6,306.4320068359375,0.0,12,0,1712.333251953125
13,42,306.6613464355469,1.0,17,2018-01-01,STANDARD,R_A6,306.6613464355469,0.0,13,0,1714.6270751953125
14,42,306.8787536621094,1.0,17,2018-01-01,STANDARD,R_A6,306.8787536621094,0.0,14,0,1716.9207763671875
15,42,307.09613037109375,1.0,17,2018-01-01,STANDARD,R_A6,307.09613037109375,0.0,15,0,1719.2144775390625
16,42,307.4585266113281,1.0,17,2018-01-01,STANDARD,R_A6,307.4585266113281,0.0,16,0,1721.50830078125
17,42,307.6759338378906,1.0,17,2018-01-01,STANDARD,R_A6,307.6759338378906,0.0,17,0,1723.802001953125
18,42,307.8221435546875,1.0,17,2018-01-01,STANDARD,R_A6,307.8221435546875,0.0,18,0,1725.3446044921875
26,42,307.7837219238281,1.0,17,2018-01-01,STANDARD,R_A6,307.7837219238281,0.0,19,0,1726.596923828125
27,42,308.25189208984375,1.0,17,2018-01-01,STANDARD,R_A6,308.25189208984375,0.0,20,0,1728.3101806640625
28,42,308.4142761230469,1.0,17,2018-01-01,STANDARD,R_A6,308.4142761230469,0.0,21,0,1730.0234375
29,42,308.57666015625,1.0,17,2018-01-01,STANDARD,R_A6,308.57666015625,0.0,22,0,1731.73681640625
30,42,308.4332580566406,1.0,17,2018-01-01,STANDARD,R_A6,308.4332580566406,0.0,23,0,1733.4500732421875
1,30,297.96575927734375,0.05434316769242287,22,2018-03-01,STANDARD,R_A2,297.96575927734375,0.0,1,0,1641.5723876953125
2,30,298.0841979980469,0.05637431889772415,22,2018-03-01,STANDARD,R_A2,298.0841979980469,0.0,2,0,1643.3392333984375
3,30,298.2027282714844,0.05991644039750099,22,2018-03-01,STANDARD,R_A2,298.2027282714844,0.0,3,0,1645.1060791015625
4,30,298.32122802734375,0.06629890203475952,22,2018-03-01,STANDARD,R_A2,298.32122802734375,0.0,4,0,1646.8729248046875
5,30,298.439697265625,0.06906183063983917,22,2018-03-01,STANDARD,R_A2,298.439697265625,0.0,5,0,1648.6397705078125
6,30,298.586669921875,0.6563192009925842,22,2018-03-01,STANDARD,R_A2,298.586669921875,0.0,6,0,1650.4066162109375
7,30,299.0536193847656,0.8652366995811462,22,2018-03-01,STANDARD,R_A2,299.0536193847656,0.0,7,0,1652.1734619140625
8,30,299.2576904296875,0.6484144330024719,22,2018-03-01,STANDARD,R_A2,299.2576904296875,0.0,8,0,1653.9403076171875
9,30,299.3763732910156,0.6490489840507507,22,2018-03-01,STANDARD,R_A2,299.3763732910156,0.0,9,0,1655.7071533203125
10,30,299.6236877441406,0.6489549875259399,22,2018-03-01,STANDARD,R_A2,299.6236877441406,0.0,10,0,1657.4739990234375
11,30,299.8418273925781,0.06946772336959839,22,2018-03-01,STANDARD,R_A2,299.8418273925781,0.0,11,0,1659.376708984375
12,30,299.9690856933594,0.07332058250904083,22,2018-03-01,STANDARD,R_A2,299.9690856933594,0.0,12,0,1661.4150390625
13,30,300.19073486328125,0.43200331926345825,22,2018-03-01,STANDARD,R_A2,300.19073486328125,0.0,13,0,1663.4534912109375
14,30,300.3284606933594,0.47117283940315247,22,2018-03-01,STANDARD,R_A2,300.3284606933594,0.0,14,0,1665.491943359375
15,30,300.47021484375,0.9170057773590088,22,2018-03-01,STANDARD,R_A2,300.47021484375,0.0,15,0,1667.5302734375
16,30,300.6123352050781,0.9396628141403198,22,2018-03-01,STANDARD,R_A2,300.6123352050781,0.0,16,0,1669.5687255859375
17,30,300.7528991699219,0.8775280117988586,22,2018-03-01,STANDARD,R_A2,300.7528991699219,0.0,17,0,1671.607177734375
17,29,300.71484375,0.8943304419517517,22,2018-03-01,STANDARD,R_A2,300.71484375,0.0,18,0,1672.3779296875
18,29,300.8443908691406,0.9535914659500122,22,2018-03-01,STANDARD,R_A2,300.8443908691406,0.0,19,0,1674.311767578125
26,29,303.1117248535156,0.8072730898857117,22,2018-03-01,STANDARD,R_A2,303.1117248535156,0.0,20,0,1676.3233642578125
27,29,303.24127197265625,1.0,22,2018-03-01,STANDARD,R_A2,303.24127197265625,-1.5069623326979809e-09,21,0,1678.1312255859375
28,29,303.35076904296875,0.7227230668067932,22,2018-03-01,STANDARD,R_A2,303.35076904296875,0.0,22,0,1679.939208984375
29,29,303.08380126953125,0.9999926090240479,22,2018-03-01,STANDARD,R_A2,303.08380126953125,0.0,23,0,1681.7470703125
30,29,302.8519287109375,0.9999992847442627,22,2018-03-01,STANDARD,R_A2,302.8519287109375,-7.252205591612437e-08,24,0,1683.554931640625
1,20,280.8304748535156,0.9999999403953552,31,2018-04-28,STANDARD,R_A5,280.8304748535156,-2.686446176625168e-09,1,0,1686.041015625
2,20,281.0309143066406,0.9999999403953552,31,2018-04-28,STANDARD,R_A5,281.0309143066406,-2.310038826891514e-09,2,0,1688.1607666015625
3,20,281.231201171875,0.9999999403953552,31,2018-04-28,STANDARD,R_A5,281.231201171875,-2.7963589221968732e-09,3,0,1690.2803955078125
4,20,281.4313049316406,0.9999999403953552,31,2018-04-28,STANDARD,R_A5,281.4313049316406,-2.5964277394763258e-09,4,0,1692.400146484375
5,20,281.63116455078125,1.0,31,2018-04-28,STANDARD,R_A5,281.63116455078125,-9.31907440104851e-10,5,0,1694.519775390625
6,20,281.8312683105469,1.0,31,2018-04-28,STANDARD,R_A5,281.8312683105469,-1.0623139035104145e-09,6,0,1696.6395263671875
7,20,282.3421936035156,1.0,31,2018-04-28,STANDARD,R_A5,282.3421936035156,-8.40248877420624e-12,7,0,1698.7591552734375
8,20,282.8321838378906,1.0,31,2018-04-28,STANDARD,R_A5,282.8321838378906,0.0,8,0,1700.87890625
11,21,277.0415954589844,1.0,31,2018-04-28,STANDARD,R_A5,277.0415954589844,-3.3783306013779324e-11,9,0,1699.2462158203125
12,21,277.24102783203125,1.0,31,2018-04-28,STANDARD,R_A5,277.24102783203125,-3.902722589543828e-11,10,0,1701.348876953125
13,21,277.4522705078125,1.0,31,2018-04-28,STANDARD,R_A5,277.4522705078125,-2.1729751244897733e-12,11,0,1703.4515380859375
14,21,277.6520690917969,1.0,31,2018-04-28,STANDARD,R_A5,277.6520690917969,-2.4640422081195767e-12,12,0,1705.55419921875
15,21,277.85150146484375,1.0,31,2018-04-28,STANDARD,R_A5,277.85150146484375,-8.641396517621025e-13,13,0,1707.656982421875
16,21,278.1988220214844,1.0,31,2018-04-28,STANDARD,R_A5,278.1988220214844,-1.2107499790074694e-13,14,0,1709.7596435546875
17,21,278.40130615234375,1.0,31,2018-04-28,STANDARD,R_A5,278.40130615234375,-1.411047521231515e-13,15,0,1711.8623046875
18,21,278.5365295410156,1.0,31,2018-04-28,STANDARD,R_A5,278.5365295410156,-4.1060562475060333e-14,16,0,1713.2908935546875
19,21,278.5967102050781,1.0,31,2018-04-28,STANDARD,R_A5,278.5967102050781,0.0,17,0,1713.928955078125
26,21,283.332275390625,1.0,31,2018-04-28,STANDARD,R_A5,283.332275390625,-1.114717042630109e-14,18,0,1715.375
27,21,283.6423645019531,1.0,31,2018-04-28,STANDARD,R_A5,283.6423645019531,-2.0924263366352454e-14,19,0,1717.6962890625
28,21,283.9779052734375,1.0,31,2018-04-28,STANDARD,R_A5,283.9779052734375,-9.849818580097688e-17,20,0,1720.017578125
29,21,289.007568359375,1.0,31,2018-04-28,STANDARD,R_A5,289.007568359375,-2.393728214583483e-20,21,0,1722.3388671875
30,21,301.9154968261719,1.0,31,2018-04-28,STANDARD,R_A5,301.9154968261719,-5.345049494537456e-23,22,0,1724.66015625
1,41,276.4210205078125,0.3105592727661133,28,2018-07-03,STANDARD,R_A3,276.4210205078125,0.0,1,0,1608.7041015625
2,41,276.55633544921875,0.19338831305503845,28,2018-07-03,STANDARD,R_A3,276.55633544921875,0.0,2,0,1610.7396240234375
3,41,276.69195556640625,0.11858662962913513,28,2018-07-03,STANDARD,R_A3,276.69195556640625,0.0,3,0,1612.775390625
4,41,276.8276062011719,0.10201989114284515,28,2018-07-03,STANDARD,R_A3,276.8276062011719,0.0,4,0,1614.81103515625
4,41,276.14874267578125,0.6516157984733582,29,2018-07-03,STANDARD,R_A3,276.14874267578125,0.0,5,0,1605.7310791015625
5,41,276.4415588378906,0.8046356439590454,29,2018-07-03,STANDARD,R_A3,276.4415588378906,0.0,6,0,1607.8594970703125
6,41,276.51947021484375,0.649590790271759,29,2018-07-03,STANDARD,R_A3,276.51947021484375,0.0,7,0,1609.9879150390625
7,41,276.6808166503906,0.19731858372688293,29,2018-07-03,STANDARD,R_A3,276.6808166503906,0.0,8,0,1612.116455078125
8,41,276.8230895996094,0.24955719709396362,29,2018-07-03,STANDARD,R_A3,276.8230895996094,0.0,9,0,1614.244873046875
9,41,277.11865234375,0.7949373722076416,29,2018-07-03,STANDARD,R_A3,277.11865234375,0.0,10,0,1616.373291015625
10,41,278.828125,0.7817552089691162,29,2018-07-03,STANDARD,R_A3,278.828125,0.0,11,0,1618.501708984375
11,41,286.64666748046875,0.04734683409333229,29,2018-07-03,STANDARD,R_A3,286.64666748046875,0.0,12,0,1620.702392578125
12,41,286.7985534667969,0.05381380766630173,29,2018-07-03,STANDARD,R_A3,286.7985534667969,0.0,13,0,1622.9754638671875
13,41,286.951416015625,0.37184256315231323,29,2018-07-03,STANDARD,R_A3,286.951416015625,0.0,14,0,1625.24853515625
15,41,288.4889831542969,0.495615690946579,29,2018-07-03,STANDARD,R_A3,288.4889831542969,0.0,15,0,1629.7945556640625
16,41,288.6368103027344,0.8005101084709167,29,2018-07-03,STANDARD,R_A3,288.6368103027344,0.0,16,0,1631.81494140625
26,41,287.1219482421875,0.3532056212425232,29,2018-07-03,STANDARD,R_A3,287.1219482421875,0.0,17,0,1634.48193359375
27,41,287.30511474609375,0.04538515582680702,29,2018-07-03,STANDARD,R_A3,287.30511474609375,0.0,18,0,1638.0479736328125
28,41,287.5434265136719,0.0486285425722599,29,2018-07-03,STANDARD,R_A3,287.5434265136719,0.0,19,0,1641.6141357421875
29,41,287.819580078125,0.6491924524307251,29,2018-07-03,STANDARD,R_A3,287.819580078125,0.0,20,0,1645.1802978515625
30,41,288.00567626953125,0.20167163014411926,29,2018-07-03,STANDARD,R_A3,288.00567626953125,0.0,21,0,1648.7464599609375
1,52,277.3197021484375,0.17584720253944397,30,2018-09-12,STANDARD,R_A4,277.3197021484375,0.0,1,0,1630.6578369140625
1,52,277.22796630859375,0.649832546710968,31,2018-09-12,STANDARD,R_A4,277.22796630859375,0.0,2,0,1626.23388671875
2,52,277.3749084472656,0.19621242582798004,31,2018-09-12,STANDARD,R_A4,277.3749084472656,0.0,3,0,1628.3240966796875
3,52,277.513916015625,0.05093533918261528,31,2018-09-12,STANDARD,R_A4,277.513916015625,0.0,4,0,1630.4144287109375
4,52,277.6532287597656,0.05314397066831589,31,2018-09-12,STANDARD,R_A4,277.6532287597656,0.0,5,0,1632.504638671875
4,52,277.7843017578125,0.05340440571308136,32,2018-09-12,STANDARD,R_A4,277.7843017578125,0.0,6,0,1632.365234375
5,52,277.9801330566406,0.27895548939704895,32,2018-09-12,STANDARD,R_A4,277.9801330566406,0.0,7,0,1634.2425537109375
5,51,277.9164733886719,0.2467750459909439,32,2018-09-12,STANDARD,R_A4,277.9164733886719,0.0,8,0,1637.285888671875
4,51,277.79376220703125,0.055416639894247055,32,2018-09-12,STANDARD,R_A4,277.79376220703125,0.0,9,0,1635.4420166015625
4,51,278.04901123046875,0.057456210255622864,33,2018-09-12,STANDARD,R_A4,278.04901123046875,0.0,10,0,1637.1392822265625
3,51,277.923583984375,0.14838147163391113,33,2018-09-12,STANDARD,R_A4,277.923583984375,0.0,11,0,1635.2548828125
4,50,278.2027587890625,0.06232442334294319,33,2018-09-12,STANDARD,R_A4,278.2027587890625,0.0,12,0,1641.5245361328125
4,50,278.1811218261719,0.09733360260725021,34,2018-09-12,STANDARD,R_A4,278.1811218261719,0.0,13,0,1639.5948486328125
4,50,278.2792663574219,0.12015786021947861,35,2018-09-12,STANDARD,R_A4,278.2792663574219,0.0,14,0,1640.5977783203125
3,50,278.1592712402344,0.22123031318187714,35,2018-09-12,STANDARD,R_A4,278.1592712402344,0.0,15,0,1638.7926025390625
3,49,278.40411376953125,0.23172374069690704,35,2018-09-12,STANDARD,R_A4,278.40411376953125,0.0,16,0,1643.510986328125
2,49,278.282470703125,0.22433215379714966,35,2018-09-12,STANDARD,R_A4,278.282470703125,0.0,17,0,1641.697265625
29,49,273.58941650390625,0.17985305190086365,36,2018-09-12,STANDARD,R_A4,273.58941650390625,0.0,18,0,1642.326171875
29,48,273.19610595703125,0.09642098844051361,36,2018-09-12,STANDARD,R_A4,273.19610595703125,0.0,19,0,1642.4251708984375
29,48,274.0833740234375,0.7162535786628723,37,2018-09-12,STANDARD,R_A4,274.0833740234375,0.0,20,0,1646.9775390625
29,48,274.5489196777344,0.6533978581428528,38,2018-09-12,STANDARD,R_A4,274.5489196777344,0.0,21,0,1650.7916259765625
29,47,278.53955078125,1.0,38,2018-09-12,STANDARD,R_A4,278.53955078125,9.654410517562217e-13,22,0,1659.381591796875
1,42,277.96734619140625,1.0,17,2018-11-07,STANDARD,R_A6,277.96734619140625,-1.4144230925383638e-11,1,0,1694.28271484375
2,42,278.1126708984375,1.0,17,2018-11-07,STANDARD,R_A6,278.1126708984375,-7.489273090577342e-12,2,0,1695.820556640625
3,42,278.25634765625,1.0,17,2018-11-07,STANDARD,R_A6,278.25634765625,-1.0146733279980946e-11,3,0,1697.3583984375
4,42,278.3978271484375,1.0,17,2018-11-07,STANDARD,R_A6,278.3978271484375,-9.029502839874581e-12,4,0,1698.8963623046875
5,42,278.5382385253906,1.0,17,2018-11-07,STANDARD,R_A6,278.5382385253906,-7.171387615689806e-12,5,0,1700.4342041015625
6,42,278.3819580078125,1.0,17,2018-11-07,STANDARD,R_A6,278.3819580078125,-3.394854952709636e-10,6,0,1701.97216796875
7,42,278.5276184082031,1.0,17,2018-11-07,STANDARD,R_A6,278.5276184082031,-6.640163419113776e-10,7,0,1703.510009765625
8,42,278.6779479980469,1.0,17,2018-11-07,STANDARD,R_A6,278.6779479980469,-4.797016117663588e-10,8,0,1705.0479736328125
9,42,279.14202880859375,1.0,17,2018-11-07,STANDARD,R_A6,279.14202880859375,-4.4327198162052994e-11,9,0,1706.5858154296875
10,42,279.0255126953125,0.9999998807907104,17,2018-11-07,STANDARD,R_A6,279.0255126953125,-4.615382742656493e-09,10,0,1708.1236572265625
11,42,280.90594482421875,1.0,17,2018-11-07,STANDARD,R_A6,280.90594482421875,-1.286799000688177e-10,11,0,1710.03955078125
12,42,281.0862731933594,1.0,17,2018-11-07,STANDARD,R_A6,281.0862731933594,-4.057627064207869e-12,12,0,1712.333251953125
13,42,281.3294982910156,1.0,17,2018-11-07,STANDARD,R_A6,281.3294982910156,2.960052450547146e-13,13,0,1714.6270751953125
