SGAS,CONIPOS,DRAWDOWN,SWAT,CONKPOS,CONJPOS,WELL,CONBPRES,WELLMODEL,PRESSURE,CONIDX,DATE,DEPTH
8.93070352607874e-16,17,0,1.0,4,42,R_A6,276.795654296875,STANDARD,276.795654296875,4,2018-11-07,1700.237548828125
1.2396829050087934e-15,17,0,1.0,5,42,R_A6,276.9350280761719,STANDARD,276.9350280761719,5,2018-11-07,1701.7998046875
5.840600491311201e-14,17,0,1.0,6,42,R_A6,277.07708740234375,STANDARD,277.07708740234375,6,2018-11-07,1703.3623046875
1.2439185694945037e-13,17,0,1.0,7,42,R_A6,276.9220886230469,STANDARD,276.9220886230469,7,2018-11-07,1704.9246826171875
7.927936329340038e-14,17,0,1.0,8,42,R_A6,277.0655212402344,STANDARD,277.0655212402344,8,2018-11-07,1706.487060546875
2.9323761826263684e-15,17,0,1.0,9,42,R_A6,277.4960021972656,STANDARD,277.4960021972656,9,2018-11-07,1708.049560546875
2.857499393355001e-13,17,0,1.0,10,42,R_A6,277.2970275878906,STANDARD,277.2970275878906,10,2018-11-07,1709.6119384765625
-1.3436286442436934e-16,17,0,1.0,11,42,R_A6,278.724853515625,STANDARD,278.724853515625,11,2018-11-07,1711.560546875
-7.339219541880842e-17,17,0,1.0,12,42,R_A6,278.94586181640625,STANDARD,278.94586181640625,12,2018-11-07,1713.895263671875
-5.173281849496466e-18,17,0,1.0,13,42,R_A6,279.178955078125,STANDARD,279.178955078125,13,2018-11-07,1716.2301025390625
-3.56379765416325e-18,17,0,1.0,14,42,R_A6,279.40008544921875,STANDARD,279.40008544921875,14,2018-11-07,1718.56494140625
-1.3706009484752254e-18,17,0,1.0,15,42,R_A6,279.6219177246094,STANDARD,279.6219177246094,15,2018-11-07,1720.899658203125
-1.5939534657422266e-18,17,0,1.0,16,42,R_A6,279.9886779785156,STANDARD,279.9886779785156,16,2018-11-07,1723.2344970703125
-2.7430258302011302e-18,17,0,1.0,17,42,R_A6,280.2102355957031,STANDARD,280.2102355957031,17,2018-11-07,1725.5693359375
-3.1418000909359005e-18,17,0,1.0,18,42,R_A6,280.3572692871094,STANDARD,280.3572692871094,18,2018-11-07,1727.12060546875
-3.6950128882175336e-20,17,0,1.0,25,42,R_A6,282.2767333984375,STANDARD,282.2767333984375,19,2018-11-07,1728.373291015625
-4.0008476524106e-21,17,0,1.0,26,42,R_A6,282.447509765625,STANDARD,282.447509765625,20,2018-11-07,1730.111083984375
-1.0418781027721383e-26,17,0,1.0,27,42,R_A6,283.1451110839844,STANDARD,283.1451110839844,21,2018-11-07,1731.8486328125
7.513816187429822e-23,17,0,1.0,28,42,R_A6,283.1451416015625,STANDARD,283.1451416015625,22,2018-11-07,1733.5863037109375
1.6461756257002476e-22,17,0,1.0,29,42,R_A6,283.0071105957031,STANDARD,283.0071105957031,23,2018-11-07,1735.323974609375
