WELL,CONBPRES,DATE,SWAT,DEPTH,CONKPOS,WELLMODEL,CONJPOS,CONIPOS,SGAS,CONIDX,DRAWDOWN,PRESSURE
R_A6,282.12335205078125,2018-11-07,1.0,1710.2174072265625,11,STANDARD,42,17,6.2133722646129375e-12,11,0,282.12335205078125
R_A6,282.344970703125,2018-11-07,1.0,1712.47998046875,12,STANDARD,42,17,-8.607599875920524e-12,12,0,282.344970703125
R_A6,282.58544921875,2018-11-07,1.0,1714.74267578125,13,STANDARD,42,17,-5.478010081140516e-13,13,0,282.58544921875
R_A6,282.7997131347656,2018-11-07,1.0,1717.0052490234375,14,STANDARD,42,17,-6.282418162084635e-13,14,0,282.7997131347656
R_A6,283.0141906738281,2018-11-07,1.0,1719.267822265625,15,STANDARD,42,17,-5.130227297665824e-13,15,0,283.0141906738281
R_A6,283.3738708496094,2018-11-07,1.0,1721.530517578125,16,STANDARD,42,17,-1.1492210991431023e-13,16,0,283.3738708496094
R_A6,283.5883483886719,2018-11-07,1.0,1723.79296875,17,STANDARD,42,17,-2.6214395779967925e-13,17,0,283.5883483886719
R_A6,283.7433776855469,2018-11-07,1.0,1725.4300537109375,18,STANDARD,42,17,-2.2023410926972492e-13,18,0,283.7433776855469
R_A6,282.7062683105469,2018-11-07,1.0,1726.792236328125,25,STANDARD,42,17,1.1459895532528463e-12,19,0,282.7062683105469
R_A6,283.2011413574219,2018-11-07,1.0,1728.5052490234375,26,STANDARD,42,17,6.986649214897611e-13,20,0,283.2011413574219
R_A6,284.1416015625,2018-11-07,1.0,1730.2181396484375,27,STANDARD,42,17,7.35230285083444e-19,21,0,284.1416015625
R_A6,284.43231201171875,2018-11-07,1.0,1731.93115234375,28,STANDARD,42,17,3.182574498740933e-20,22,0,284.43231201171875
R_A6,283.3575134277344,2018-11-07,1.0,1733.64404296875,29,STANDARD,42,17,1.6693747146895484e-14,23,0,283.3575134277344
