DRAWDOWN,SWAT,PRESSURE,CONKPOS,CONBPRES,CONIPOS,DATE,WELL,CONIDX,WELLMODEL,CONJPOS,DEPTH,SGAS
0,1.0,276.6931457519531,11,276.6931457519531,17,2018-11-07,R_A6,11,STANDARD,42,1711.055419921875,-1.063295620578079e-14
0,1.0,276.9094543457031,12,276.9094543457031,17,2018-11-07,R_A6,12,STANDARD,42,1713.3392333984375,-3.476713435849872e-15
0,1.0,277.1380310058594,13,277.1380310058594,17,2018-11-07,R_A6,13,STANDARD,42,1715.623046875,-2.1438616976732135e-16
0,1.0,277.35491943359375,14,277.35491943359375,17,2018-11-07,R_A6,14,STANDARD,42,1717.9068603515625,-1.4000067601662456e-16
0,1.0,277.578369140625,15,277.578369140625,17,2018-11-07,R_A6,15,STANDARD,42,1720.190673828125,-9.607989350167605e-17
0,1.0,277.9582824707031,16,277.9582824707031,17,2018-11-07,R_A6,16,STANDARD,42,1722.474365234375,-2.927561594414616e-17
0,1.0,278.19183349609375,17,278.19183349609375,17,2018-11-07,R_A6,17,STANDARD,42,1724.7581787109375,-3.588132480603948e-17
0,1.0,278.3540954589844,18,278.3540954589844,17,2018-11-07,R_A6,18,STANDARD,42,1726.394287109375,-3.577392036658314e-17
0,1.0,278.34619140625,27,278.34619140625,17,2018-11-07,R_A6,19,STANDARD,42,1727.7508544921875,-4.86779162171911e-15
0,1.0,278.7850646972656,28,278.7850646972656,17,2018-11-07,R_A6,20,STANDARD,42,1729.4755859375,-5.742023114547101e-16
0,1.0,279.32879638671875,29,279.32879638671875,17,2018-11-07,R_A6,21,STANDARD,42,1731.2001953125,-3.932712866133964e-19
0,1.0,278.8900146484375,30,278.8900146484375,17,2018-11-07,R_A6,22,STANDARD,42,1732.9249267578125,-4.365055922352552e-21
0,1.0,278.4350891113281,31,278.4350891113281,17,2018-11-07,R_A6,23,STANDARD,42,1734.649658203125,-5.170274816359264e-16
