PRESSURE,DRAWDOWN,WELLMODEL,CONIDX,DATE,WELL,CONBPRES,SGAS,CONJPOS,CONIPOS,CONKPOS,DEPTH,SWAT
278.02130126953125,0,STANDARD,13,2018-11-07,R_A6,278.02130126953125,-5.128418577391575e-14,42,17,13,1715.623046875,1.0
278.23785400390625,0,STANDARD,14,2018-11-07,R_A6,278.23785400390625,-5.1342146544430464e-14,42,17,14,1717.9068603515625,1.0
278.45697021484375,0,STANDARD,15,2018-11-07,R_A6,278.45697021484375,-2.993632970097089e-14,42,17,15,1720.190673828125,1.0
278.84246826171875,0,STANDARD,16,2018-11-07,R_A6,278.84246826171875,-7.094640393017718e-15,42,17,16,1722.474365234375,1.0
279.0828857421875,0,STANDARD,17,2018-11-07,R_A6,279.0828857421875,-5.202263756766152e-15,42,17,17,1724.7581787109375,1.0
279.2415771484375,0,STANDARD,18,2018-11-07,R_A6,279.2415771484375,-1.2865709643754709e-14,42,17,18,1726.394287109375,1.0
279.2207946777344,0,STANDARD,19,2018-11-07,R_A6,279.2207946777344,-3.883878082425879e-13,42,17,27,1727.7508544921875,1.0
279.59796142578125,0,STANDARD,20,2018-11-07,R_A6,279.59796142578125,-8.802861248668149e-19,42,17,28,1729.4755859375,1.0
280.36322021484375,0,STANDARD,21,2018-11-07,R_A6,280.36322021484375,-1.9725451657655565e-19,42,17,29,1731.2001953125,1.0
280.800537109375,0,STANDARD,22,2018-11-07,R_A6,280.800537109375,-2.41008813457742e-20,42,17,30,1732.9249267578125,1.0
280.0352783203125,0,STANDARD,23,2018-11-07,R_A6,280.0352783203125,-2.533304649723059e-17,42,17,31,1734.649658203125,1.0
