WELL,WELLMODEL,DEPTH,PRESSURE,DRAWDOWN,CONBPRES,CONKPOS,CONJPOS,CONIPOS,SWAT,SGAS,DATE,CONIDX
R_A6,STANDARD,1705.248291015625,274.7774353027344,0,274.7774353027344,8,42,17,1.0,-1.0170179802482249e-11,2018-11-07,8
R_A6,STANDARD,1706.783203125,275.2654113769531,0,275.2654113769531,9,42,17,1.0,-4.320085413532515e-13,2018-11-07,9
R_A6,STANDARD,1708.318115234375,275.24420166015625,0,275.24420166015625,10,42,17,1.0,0.0,2018-11-07,10
R_A6,STANDARD,1710.2183837890625,277.1173095703125,0,277.1173095703125,11,42,17,1.0,-3.1041223194291923e-13,2018-11-07,11
R_A6,STANDARD,1712.484130859375,277.3318176269531,0,277.3318176269531,12,42,17,1.0,-5.50811674916718e-13,2018-11-07,12
R_A6,STANDARD,1714.749755859375,277.55841064453125,0,277.55841064453125,13,42,17,1.0,-5.632441466897099e-14,2018-11-07,13
R_A6,STANDARD,1717.0155029296875,277.77325439453125,0,277.77325439453125,14,42,17,1.0,-3.7422925272968116e-14,2018-11-07,14
R_A6,STANDARD,1719.28125,277.99188232421875,0,277.99188232421875,15,42,17,1.0,-2.8220747475536136e-14,2018-11-07,15
R_A6,STANDARD,1721.5469970703125,278.3635559082031,0,278.3635559082031,16,42,17,1.0,-7.157663879458175e-15,2018-11-07,16
R_A6,STANDARD,1723.812744140625,278.59075927734375,0,278.59075927734375,17,42,17,1.0,-1.1406011836520742e-14,2018-11-07,17
R_A6,STANDARD,1725.4322509765625,278.7503356933594,0,278.7503356933594,18,42,17,1.0,-1.0120555482800563e-14,2018-11-07,18
R_A6,STANDARD,1726.775146484375,279.2012023925781,0,279.2012023925781,29,42,17,1.0,-1.514200006699773e-13,2018-11-07,19
R_A6,STANDARD,1728.4873046875,279.6593933105469,0,279.6593933105469,30,42,17,1.0,-2.3083628175710365e-14,2018-11-07,20
R_A6,STANDARD,1730.1995849609375,280.06011962890625,0,280.06011962890625,31,42,17,1.0,-1.1669084722664725e-19,2018-11-07,21
R_A6,STANDARD,1731.911865234375,279.3746337890625,0,279.3746337890625,32,42,17,1.0,-6.882706420028645e-18,2018-11-07,22
R_A6,STANDARD,1733.6241455078125,279.5367431640625,0,279.5367431640625,33,42,17,1.0,-6.889230807110157e-18,2018-11-07,23
