DATE,CONIPOS,SWAT,DRAWDOWN,PRESSURE,CONIDX,CONBPRES,CONJPOS,CONKPOS,WELL,SGAS,DEPTH,WELLMODEL
2018-11-07,17,1.0,0,274.9483947753906,12,274.9483947753906,42,12,R_A6,-5.045594848776102e-15,1713.3392333984375,STANDARD
2018-11-07,17,1.0,0,275.1772766113281,13,275.1772766113281,42,13,R_A6,-4.0972701547386658e-16,1715.623046875,STANDARD
2018-11-07,17,1.0,0,275.3951110839844,14,275.3951110839844,42,14,R_A6,-2.8647676009633063e-16,1717.9068603515625,STANDARD
2018-11-07,17,1.0,0,275.6248474121094,15,275.6248474121094,42,15,R_A6,-2.162649020792212e-16,1720.190673828125,STANDARD
2018-11-07,17,1.0,0,276.0354309082031,16,276.0354309082031,42,16,R_A6,-4.097273397286667e-17,1722.474365234375,STANDARD
2018-11-07,17,1.0,0,276.30145263671875,17,276.30145263671875,42,17,R_A6,-5.538667709268085e-17,1724.7581787109375,STANDARD
2018-11-07,17,1.0,0,276.4743957519531,18,276.4743957519531,42,18,R_A6,-7.094937886870662e-17,1726.394287109375,STANDARD
2018-11-07,17,1.0,0,276.50653076171875,19,276.50653076171875,42,27,R_A6,-6.4436023994285906e-15,1727.7508544921875,STANDARD
2018-11-07,17,1.0,0,277.1375732421875,20,277.1375732421875,42,28,R_A6,-6.1360125490285584e-15,1729.4755859375,STANDARD
2018-11-07,17,1.0,0,277.3801574707031,21,277.3801574707031,42,29,R_A6,-2.78466083640527e-15,1731.2001953125,STANDARD
2018-11-07,17,1.0,0,277.8082580566406,22,277.8082580566406,42,30,R_A6,-3.914665368443448e-21,1732.9249267578125,STANDARD
2018-11-07,17,1.0,0,277.05859375,23,277.05859375,42,31,R_A6,1.4385766701172662e-16,1734.649658203125,STANDARD
