CONIPOS,WELLMODEL,SWAT,DRAWDOWN,DEPTH,CONJPOS,SGAS,CONIDX,PRESSURE,CONKPOS,DATE,WELL,CONBPRES
29,STANDARD,0.7979751825332642,0,1617.5662841796875,41,0.0,11,299.095947265625,10,2018-01-01,R_A3,299.095947265625
29,STANDARD,0.05079192295670509,0,1619.750732421875,41,0.0,12,299.24237060546875,11,2018-01-01,R_A3,299.24237060546875
29,STANDARD,0.05455172061920166,0,1622.0697021484375,41,0.0,13,299.3978271484375,12,2018-01-01,R_A3,299.3978271484375
29,STANDARD,0.3680056035518646,0,1624.388671875,41,0.0,14,299.5532531738281,13,2018-01-01,R_A3,299.5532531738281
29,STANDARD,0.3714577257633209,0,1626.707763671875,41,0.0,15,299.7087097167969,14,2018-01-01,R_A3,299.7087097167969
29,STANDARD,0.4909714162349701,0,1629.026611328125,41,0.0,16,299.8641662597656,15,2018-01-01,R_A3,299.8641662597656
29,STANDARD,0.8089039921760559,0,1630.9468994140625,41,0.0,17,299.992919921875,16,2018-01-01,R_A3,299.992919921875
29,STANDARD,0.3014692962169647,0,1633.5262451171875,41,0.0,18,300.16583251953125,27,2018-01-01,R_A3,300.16583251953125
29,STANDARD,0.044041041284799576,0,1637.1630859375,41,0.0,19,300.40966796875,28,2018-01-01,R_A3,300.40966796875
29,STANDARD,0.08846355974674225,0,1640.8001708984375,41,0.0,20,300.6535339355469,29,2018-01-01,R_A3,300.6535339355469
29,STANDARD,1.0,0,1644.4371337890625,41,0.0,21,300.89739990234375,30,2018-01-01,R_A3,300.89739990234375
29,STANDARD,0.06317919492721558,0,1648.0740966796875,41,0.0,22,301.14129638671875,31,2018-01-01,R_A3,301.14129638671875
30,STANDARD,0.05148448422551155,0,1631.1873779296875,52,0.0,1,300.009033203125,1,2018-01-01,R_A4,300.009033203125
31,STANDARD,0.04942012205719948,0,1627.4293212890625,52,0.0,2,299.7571105957031,1,2018-01-01,R_A4,299.7571105957031
31,STANDARD,0.05094006285071373,0,1629.4896240234375,52,0.0,3,299.89520263671875,2,2018-01-01,R_A4,299.89520263671875
31,STANDARD,0.05282565578818321,0,1631.5498046875,52,0.0,4,300.0333251953125,3,2018-01-01,R_A4,300.0333251953125
31,STANDARD,0.059012703597545624,0,1633.610107421875,52,0.0,5,300.17144775390625,4,2018-01-01,R_A4,300.17144775390625
32,STANDARD,0.05643600597977638,0,1632.3968505859375,52,0.0,6,300.0901184082031,4,2018-01-01,R_A4,300.0901184082031
32,STANDARD,0.05788363516330719,0,1635.880615234375,51,0.0,7,300.3236999511719,4,2018-01-01,R_A4,300.3236999511719
33,STANDARD,0.058634817600250244,0,1637.321044921875,51,0.0,8,300.4202575683594,4,2018-01-01,R_A4,300.4202575683594
33,STANDARD,0.05906778573989868,0,1635.474609375,51,0.0,9,300.29644775390625,3,2018-01-01,R_A4,300.29644775390625
33,STANDARD,0.13861097395420074,0,1642.1485595703125,50,0.0,10,300.74395751953125,4,2018-01-01,R_A4,300.74395751953125
34,STANDARD,0.13421428203582764,0,1641.132080078125,50,0.0,11,300.67578125,4,2018-01-01,R_A4,300.67578125
34,STANDARD,0.1400769203901291,0,1639.20703125,50,0.0,12,300.5467224121094,3,2018-01-01,R_A4,300.5467224121094
35,STANDARD,0.23393802344799042,0,1640.9061279296875,50,0.0,13,300.66064453125,3,2018-01-01,R_A4,300.66064453125
35,STANDARD,0.22923102974891663,0,1639.0426025390625,50,0.0,14,300.53570556640625,2,2018-01-01,R_A4,300.53570556640625
35,STANDARD,0.23608194291591644,0,1641.93212890625,49,0.0,15,300.72943115234375,2,2018-01-01,R_A4,300.72943115234375
36,STANDARD,0.6481541991233826,0,1642.357421875,49,0.0,16,300.7579650878906,30,2018-01-01,R_A4,300.7579650878906
36,STANDARD,0.31965819001197815,0,1639.6068115234375,48,0.0,17,300.5735168457031,30,2018-01-01,R_A4,300.5735168457031
37,STANDARD,0.6481541991233826,0,1646.7513427734375,48,0.0,18,301.0526123046875,30,2018-01-01,R_A4,301.0526123046875
38,STANDARD,0.6481541991233826,0,1653.461669921875,48,0.0,19,301.5025939941406,30,2018-01-01,R_A4,301.5025939941406
38,STANDARD,0.23997251689434052,0,1657.8184814453125,47,0.0,20,301.7947998046875,30,2018-01-01,R_A4,301.7947998046875
31,STANDARD,1.0,0,1685.026611328125,20,0.0,1,303.8440856933594,1,2018-01-01,R_A5,303.8440856933594
31,STANDARD,1.0,0,1687.3070068359375,20,0.0,2,304.0601806640625,2,2018-01-01,R_A5,304.0601806640625
31,STANDARD,1.0,0,1689.5875244140625,20,0.0,3,304.27630615234375,3,2018-01-01,R_A5,304.27630615234375
31,STANDARD,1.0,0,1691.8680419921875,20,0.0,4,304.4924011230469,4,2018-01-01,R_A5,304.4924011230469
31,STANDARD,1.0,0,1694.1485595703125,20,0.0,5,304.7085266113281,5,2018-01-01,R_A5,304.7085266113281
31,STANDARD,1.0,0,1696.4290771484375,20,0.0,6,304.9246520996094,6,2018-01-01,R_A5,304.9246520996094
31,STANDARD,1.0,0,1698.70947265625,20,0.0,7,305.446533203125,7,2018-01-01,R_A5,305.446533203125
31,STANDARD,1.0,0,1707.6488037109375,20,0.0,8,305.988037109375,11,2018-01-01,R_A5,305.988037109375
31,STANDARD,1.0,0,1709.5638427734375,20,0.0,9,306.1695251464844,12,2018-01-01,R_A5,306.1695251464844
31,STANDARD,1.0,0,1701.7845458984375,21,0.0,10,305.4322814941406,12,2018-01-01,R_A5,305.4322814941406
31,STANDARD,1.0,0,1703.735107421875,21,0.0,11,305.6291198730469,13,2018-01-01,R_A5,305.6291198730469
31,STANDARD,1.0,0,1705.6856689453125,21,0.0,12,305.81396484375,14,2018-01-01,R_A5,305.81396484375
31,STANDARD,1.0,0,1707.63623046875,21,0.0,13,305.9988098144531,15,2018-01-01,R_A5,305.9988098144531
31,STANDARD,1.0,0,1709.5867919921875,21,0.0,14,306.1836853027344,16,2018-01-01,R_A5,306.1836853027344
31,STANDARD,1.0,0,1711.537353515625,21,0.0,15,306.5135498046875,17,2018-01-01,R_A5,306.5135498046875
31,STANDARD,1.0,0,1713.35400390625,21,0.0,16,306.6856994628906,18,2018-01-01,R_A5,306.6856994628906
31,STANDARD,1.0,0,1714.3951416015625,21,0.0,17,306.7843933105469,19,2018-01-01,R_A5,306.7843933105469
31,STANDARD,1.0,0,1715.7628173828125,21,0.0,18,306.75689697265625,27,2018-01-01,R_A5,306.75689697265625
31,STANDARD,1.0,0,1718.098388671875,21,0.0,19,306.978271484375,28,2018-01-01,R_A5,306.978271484375
31,STANDARD,1.0,0,1720.43408203125,21,0.0,20,307.5054016113281,29,2018-01-01,R_A5,307.5054016113281
31,STANDARD,1.0,0,1722.7696533203125,21,0.0,21,307.7267761230469,30,2018-01-01,R_A5,307.7267761230469
31,STANDARD,1.0,0,1725.105224609375,21,0.0,22,307.9481506347656,31,2018-01-01,R_A5,307.9481506347656
17,STANDARD,1.0,0,1695.20263671875,42,0.0,1,305.11419677734375,1,2018-01-01,R_A6,305.11419677734375
17,STANDARD,1.0,0,1696.7510986328125,42,0.0,2,305.2609558105469,2,2018-01-01,R_A6,305.2609558105469
17,STANDARD,1.0,0,1698.299560546875,42,0.0,3,305.4076843261719,3,2018-01-01,R_A6,305.4076843261719
17,STANDARD,1.0,0,1699.84814453125,42,0.0,4,305.554443359375,4,2018-01-01,R_A6,305.554443359375
17,STANDARD,1.0,0,1701.3966064453125,42,0.0,5,305.7012023925781,5,2018-01-01,R_A6,305.7012023925781
17,STANDARD,1.0,0,1702.9451904296875,42,0.0,6,305.84796142578125,6,2018-01-01,R_A6,305.84796142578125
17,STANDARD,1.0,0,1704.49365234375,42,0.0,7,305.6956481933594,7,2018-01-01,R_A6,305.6956481933594
17,STANDARD,1.0,0,1706.042236328125,42,0.0,8,305.8424072265625,8,2018-01-01,R_A6,305.8424072265625
17,STANDARD,1.0,0,1707.5906982421875,42,0.0,9,306.2882080078125,9,2018-01-01,R_A6,306.2882080078125
17,STANDARD,1.0,0,1709.1392822265625,42,0.0,10,306.1291809082031,10,2018-01-01,R_A6,306.1291809082031
17,STANDARD,1.0,0,1711.055419921875,42,0.0,11,306.3109130859375,11,2018-01-01,R_A6,306.3109130859375
17,STANDARD,1.0,0,1713.3392333984375,42,0.0,12,306.52734375,12,2018-01-01,R_A6,306.52734375
17,STANDARD,1.0,0,1715.623046875,42,0.0,13,306.7557678222656,13,2018-01-01,R_A6,306.7557678222656
17,STANDARD,1.0,0,1717.9068603515625,42,0.0,14,306.9721984863281,14,2018-01-01,R_A6,306.9721984863281
17,STANDARD,1.0,0,1720.190673828125,42,0.0,15,307.18865966796875,15,2018-01-01,R_A6,307.18865966796875
17,STANDARD,1.0,0,1722.474365234375,42,0.0,16,307.55010986328125,16,2018-01-01,R_A6,307.55010986328125
17,STANDARD,1.0,0,1724.7581787109375,42,0.0,17,307.7665710449219,17,2018-01-01,R_A6,307.7665710449219
17,STANDARD,1.0,0,1726.394287109375,42,0.0,18,307.921630859375,18,2018-01-01,R_A6,307.921630859375
17,STANDARD,1.0,0,1727.7508544921875,42,0.0,19,307.8930969238281,27,2018-01-01,R_A6,307.8930969238281
17,STANDARD,1.0,0,1729.4755859375,42,0.0,20,308.3623352050781,28,2018-01-01,R_A6,308.3623352050781
17,STANDARD,1.0,0,1731.2001953125,42,0.0,21,308.52581787109375,29,2018-01-01,R_A6,308.52581787109375
17,STANDARD,1.0,0,1732.9249267578125,42,0.0,22,308.68927001953125,30,2018-01-01,R_A6,308.68927001953125
17,STANDARD,1.0,0,1734.649658203125,42,0.0,23,308.8527526855469,31,2018-01-01,R_A6,308.8527526855469
22,STANDARD,0.1082250252366066,0,1641.094970703125,30,0.0,1,298.15997314453125,1,2018-03-01,R_A2,298.15997314453125
22,STANDARD,0.11059396713972092,0,1642.8890380859375,30,0.0,2,298.2802429199219,2,2018-03-01,R_A2,298.2802429199219
22,STANDARD,0.0777534767985344,0,1644.68310546875,30,0.0,3,298.4005432128906,3,2018-03-01,R_A2,298.4005432128906
22,STANDARD,0.06680148839950562,0,1646.4771728515625,30,0.0,4,298.52081298828125,4,2018-03-01,R_A2,298.52081298828125
22,STANDARD,0.07246090471744537,0,1648.2713623046875,30,0.0,5,298.6410827636719,5,2018-03-01,R_A2,298.6410827636719
22,STANDARD,0.11854909360408783,0,1650.0654296875,30,0.0,6,298.7613525390625,6,2018-03-01,R_A2,298.7613525390625
22,STANDARD,0.6483134031295776,0,1651.859619140625,30,0.0,7,298.88165283203125,7,2018-03-01,R_A2,298.88165283203125
22,STANDARD,0.648440420627594,0,1653.6536865234375,30,0.0,8,299.03302001953125,8,2018-03-01,R_A2,299.03302001953125
22,STANDARD,0.17343418300151825,0,1655.44775390625,30,0.0,9,299.2037048339844,9,2018-03-01,R_A2,299.2037048339844
22,STANDARD,0.3266443908214569,0,1657.2418212890625,30,0.0,10,299.31927490234375,10,2018-03-01,R_A2,299.31927490234375
22,STANDARD,0.07775477319955826,0,1659.1368408203125,30,0.0,11,300.33526611328125,11,2018-03-01,R_A2,300.33526611328125
22,STANDARD,0.07661368697881699,0,1661.132568359375,30,0.0,12,300.4684143066406,12,2018-03-01,R_A2,300.4684143066406
22,STANDARD,0.4558642506599426,0,1663.12841796875,30,0.0,13,300.6181945800781,13,2018-03-01,R_A2,300.6181945800781
22,STANDARD,0.49731630086898804,0,1665.1241455078125,30,0.0,14,300.75335693359375,14,2018-03-01,R_A2,300.75335693359375
22,STANDARD,0.697832465171814,0,1667.1199951171875,30,0.0,15,300.8900146484375,15,2018-03-01,R_A2,300.8900146484375
22,STANDARD,0.9701876044273376,0,1669.11572265625,30,0.0,16,301.0240783691406,16,2018-03-01,R_A2,301.0240783691406
22,STANDARD,0.9523060321807861,0,1671.111572265625,30,0.0,17,301.1582336425781,17,2018-03-01,R_A2,301.1582336425781
22,STANDARD,0.983244776725769,0,1672.9881591796875,30,0.0,18,301.2842102050781,18,2018-03-01,R_A2,301.2842102050781
22,STANDARD,0.9928653836250305,0,1674.229736328125,29,0.0,19,301.2755432128906,18,2018-03-01,R_A2,301.2755432128906
22,STANDARD,0.648270308971405,0,1676.1676025390625,29,0.0,20,301.8342590332031,27,2018-03-01,R_A2,301.8342590332031
22,STANDARD,1.0,0,1677.9368896484375,29,-2.589288748417861e-14,21,303.4693908691406,28,2018-03-01,R_A2,303.4693908691406
22,STANDARD,1.0,0,1679.7061767578125,29,-3.4867895280321724e-15,22,303.6393127441406,29,2018-03-01,R_A2,303.6393127441406
22,STANDARD,1.0,0,1681.4754638671875,29,-2.8380042715058266e-16,23,303.8077087402344,30,2018-03-01,R_A2,303.8077087402344
22,STANDARD,1.0,0,1683.2447509765625,29,-2.605147105720637e-17,24,303.9775390625,31,2018-03-01,R_A2,303.9775390625
31,STANDARD,1.0,0,1685.026611328125,20,1.203411302493117e-14,1,265.19305419921875,1,2018-04-28,R_A5,265.19305419921875
31,STANDARD,1.0,0,1687.3070068359375,20,2.146854471540144e-14,2,265.4089050292969,2,2018-04-28,R_A5,265.4089050292969
31,STANDARD,1.0,0,1689.5875244140625,20,2.495951308047889e-14,3,265.62481689453125,3,2018-04-28,R_A5,265.62481689453125
31,STANDARD,1.0,0,1691.8680419921875,20,2.511579065924731e-14,4,265.8407287597656,4,2018-04-28,R_A5,265.8407287597656
31,STANDARD,1.0,0,1694.1485595703125,20,2.4850838753346163e-14,5,266.0566101074219,5,2018-04-28,R_A5,266.0566101074219
31,STANDARD,1.0,0,1696.4290771484375,20,2.075507361733609e-14,6,266.2724304199219,6,2018-04-28,R_A5,266.2724304199219
31,STANDARD,1.0,0,1698.70947265625,20,8.398994898824088e-15,7,266.8194274902344,7,2018-04-28,R_A5,266.8194274902344
31,STANDARD,1.0,0,1707.6488037109375,20,-3.382894279372467e-13,8,270.371826171875,11,2018-04-28,R_A5,270.371826171875
31,STANDARD,1.0,0,1709.5638427734375,20,-3.2979437865517103e-13,9,270.55303955078125,12,2018-04-28,R_A5,270.55303955078125
31,STANDARD,1.0,0,1701.7845458984375,21,-7.819642502959745e-12,10,269.2132568359375,12,2018-04-28,R_A5,269.2132568359375
31,STANDARD,1.0,0,1703.735107421875,21,-2.6167615166730607e-13,11,269.4105224609375,13,2018-04-28,R_A5,269.4105224609375
31,STANDARD,1.0,0,1705.6856689453125,21,-5.441950058984735e-13,12,269.5959777832031,14,2018-04-28,R_A5,269.5959777832031
31,STANDARD,1.0,0,1707.63623046875,21,-1.2449998714261779e-12,13,270.4831848144531,15,2018-04-28,R_A5,270.4831848144531
31,STANDARD,1.0,0,1709.5867919921875,21,-1.914636201319486e-12,14,271.78460693359375,16,2018-04-28,R_A5,271.78460693359375
31,STANDARD,1.0,0,1711.537353515625,21,-2.5293531375272793e-13,15,272.1258239746094,17,2018-04-28,R_A5,272.1258239746094
31,STANDARD,1.0,0,1713.35400390625,21,-4.727110630015074e-13,16,272.30047607421875,18,2018-04-28,R_A5,272.30047607421875
31,STANDARD,1.0,0,1714.3951416015625,21,0.0,17,272.3983459472656,19,2018-04-28,R_A5,272.3983459472656
31,STANDARD,1.0,0,1715.7628173828125,21,-2.3762660441115763e-19,18,277.2435302734375,27,2018-04-28,R_A5,277.2435302734375
31,STANDARD,1.0,0,1718.098388671875,21,-4.142952968029563e-19,19,277.50653076171875,28,2018-04-28,R_A5,277.50653076171875
31,STANDARD,1.0,0,1720.43408203125,21,-2.2610821222022492e-26,20,287.5339660644531,29,2018-04-28,R_A5,287.5339660644531
31,STANDARD,1.0,0,1722.7696533203125,21,-1.7411620769970965e-21,21,284.9065246582031,30,2018-04-28,R_A5,284.9065246582031
31,STANDARD,1.0,0,1725.105224609375,21,-5.104912681645012e-25,22,299.1553649902344,31,2018-04-28,R_A5,299.1553649902344
28,STANDARD,0.13521945476531982,0,1609.243408203125,41,0.0,1,283.32952880859375,1,2018-07-03,R_A3,283.32952880859375
28,STANDARD,0.11842424422502518,0,1611.3077392578125,41,0.0,2,283.4673767089844,2,2018-07-03,R_A3,283.4673767089844
28,STANDARD,0.12276171147823334,0,1613.3720703125,41,0.0,3,283.6052551269531,3,2018-07-03,R_A3,283.6052551269531
28,STANDARD,0.24896875023841858,0,1615.4365234375,41,0.0,4,283.7438049316406,4,2018-07-03,R_A3,283.7438049316406
28,STANDARD,0.6493232250213623,0,1617.5008544921875,41,0.0,5,283.8820495605469,5,2018-07-03,R_A3,283.8820495605469
28,STANDARD,0.3413899540901184,0,1619.565185546875,41,0.0,6,284.02288818359375,6,2018-07-03,R_A3,284.02288818359375
29,STANDARD,0.6492761969566345,0,1609.3663330078125,41,0.0,7,283.3499450683594,6,2018-07-03,R_A3,283.3499450683594
29,STANDARD,0.19862820208072662,0,1611.4163818359375,41,0.0,8,283.50189208984375,7,2018-07-03,R_A3,283.50189208984375
29,STANDARD,0.2012327015399933,0,1613.46630859375,41,0.0,9,283.63861083984375,8,2018-07-03,R_A3,283.63861083984375
29,STANDARD,0.6502007842063904,0,1615.516357421875,41,0.0,10,283.7726745605469,9,2018-07-03,R_A3,283.7726745605469
29,STANDARD,0.7971479296684265,0,1617.5662841796875,41,0.0,11,285.2170104980469,10,2018-07-03,R_A3,285.2170104980469
29,STANDARD,0.05079787224531174,0,1619.750732421875,41,0.0,12,298.25836181640625,11,2018-07-03,R_A3,298.25836181640625
29,STANDARD,0.05455900356173515,0,1622.0697021484375,41,0.0,13,298.41375732421875,12,2018-07-03,R_A3,298.41375732421875
29,STANDARD,0.3680383861064911,0,1624.388671875,41,0.0,14,298.56927490234375,13,2018-07-03,R_A3,298.56927490234375
29,STANDARD,0.371501624584198,0,1626.707763671875,41,0.0,15,298.7486267089844,14,2018-07-03,R_A3,298.7486267089844
29,STANDARD,0.4909837245941162,0,1629.026611328125,41,0.0,16,298.9372253417969,15,2018-07-03,R_A3,298.9372253417969
29,STANDARD,0.8088506460189819,0,1630.9468994140625,41,0.0,17,299.0668640136719,16,2018-07-03,R_A3,299.0668640136719
29,STANDARD,0.29944589734077454,0,1633.5262451171875,41,0.0,18,286.0274658203125,27,2018-07-03,R_A3,286.0274658203125
29,STANDARD,0.045069243758916855,0,1637.1630859375,41,0.0,19,286.0583801269531,28,2018-07-03,R_A3,286.0583801269531
29,STANDARD,0.09046650677919388,0,1640.8001708984375,41,0.0,20,286.30108642578125,29,2018-07-03,R_A3,286.30108642578125
29,STANDARD,1.0,0,1644.4371337890625,41,-5.272716985249559e-11,21,289.6949462890625,30,2018-07-03,R_A3,289.6949462890625
29,STANDARD,0.06409472972154617,0,1648.0740966796875,41,0.0,22,286.7208251953125,31,2018-07-03,R_A3,286.7208251953125
30,STANDARD,0.05157946050167084,0,1631.1873779296875,52,0.0,1,280.90911865234375,1,2018-09-12,R_A4,280.90911865234375
31,STANDARD,0.04951358214020729,0,1627.4293212890625,52,0.0,2,280.68182373046875,1,2018-09-12,R_A4,280.68182373046875
31,STANDARD,0.0510404072701931,0,1629.4896240234375,52,0.0,3,280.81927490234375,2,2018-09-12,R_A4,280.81927490234375
31,STANDARD,0.05293239653110504,0,1631.5498046875,52,0.0,4,280.95672607421875,3,2018-09-12,R_A4,280.95672607421875
31,STANDARD,0.05910211801528931,0,1633.610107421875,52,0.0,5,281.0942077636719,4,2018-09-12,R_A4,281.0942077636719
32,STANDARD,0.05652948096394539,0,1632.3968505859375,52,0.0,6,281.0331726074219,4,2018-09-12,R_A4,281.0331726074219
32,STANDARD,0.057984355837106705,0,1635.880615234375,51,0.0,7,281.2482604980469,4,2018-09-12,R_A4,281.2482604980469
33,STANDARD,0.0587286613881588,0,1637.321044921875,51,0.0,8,281.36383056640625,4,2018-09-12,R_A4,281.36383056640625
33,STANDARD,0.05915460363030434,0,1635.474609375,51,0.0,9,281.2406311035156,3,2018-09-12,R_A4,281.2406311035156
33,STANDARD,0.1390007585287094,0,1642.1485595703125,50,0.0,10,281.6641540527344,4,2018-09-12,R_A4,281.6641540527344
34,STANDARD,0.1368931084871292,0,1641.132080078125,50,0.0,11,281.6046447753906,4,2018-09-12,R_A4,281.6046447753906
34,STANDARD,0.14035357534885406,0,1639.20703125,50,0.0,12,281.4906005859375,3,2018-09-12,R_A4,281.4906005859375
35,STANDARD,0.234328493475914,0,1640.9061279296875,50,0.0,13,281.62274169921875,3,2018-09-12,R_A4,281.62274169921875
35,STANDARD,0.22959433495998383,0,1639.0426025390625,50,0.0,14,281.4982604980469,2,2018-09-12,R_A4,281.4982604980469
35,STANDARD,0.23648318648338318,0,1641.93212890625,49,0.0,15,281.68450927734375,2,2018-09-12,R_A4,281.68450927734375
36,STANDARD,0.6496701836585999,0,1642.357421875,49,0.0,16,278.0788269042969,30,2018-09-12,R_A4,278.0788269042969
36,STANDARD,0.27910518646240234,0,1639.6068115234375,48,0.0,17,277.6695861816406,30,2018-09-12,R_A4,277.6695861816406
37,STANDARD,0.6498647332191467,0,1646.7513427734375,48,0.0,18,278.3191223144531,30,2018-09-12,R_A4,278.3191223144531
38,STANDARD,0.6858517527580261,0,1653.461669921875,48,0.0,19,278.9962158203125,30,2018-09-12,R_A4,278.9962158203125
38,STANDARD,0.33549708127975464,0,1657.8184814453125,47,0.0,20,279.10943603515625,30,2018-09-12,R_A4,279.10943603515625
17,STANDARD,1.0,0,1695.20263671875,42,6.112260884919711e-18,1,266.3141174316406,1,2018-11-07,R_A6,266.3141174316406
17,STANDARD,1.0,0,1696.7510986328125,42,5.045306668976856e-18,2,266.4580383300781,2,2018-11-07,R_A6,266.4580383300781
17,STANDARD,1.0,0,1698.299560546875,42,1.6081699707759917e-17,3,266.5960998535156,3,2018-11-07,R_A6,266.5960998535156
17,STANDARD,1.0,0,1699.84814453125,42,6.313956055991272e-18,4,266.7285461425781,4,2018-11-07,R_A6,266.7285461425781
17,STANDARD,1.0,0,1701.3966064453125,42,5.022480930166185e-19,5,266.8602294921875,5,2018-11-07,R_A6,266.8602294921875
17,STANDARD,1.0,0,1702.9451904296875,42,1.3630986229786195e-16,6,266.9978942871094,6,2018-11-07,R_A6,266.9978942871094
17,STANDARD,1.0,0,1704.49365234375,42,2.770219401110617e-16,7,266.8436279296875,7,2018-11-07,R_A6,266.8436279296875
17,STANDARD,1.0,0,1706.042236328125,42,2.3791551419729434e-16,8,266.99053955078125,8,2018-11-07,R_A6,266.99053955078125
17,STANDARD,1.0,0,1707.5906982421875,42,1.045329481343065e-17,9,267.43890380859375,9,2018-11-07,R_A6,267.43890380859375
17,STANDARD,1.0,0,1709.1392822265625,42,9.847108683471405e-15,10,267.2862548828125,10,2018-11-07,R_A6,267.2862548828125
17,STANDARD,1.0,0,1711.055419921875,42,0.0,11,285.80230712890625,11,2018-11-07,R_A6,285.80230712890625
17,STANDARD,1.0,0,1713.3392333984375,42,0.0,12,286.01837158203125,12,2018-11-07,R_A6,286.01837158203125
17,STANDARD,1.0,0,1715.623046875,42,0.0,13,286.2467346191406,13,2018-11-07,R_A6,286.2467346191406
17,STANDARD,1.0,0,1717.9068603515625,42,0.0,14,286.46319580078125,14,2018-11-07,R_A6,286.46319580078125
17,STANDARD,1.0,0,1720.190673828125,42,0.0,15,286.68255615234375,15,2018-11-07,R_A6,286.68255615234375
