SWAT,DRAWDOWN,DATE,CONJPOS,CONKPOS,CONIDX,CONBPRES,WELL,SGAS,DEPTH,PRESSURE,WELLMODEL,CONIPOS
1.0,0,2018-11-07,42,3,3,273.0211181640625,R_A6,-6.950806250016761e-12,1697.1650390625,273.0211181640625,STANDARD,17
1.0,0,2018-11-07,42,4,4,273.16015625,R_A6,-3.950399469349053e-12,1698.694091796875,273.16015625,STANDARD,17
1.0,0,2018-11-07,42,5,5,273.2971496582031,R_A6,-3.2618499914982557e-12,1700.22314453125,273.2971496582031,STANDARD,17
1.0,0,2018-11-07,42,6,6,273.43609619140625,R_A6,-1.1037763758547925e-10,1701.752197265625,273.43609619140625,STANDARD,17
1.0,0,2018-11-07,42,7,7,273.279541015625,R_A6,-1.7976037325340144e-10,1703.2811279296875,273.279541015625,STANDARD,17
1.0,0,2018-11-07,42,8,8,273.4241943359375,R_A6,-2.491634953916133e-10,1704.810302734375,273.4241943359375,STANDARD,17
1.0,0,2018-11-07,42,9,9,273.86474609375,R_A6,-6.138235319336216e-12,1706.33935546875,273.86474609375,STANDARD,17
1.0,0,2018-11-07,42,10,10,273.69140625,R_A6,-3.8900030419064535e-10,1707.868408203125,273.69140625,STANDARD,17
1.0,0,2018-11-07,42,11,11,281.3155517578125,R_A6,2.236767542018736e-11,1709.7991943359375,281.3155517578125,STANDARD,17
1.0,0,2018-11-07,42,12,12,281.50213623046875,R_A6,0.0,1712.1317138671875,281.50213623046875,STANDARD,17
1.0,0,2018-11-07,42,13,13,281.7298583984375,R_A6,1.1043619144168737e-11,1714.4642333984375,281.7298583984375,STANDARD,17
1.0,0,2018-11-07,42,14,14,281.9506530761719,R_A6,1.1418602174906312e-11,1716.796875,281.9506530761719,STANDARD,17
1.0,0,2018-11-07,42,15,15,282.171630859375,R_A6,8.595075172423972e-12,1719.1295166015625,282.171630859375,STANDARD,17
1.0,0,2018-11-07,42,16,16,282.5380859375,R_A6,1.3829665494388688e-12,1721.4620361328125,282.5380859375,STANDARD,17
1.0,0,2018-11-07,42,17,17,282.7598876953125,R_A6,1.2458838214574053e-12,1723.7945556640625,282.7598876953125,STANDARD,17
1.0,0,2018-11-07,42,18,18,282.8907165527344,R_A6,1.6746864311967258e-12,1725.173583984375,282.8907165527344,STANDARD,17
1.0,0,2018-11-07,42,26,19,283.1404724121094,R_A6,2.2314714366675897e-13,1726.238037109375,283.1404724121094,STANDARD,17
1.0,0,2018-11-07,42,27,20,283.604248046875,R_A6,1.6939857990731083e-13,1727.9412841796875,283.604248046875,STANDARD,17
1.0,0,2018-11-07,42,28,21,284.2798767089844,R_A6,8.117694622593405e-19,1729.64453125,284.2798767089844,STANDARD,17
1.0,0,2018-11-07,42,29,22,284.7093200683594,R_A6,3.7728945278288154e-20,1731.3477783203125,284.7093200683594,STANDARD,17
1.0,0,2018-11-07,42,30,23,283.803955078125,R_A6,9.523792289977057e-17,1733.0511474609375,283.803955078125,STANDARD,17
