PRESSURE,SGAS,WELL,CONJPOS,CONIPOS,SWAT,DRAWDOWN,DATE,CONIDX,CONBPRES,CONKPOS,DEPTH,WELLMODEL
273.5938415527344,1.3885907126833658e-13,R_A6,42,17,1.0,0,2018-11-07,6,273.5938415527344,6,1703.19775390625,STANDARD
273.43017578125,9.671234082672675e-13,R_A6,42,17,1.0,0,2018-11-07,7,273.43017578125,7,1704.760986328125,STANDARD
273.88250732421875,4.252190098511313e-14,R_A6,42,17,1.0,0,2018-11-07,8,273.88250732421875,8,1706.32421875,STANDARD
274.03070068359375,3.9388275491691535e-14,R_A6,42,17,1.0,0,2018-11-07,9,274.03070068359375,9,1707.887451171875,STANDARD
274.12689208984375,1.1245677816967923e-14,R_A6,42,17,1.0,0,2018-11-07,10,274.12689208984375,10,1709.45068359375,STANDARD
279.6084899902344,1.2993537357175455e-09,R_A6,42,17,1.0,0,2018-11-07,11,279.6084899902344,11,1711.3392333984375,STANDARD
279.78814697265625,9.751462970442049e-10,R_A6,42,17,1.0,0,2018-11-07,12,279.78814697265625,12,1713.5528564453125,STANDARD
279.99139404296875,1.0563985103351214e-10,R_A6,42,17,1.0,0,2018-11-07,13,279.99139404296875,13,1715.7666015625,STANDARD
280.2001953125,4.3320774051336386e-11,R_A6,42,17,1.0,0,2018-11-07,14,280.2001953125,14,1717.9803466796875,STANDARD
280.40887451171875,2.6659756000024792e-11,R_A6,42,17,1.0,0,2018-11-07,15,280.40887451171875,15,1720.194091796875,STANDARD
280.75836181640625,5.857230932909685e-12,R_A6,42,17,1.0,0,2018-11-07,16,280.75836181640625,16,1722.40771484375,STANDARD
280.9503173828125,9.342751398910831e-12,R_A6,42,17,1.0,0,2018-11-07,17,280.9503173828125,17,1724.6214599609375,STANDARD
281.1169738769531,6.130076481147828e-12,R_A6,42,17,1.0,0,2018-11-07,18,281.1169738769531,18,1726.5372314453125,STANDARD
281.1028137207031,9.291387659260408e-10,R_A6,42,17,1.0,0,2018-11-07,19,281.1028137207031,28,1728.2161865234375,STANDARD
281.25274658203125,7.055315220938496e-10,R_A6,42,17,1.0,0,2018-11-07,20,281.25274658203125,29,1729.9561767578125,STANDARD
281.7387390136719,4.142525766859251e-10,R_A6,42,17,1.0,0,2018-11-07,21,281.7387390136719,30,1731.6961669921875,STANDARD
281.8059387207031,6.029710064581195e-11,R_A6,42,17,1.0,0,2018-11-07,22,281.8059387207031,31,1733.43603515625,STANDARD
281.525390625,1.2119757974993206e-10,R_A6,42,17,1.0,0,2018-11-07,23,281.525390625,32,1735.176025390625,STANDARD
