PRESSURE,DRAWDOWN,CONJPOS,SWAT,WELL,SGAS,CONKPOS,DEPTH,CONIDX,CONBPRES,WELLMODEL,CONIPOS,DATE
279.163330078125,0,42,1.0,R_A6,-1.309029924387306e-12,9,1707.479248046875,9,279.163330078125,STANDARD,17,2018-11-07
279.0299377441406,0,42,1.0,R_A6,-2.931279385887109e-10,10,1709.0186767578125,10,279.0299377441406,STANDARD,17,2018-11-07
279.28326416015625,0,42,1.0,R_A6,-2.626016348816762e-10,11,1710.912841796875,11,279.28326416015625,STANDARD,17,2018-11-07
279.49615478515625,0,42,1.0,R_A6,-9.411083023991296e-11,12,1713.16162109375,12,279.49615478515625,STANDARD,17,2018-11-07
279.7210693359375,0,42,1.0,R_A6,-1.1150733114639877e-11,13,1715.410400390625,13,279.7210693359375,STANDARD,17,2018-11-07
279.93408203125,0,42,1.0,R_A6,-6.48063850847147e-12,14,1717.6591796875,14,279.93408203125,STANDARD,17,2018-11-07
280.1475830078125,0,42,1.0,R_A6,-5.166596317440764e-12,15,1719.907958984375,15,280.1475830078125,STANDARD,17,2018-11-07
280.50787353515625,0,42,1.0,R_A6,-1.4747351560415178e-12,16,1722.15673828125,16,280.50787353515625,STANDARD,17,2018-11-07
280.7229919433594,0,42,1.0,R_A6,-3.1347569939138564e-12,17,1724.405517578125,17,280.7229919433594,STANDARD,17,2018-11-07
280.8838195800781,0,42,1.0,R_A6,-2.3449350100568367e-12,18,1726.1004638671875,18,280.8838195800781,STANDARD,17,2018-11-07
283.1444091796875,0,42,1.0,R_A6,-1.4633253105338778e-14,28,1727.5283203125,19,283.1444091796875,STANDARD,17,2018-11-07
283.62554931640625,0,42,1.0,R_A6,-4.590309557429232e-15,29,1729.242431640625,20,283.62554931640625,STANDARD,17,2018-11-07
284.3756408691406,0,42,1.0,R_A6,-8.160423024875744e-20,30,1730.9566650390625,21,284.3756408691406,STANDARD,17,2018-11-07
284.6075439453125,0,42,1.0,R_A6,-2.9885660715325827e-20,31,1732.6708984375,22,284.6075439453125,STANDARD,17,2018-11-07
283.50213623046875,0,42,1.0,R_A6,1.4945830179853125e-16,32,1734.385009765625,23,283.50213623046875,STANDARD,17,2018-11-07
