WELL,CONIPOS,DRAWDOWN,SGAS,CONKPOS,PRESSURE,WELLMODEL,CONJPOS,SWAT,DATE,CONIDX,DEPTH,CONBPRES
R_A2,22,0,0.0,29,304.08477783203125,STANDARD,29,1.0,2018-01-01,24,1684.3397216796875,304.08477783203125
R_A3,28,0,0.0,1,298.7682800292969,STANDARD,41,0.6481541991233826,2018-01-01,1,1610.8917236328125,298.7682800292969
R_A3,28,0,0.0,2,298.9060363769531,STANDARD,41,0.15008816123008728,2018-01-01,2,1612.9471435546875,298.9060363769531
R_A3,29,0,0.0,2,298.1488952636719,STANDARD,41,0.14247873425483704,2018-01-01,3,1601.6492919921875,298.1488952636719
R_A3,29,0,0.0,3,298.2890319824219,STANDARD,41,0.11823459714651108,2018-01-01,4,1603.7406005859375,298.2890319824219
R_A3,29,0,0.0,4,298.4291687011719,STANDARD,41,0.13311754167079926,2018-01-01,5,1605.8319091796875,298.4291687011719
R_A3,29,0,0.0,5,298.5693359375,STANDARD,41,0.12422637641429901,2018-01-01,6,1607.92333984375,298.5693359375
R_A3,29,0,0.0,6,298.7095031738281,STANDARD,41,0.15828999876976013,2018-01-01,7,1610.0147705078125,298.7095031738281
R_A3,29,0,0.0,7,298.84967041015625,STANDARD,41,0.1945674866437912,2018-01-01,8,1612.106201171875,298.84967041015625
R_A3,29,0,0.0,8,298.9898376464844,STANDARD,41,0.19623789191246033,2018-01-01,9,1614.197509765625,298.9898376464844
R_A3,29,0,0.0,9,299.1300048828125,STANDARD,41,0.7983151078224182,2018-01-01,10,1616.288818359375,299.1300048828125
R_A3,29,0,0.0,10,299.2701721191406,STANDARD,41,0.7954062819480896,2018-01-01,11,1618.3802490234375,299.2701721191406
R_A3,29,0,0.0,11,299.41656494140625,STANDARD,41,0.04698571190237999,2018-01-01,12,1620.5640869140625,299.41656494140625
R_A3,29,0,0.0,12,299.56915283203125,STANDARD,41,0.05247142165899277,2018-01-01,13,1622.84033203125,299.56915283203125
R_A3,29,0,0.0,13,299.72174072265625,STANDARD,41,0.36043980717658997,2018-01-01,14,1625.11669921875,299.72174072265625
R_A3,29,0,0.0,14,299.87432861328125,STANDARD,41,0.2230851948261261,2018-01-01,15,1627.3929443359375,299.87432861328125
R_A3,29,0,0.0,15,300.0269470214844,STANDARD,41,0.41390809416770935,2018-01-01,16,1629.669189453125,300.0269470214844
R_A3,29,0,0.0,16,300.1600341796875,STANDARD,41,0.7962914705276489,2018-01-01,17,1631.654541015625,300.1600341796875
R_A3,29,0,0.0,25,300.34765625,STANDARD,41,0.1407596319913864,2018-01-01,18,1634.4527587890625,300.34765625
R_A3,29,0,0.0,26,300.5928955078125,STANDARD,41,0.04251696541905403,2018-01-01,19,1638.1103515625,300.5928955078125
R_A3,29,0,0.0,27,300.838134765625,STANDARD,41,0.04560061916708946,2018-01-01,20,1641.7679443359375,300.838134765625
R_A3,29,0,0.0,28,301.0834045410156,STANDARD,41,0.13694719970226288,2018-01-01,21,1645.425537109375,301.0834045410156
R_A3,29,0,0.0,29,301.3287048339844,STANDARD,41,0.06156954914331436,2018-01-01,22,1649.083251953125,301.3287048339844
R_A4,30,0,0.0,1,300.181640625,STANDARD,52,0.04909897968173027,2018-01-01,1,1631.976806640625,300.181640625
R_A4,31,0,0.0,1,299.8206481933594,STANDARD,52,0.04665475711226463,2018-01-01,2,1626.592041015625,299.8206481933594
R_A4,31,0,0.0,2,299.9583435058594,STANDARD,52,0.04886242002248764,2018-01-01,3,1628.646240234375,299.9583435058594
R_A4,31,0,0.0,3,300.0960693359375,STANDARD,52,0.27802571654319763,2018-01-01,4,1630.700439453125,300.0960693359375
R_A4,31,0,0.0,4,300.2337951660156,STANDARD,52,0.0521693229675293,2018-01-01,5,1632.754638671875,300.2337951660156
R_A4,31,0,0.0,5,300.37152099609375,STANDARD,52,0.05259821563959122,2018-01-01,6,1634.808837890625,300.37152099609375
R_A4,32,0,0.0,5,300.24755859375,STANDARD,52,0.05199403688311577,2018-01-01,7,1632.9598388671875,300.24755859375
R_A4,32,0,0.0,5,300.5564270019531,STANDARD,51,0.0556810237467289,2018-01-01,8,1637.566650390625,300.5564270019531
R_A4,32,0,0.0,4,300.4343566894531,STANDARD,51,0.05424168333411217,2018-01-01,9,1635.74609375,300.4343566894531
R_A4,33,0,0.0,4,300.4372253417969,STANDARD,51,0.055762872099876404,2018-01-01,10,1635.788818359375,300.4372253417969
R_A4,33,0,0.0,5,300.56085205078125,STANDARD,51,0.05773260071873665,2018-01-01,11,1637.63232421875,300.56085205078125
R_A4,33,0,0.0,5,301.04608154296875,STANDARD,50,0.06353573501110077,2018-01-01,12,1644.869140625,301.04608154296875
R_A4,34,0,0.0,5,300.91717529296875,STANDARD,50,0.1060488149523735,2018-01-01,13,1642.946533203125,300.91717529296875
R_A4,34,0,0.0,4,300.7967224121094,STANDARD,50,0.06135426089167595,2018-01-01,14,1641.150146484375,300.7967224121094
R_A4,34,0,0.0,3,300.67626953125,STANDARD,50,0.05882617458701134,2018-01-01,15,1639.3536376953125,300.67626953125
R_A4,35,0,0.0,3,300.8007507324219,STANDARD,50,0.061407845467329025,2018-01-01,16,1641.21044921875,300.8007507324219
R_A4,35,0,0.0,2,300.6851501464844,STANDARD,50,0.2136651575565338,2018-01-01,17,1639.4864501953125,300.6851501464844
R_A4,35,0,0.0,1,300.5695495605469,STANDARD,50,0.22272750735282898,2018-01-01,18,1637.7623291015625,300.5695495605469
R_A4,35,0,0.0,27,300.5013122558594,STANDARD,49,0.0886637419462204,2018-01-01,19,1636.7447509765625,300.5013122558594
R_A4,36,0,0.0,27,300.8399658203125,STANDARD,49,0.6481541991233826,2018-01-01,20,1641.7952880859375,300.8399658203125
R_A4,36,0,0.0,27,300.6547546386719,STANDARD,48,0.21605421602725983,2018-01-01,21,1639.0328369140625,300.6547546386719
R_A4,37,0,0.0,27,301.11773681640625,STANDARD,48,0.6481541991233826,2018-01-01,22,1645.9375,301.11773681640625
R_A4,38,0,0.0,27,301.48858642578125,STANDARD,48,0.6481541991233826,2018-01-01,23,1651.4674072265625,301.48858642578125
R_A4,38,0,0.0,27,301.8951110839844,STANDARD,47,0.6481541991233826,2018-01-01,24,1657.528564453125,301.8951110839844
R_A5,31,0,0.0,1,303.8678283691406,STANDARD,20,1.0,2018-01-01,1,1685.2772216796875,303.8678283691406
R_A5,31,0,0.0,2,304.0694885253906,STANDARD,20,1.0,2018-01-01,2,1687.4052734375,304.0694885253906
R_A5,31,0,0.0,3,304.2711486816406,STANDARD,20,1.0,2018-01-01,3,1689.5333251953125,304.2711486816406
R_A5,31,0,0.0,4,304.47283935546875,STANDARD,20,1.0,2018-01-01,4,1691.661376953125,304.47283935546875
R_A5,31,0,0.0,5,304.67449951171875,STANDARD,20,1.0,2018-01-01,5,1693.7894287109375,304.67449951171875
R_A5,31,0,0.0,6,304.87615966796875,STANDARD,20,1.0,2018-01-01,6,1695.91748046875,304.87615966796875
R_A5,31,0,0.0,7,305.3836364746094,STANDARD,20,1.0,2018-01-01,7,1698.045654296875,305.3836364746094
R_A5,31,0,0.0,8,305.5852966308594,STANDARD,20,1.0,2018-01-01,8,1700.1737060546875,305.5852966308594
R_A5,31,0,0.0,9,305.2094421386719,STANDARD,21,1.0,2018-01-01,9,1696.2076416015625,305.2094421386719
R_A5,31,0,0.0,11,305.3221740722656,STANDARD,21,1.0,2018-01-01,10,1700.6224365234375,305.3221740722656
R_A5,31,0,0.0,12,305.5157165527344,STANDARD,21,1.0,2018-01-01,11,1702.6650390625,305.5157165527344
R_A5,31,0,0.0,13,305.72125244140625,STANDARD,21,1.0,2018-01-01,12,1704.70751953125,305.72125244140625
R_A5,31,0,0.0,14,305.9148254394531,STANDARD,21,1.0,2018-01-01,13,1706.75,305.9148254394531
R_A5,31,0,0.0,15,306.1083984375,STANDARD,21,1.0,2018-01-01,14,1708.7926025390625,306.1083984375
R_A5,31,0,0.0,16,306.4469909667969,STANDARD,21,1.0,2018-01-01,15,1710.835205078125,306.4469909667969
R_A5,31,0,0.0,17,306.6405944824219,STANDARD,21,1.0,2018-01-01,16,1712.877685546875,306.6405944824219
R_A5,31,0,0.0,18,306.77349853515625,STANDARD,21,1.0,2018-01-01,17,1714.2802734375,306.77349853515625
R_A5,31,0,0.0,25,306.78167724609375,STANDARD,21,1.0,2018-01-01,18,1716.024169921875,306.78167724609375
R_A5,31,0,0.0,26,306.9983825683594,STANDARD,21,1.0,2018-01-01,19,1718.310546875,306.9983825683594
R_A5,31,0,0.0,27,307.5208435058594,STANDARD,21,1.0,2018-01-01,20,1720.596923828125,307.5208435058594
R_A5,31,0,0.0,28,307.737548828125,STANDARD,21,1.0,2018-01-01,21,1722.8831787109375,307.737548828125
R_A5,31,0,0.0,29,307.9542236328125,STANDARD,21,1.0,2018-01-01,22,1725.1695556640625,307.9542236328125
R_A6,17,0,0.0,1,305.0367736816406,STANDARD,42,1.0,2018-01-01,1,1694.385498046875,305.0367736816406
R_A6,17,0,0.0,2,305.1823425292969,STANDARD,42,1.0,2018-01-01,2,1695.921630859375,305.1823425292969
R_A6,17,0,0.0,3,305.3279113769531,STANDARD,42,1.0,2018-01-01,3,1697.4576416015625,305.3279113769531
R_A6,17,0,0.0,4,305.4734802246094,STANDARD,42,1.0,2018-01-01,4,1698.9937744140625,305.4734802246094
R_A6,17,0,0.0,5,305.6190490722656,STANDARD,42,1.0,2018-01-01,5,1700.52978515625,305.6190490722656
R_A6,17,0,0.0,6,305.7646179199219,STANDARD,42,1.0,2018-01-01,6,1702.06591796875,305.7646179199219
R_A6,17,0,0.0,7,305.61114501953125,STANDARD,42,1.0,2018-01-01,7,1703.60205078125,305.61114501953125
R_A6,17,0,0.0,8,305.7567138671875,STANDARD,42,1.0,2018-01-01,8,1705.1380615234375,305.7567138671875
R_A6,17,0,0.0,9,306.20135498046875,STANDARD,42,1.0,2018-01-01,9,1706.6741943359375,306.20135498046875
R_A6,17,0,0.0,10,306.0411376953125,STANDARD,42,1.0,2018-01-01,10,1708.2103271484375,306.0411376953125
R_A6,17,0,0.0,11,306.22509765625,STANDARD,42,1.0,2018-01-01,11,1710.14990234375,306.22509765625
R_A6,17,0,0.0,12,306.4471435546875,STANDARD,42,1.0,2018-01-01,12,1712.4931640625,306.4471435546875
R_A6,17,0,0.0,13,306.6811828613281,STANDARD,42,1.0,2018-01-01,13,1714.83642578125,306.6811828613281
R_A6,17,0,0.0,14,306.90325927734375,STANDARD,42,1.0,2018-01-01,14,1717.1795654296875,306.90325927734375
R_A6,17,0,0.0,15,307.1253356933594,STANDARD,42,1.0,2018-01-01,15,1719.5228271484375,307.1253356933594
R_A6,17,0,0.0,16,307.492431640625,STANDARD,42,1.0,2018-01-01,16,1721.865966796875,307.492431640625
R_A6,17,0,0.0,17,307.71453857421875,STANDARD,42,1.0,2018-01-01,17,1724.209228515625,307.71453857421875
R_A6,17,0,0.0,18,307.8458557128906,STANDARD,42,1.0,2018-01-01,18,1725.5947265625,307.8458557128906
R_A6,17,0,0.0,25,307.7901306152344,STANDARD,42,1.0,2018-01-01,19,1726.664306640625,307.7901306152344
R_A6,17,0,0.0,26,308.25811767578125,STANDARD,42,1.0,2018-01-01,20,1728.375732421875,308.25811767578125
R_A6,17,0,0.0,27,308.4203186035156,STANDARD,42,1.0,2018-01-01,21,1730.087158203125,308.4203186035156
R_A6,17,0,0.0,28,308.58251953125,STANDARD,42,1.0,2018-01-01,22,1731.798583984375,308.58251953125
R_A6,17,0,0.0,29,308.4389343261719,STANDARD,42,1.0,2018-01-01,23,1733.510009765625,308.4389343261719
R_A2,22,0,0.0,1,297.5016174316406,STANDARD,30,0.053653523325920105,2018-03-01,1,1640.768798828125,297.5016174316406
R_A2,22,0,0.0,2,297.61810302734375,STANDARD,30,0.055410370230674744,2018-03-01,2,1642.5064697265625,297.61810302734375
R_A2,22,0,0.0,3,297.7345886230469,STANDARD,30,0.05779590457677841,2018-03-01,3,1644.2442626953125,297.7345886230469
R_A2,22,0,0.0,4,297.8511047363281,STANDARD,30,0.06108575686812401,2018-03-01,4,1645.9820556640625,297.8511047363281
R_A2,22,0,0.0,5,297.9676818847656,STANDARD,30,0.16652782261371613,2018-03-01,5,1647.7197265625,297.9676818847656
R_A2,22,0,0.0,6,298.121826171875,STANDARD,30,0.6514947414398193,2018-03-01,6,1649.4573974609375,298.121826171875
R_A2,22,0,0.0,7,298.2840576171875,STANDARD,30,0.8730167746543884,2018-03-01,7,1651.1951904296875,298.2840576171875
R_A2,22,0,0.0,8,298.4073486328125,STANDARD,30,0.8638173937797546,2018-03-01,8,1652.9329833984375,298.4073486328125
R_A2,22,0,0.0,9,298.76025390625,STANDARD,30,0.871967613697052,2018-03-01,9,1654.6707763671875,298.76025390625
R_A2,22,0,0.0,10,299.099853515625,STANDARD,30,0.8845025300979614,2018-03-01,10,1656.408447265625,299.099853515625
R_A2,22,0,0.0,11,300.2793273925781,STANDARD,30,0.06864693760871887,2018-03-01,11,1658.2999267578125,300.2793273925781
R_A2,22,0,0.0,12,300.41650390625,STANDARD,30,0.1292417198419571,2018-03-01,12,1660.34521484375,300.41650390625
R_A2,22,0,0.0,13,300.5540466308594,STANDARD,30,0.4315405488014221,2018-03-01,13,1662.390380859375,300.5540466308594
R_A2,22,0,0.0,14,300.69207763671875,STANDARD,30,0.47459039092063904,2018-03-01,14,1664.4356689453125,300.69207763671875
R_A2,22,0,0.0,15,300.8307189941406,STANDARD,30,0.8973526358604431,2018-03-01,15,1666.48095703125,300.8307189941406
R_A2,22,0,0.0,16,300.96929931640625,STANDARD,30,0.9326652884483337,2018-03-01,16,1668.526123046875,300.96929931640625
R_A2,22,0,0.0,16,301.1064147949219,STANDARD,29,0.9197096824645996,2018-03-01,17,1671.7115478515625,301.1064147949219
R_A2,22,0,0.0,17,301.2484436035156,STANDARD,29,0.9261757731437683,2018-03-01,18,1673.8184814453125,301.2484436035156
R_A2,22,0,0.0,18,301.3694763183594,STANDARD,29,0.9712170958518982,2018-03-01,19,1675.6219482421875,301.3694763183594
R_A2,22,0,7.247746680431617e-15,25,303.0238952636719,STANDARD,29,1.0,2018-03-01,20,1677.25732421875,303.0238952636719
R_A2,22,0,-3.3757404423878645e-13,26,303.0420837402344,STANDARD,29,1.0,2018-03-01,21,1679.0279541015625,303.0420837402344
R_A2,22,0,-8.247380236430304e-14,27,302.8130187988281,STANDARD,29,1.0,2018-03-01,22,1680.798583984375,302.8130187988281
R_A2,22,0,-7.99687815966621e-11,28,302.44415283203125,STANDARD,29,1.0,2018-03-01,23,1682.569091796875,302.44415283203125
R_A2,22,0,-7.421539077734352e-11,29,302.5635681152344,STANDARD,29,1.0,2018-03-01,24,1684.3397216796875,302.5635681152344
R_A5,31,0,-4.694158395324166e-10,1,281.49176025390625,STANDARD,20,1.0,2018-04-28,1,1685.2772216796875,281.49176025390625
R_A5,31,0,-5.150195270253732e-10,2,281.6931457519531,STANDARD,20,1.0,2018-04-28,2,1687.4052734375,281.6931457519531
R_A5,31,0,-3.9867778522939545e-10,3,281.8943786621094,STANDARD,20,1.0,2018-04-28,3,1689.5333251953125,281.8943786621094
R_A5,31,0,-4.6146553245307587e-10,4,282.0955810546875,STANDARD,20,1.0,2018-04-28,4,1691.661376953125,282.0955810546875
R_A5,31,0,-4.379191453907083e-10,5,282.2967529296875,STANDARD,20,1.0,2018-04-28,5,1693.7894287109375,282.2967529296875
R_A5,31,0,-3.949528482039e-10,6,282.49774169921875,STANDARD,20,1.0,2018-04-28,6,1695.91748046875,282.49774169921875
R_A5,31,0,-6.84503799128211e-12,7,283.00390625,STANDARD,20,1.0,2018-04-28,7,1698.045654296875,283.00390625
R_A5,31,0,-2.3805677481364418e-12,8,283.210693359375,STANDARD,20,1.0,2018-04-28,8,1700.1737060546875,283.210693359375
R_A5,31,0,-2.0856091159648926e-11,9,282.7318420410156,STANDARD,21,1.0,2018-04-28,9,1696.2076416015625,282.7318420410156
R_A5,31,0,-5.586349785535738e-11,11,273.79266357421875,STANDARD,21,1.0,2018-04-28,10,1700.6224365234375,273.79266357421875
R_A5,31,0,-1.7823536049843547e-11,12,273.76104736328125,STANDARD,21,1.0,2018-04-28,11,1702.6650390625,273.76104736328125
R_A5,31,0,-2.2374088259197178e-12,13,273.9706726074219,STANDARD,21,1.0,2018-04-28,12,1704.70751953125,273.9706726074219
R_A5,31,0,-3.076342566105117e-12,14,274.1695556640625,STANDARD,21,1.0,2018-04-28,13,1706.75,274.1695556640625
R_A5,31,0,-6.945836050417653e-13,15,274.3656311035156,STANDARD,21,1.0,2018-04-28,14,1708.7926025390625,274.3656311035156
R_A5,31,0,-1.5595879622465336e-13,16,274.7154235839844,STANDARD,21,1.0,2018-04-28,15,1710.835205078125,274.7154235839844
R_A5,31,0,-2.274776233265191e-13,17,274.921630859375,STANDARD,21,1.0,2018-04-28,16,1712.877685546875,274.921630859375
R_A5,31,0,-2.1884132960642289e-13,18,275.0563659667969,STANDARD,21,1.0,2018-04-28,17,1714.2802734375,275.0563659667969
R_A5,31,0,7.072815233878996e-14,25,283.5966491699219,STANDARD,21,1.0,2018-04-28,18,1716.024169921875,283.5966491699219
R_A5,31,0,9.336745921762271e-14,26,283.8606872558594,STANDARD,21,1.0,2018-04-28,19,1718.310546875,283.8606872558594
R_A5,31,0,1.5833220412932707e-21,27,295.3773498535156,STANDARD,21,1.0,2018-04-28,20,1720.596923828125,295.3773498535156
R_A5,31,0,4.66246071443968e-20,28,300.6340026855469,STANDARD,21,1.0,2018-04-28,21,1722.8831787109375,300.6340026855469
R_A5,31,0,-3.7188749006636714e-23,29,305.5436706542969,STANDARD,21,1.0,2018-04-28,22,1725.1695556640625,305.5436706542969
R_A3,28,0,0.0,1,281.45367431640625,STANDARD,41,0.6504376530647278,2018-07-03,1,1610.8917236328125,281.45367431640625
R_A3,28,0,0.0,2,281.58209228515625,STANDARD,41,0.15088807046413422,2018-07-03,2,1612.9471435546875,281.58209228515625
R_A3,29,0,0.0,2,280.8219909667969,STANDARD,41,0.14291581511497498,2018-07-03,3,1601.6492919921875,280.8219909667969
R_A3,29,0,0.0,3,280.96136474609375,STANDARD,41,0.11865812540054321,2018-07-03,4,1603.7406005859375,280.96136474609375
R_A3,29,0,0.0,4,281.10089111328125,STANDARD,41,0.13335441052913666,2018-07-03,5,1605.8319091796875,281.10089111328125
R_A3,29,0,0.0,5,281.2403869628906,STANDARD,41,0.12452761083841324,2018-07-03,6,1607.92333984375,281.2403869628906
R_A3,29,0,0.0,6,281.380126953125,STANDARD,41,0.15891169011592865,2018-07-03,7,1610.0147705078125,281.380126953125
R_A3,29,0,0.0,7,281.5203552246094,STANDARD,41,0.19523857533931732,2018-07-03,8,1612.106201171875,281.5203552246094
R_A3,29,0,0.0,8,281.6602783203125,STANDARD,41,0.19706101715564728,2018-07-03,9,1614.197509765625,281.6602783203125
R_A3,29,0,0.0,9,281.8685302734375,STANDARD,41,0.7973970770835876,2018-07-03,10,1616.288818359375,281.8685302734375
R_A3,29,0,0.0,10,283.00213623046875,STANDARD,41,0.794167160987854,2018-07-03,11,1618.3802490234375,283.00213623046875
R_A3,29,0,0.0,11,286.8689270019531,STANDARD,41,0.04712631553411484,2018-07-03,12,1620.5640869140625,286.8689270019531
R_A3,29,0,0.0,12,287.0210876464844,STANDARD,41,0.052596841007471085,2018-07-03,13,1622.84033203125,287.0210876464844
R_A3,29,0,0.0,13,287.1768798828125,STANDARD,41,0.36069801449775696,2018-07-03,14,1625.11669921875,287.1768798828125
R_A3,29,0,0.0,14,287.3302917480469,STANDARD,41,0.22387103736400604,2018-07-03,15,1627.3929443359375,287.3302917480469
R_A3,29,0,0.0,15,287.5082702636719,STANDARD,41,0.4153764247894287,2018-07-03,16,1629.669189453125,287.5082702636719
R_A3,29,0,0.0,16,287.6805725097656,STANDARD,41,0.7956054210662842,2018-07-03,17,1631.654541015625,287.6805725097656
R_A3,29,0,0.0,25,283.9142761230469,STANDARD,41,0.14070695638656616,2018-07-03,18,1634.4527587890625,283.9142761230469
R_A3,29,0,0.0,26,284.1651306152344,STANDARD,41,0.042610444128513336,2018-07-03,19,1638.1103515625,284.1651306152344
R_A3,29,0,0.0,27,284.4094543457031,STANDARD,41,0.045708067715168,2018-07-03,20,1641.7679443359375,284.4094543457031
R_A3,29,0,0.0,28,284.6536560058594,STANDARD,41,0.13719411194324493,2018-07-03,21,1645.425537109375,284.6536560058594
R_A3,29,0,0.0,29,284.8972473144531,STANDARD,41,0.06185309588909149,2018-07-03,22,1649.083251953125,284.8972473144531
R_A4,30,0,0.0,1,277.3019714355469,STANDARD,52,0.049399662762880325,2018-09-12,1,1631.976806640625,277.3019714355469
R_A4,31,0,0.0,1,277.1163024902344,STANDARD,52,0.04674094170331955,2018-09-12,2,1626.592041015625,277.1163024902344
R_A4,31,0,0.0,2,277.25311279296875,STANDARD,52,0.04893985390663147,2018-09-12,3,1628.646240234375,277.25311279296875
R_A4,31,0,0.0,3,277.3895568847656,STANDARD,52,0.2778264284133911,2018-09-12,4,1630.700439453125,277.3895568847656
R_A4,31,0,0.0,4,277.5238037109375,STANDARD,52,0.05224866420030594,2018-09-12,5,1632.754638671875,277.5238037109375
R_A4,31,0,0.0,5,277.6604919433594,STANDARD,52,0.05271146818995476,2018-09-12,6,1634.808837890625,277.6604919433594
R_A4,32,0,0.0,5,277.6894836425781,STANDARD,52,0.052155423909425735,2018-09-12,7,1632.9598388671875,277.6894836425781
R_A4,32,0,0.0,5,277.7344055175781,STANDARD,51,0.05584362894296646,2018-09-12,8,1637.566650390625,277.7344055175781
R_A4,32,0,0.0,4,277.6130676269531,STANDARD,51,0.054401665925979614,2018-09-12,9,1635.74609375,277.6130676269531
R_A4,33,0,0.0,4,277.7978210449219,STANDARD,51,0.056156277656555176,2018-09-12,10,1635.788818359375,277.7978210449219
R_A4,33,0,0.0,5,277.9206848144531,STANDARD,51,0.0581129714846611,2018-09-12,11,1637.63232421875,277.9206848144531
R_A4,33,0,0.0,5,278.1058044433594,STANDARD,50,0.06385908275842667,2018-09-12,12,1644.869140625,278.1058044433594
R_A4,34,0,0.0,5,278.2518005371094,STANDARD,50,0.10633118450641632,2018-09-12,13,1642.946533203125,278.2518005371094
R_A4,34,0,0.0,4,278.1309814453125,STANDARD,50,0.0615742988884449,2018-09-12,14,1641.150146484375,278.1309814453125
R_A4,34,0,0.0,3,278.0107727050781,STANDARD,50,0.05891161412000656,2018-09-12,15,1639.3536376953125,278.0107727050781
R_A4,35,0,0.0,3,278.5316467285156,STANDARD,50,0.061413347721099854,2018-09-12,16,1641.21044921875,278.5316467285156
R_A4,35,0,0.0,2,278.41656494140625,STANDARD,50,0.21366985142230988,2018-09-12,17,1639.4864501953125,278.41656494140625
R_A4,35,0,0.0,1,278.3014221191406,STANDARD,50,0.22271892428398132,2018-09-12,18,1637.7623291015625,278.3014221191406
R_A4,35,0,0.0,27,277.7359619140625,STANDARD,49,0.08933618664741516,2018-09-12,19,1636.7447509765625,277.7359619140625
R_A4,36,0,0.0,27,278.2657470703125,STANDARD,49,0.6516055464744568,2018-09-12,20,1641.7952880859375,278.2657470703125
R_A4,36,0,0.0,27,277.9037780761719,STANDARD,48,0.21211905777454376,2018-09-12,21,1639.0328369140625,277.9037780761719
R_A4,37,0,0.0,27,278.87396240234375,STANDARD,48,0.653140664100647,2018-09-12,22,1645.9375,278.87396240234375
R_A4,38,0,0.0,27,279.880615234375,STANDARD,48,0.6742038726806641,2018-09-12,23,1651.4674072265625,279.880615234375
R_A4,38,0,0.0,27,280.06048583984375,STANDARD,47,0.6558765769004822,2018-09-12,24,1657.528564453125,280.06048583984375
R_A6,17,0,-5.263308913055001e-14,1,274.72467041015625,STANDARD,42,1.0,2018-11-07,1,1694.385498046875,274.72467041015625
R_A6,17,0,-1.6627771750633846e-14,2,274.87127685546875,STANDARD,42,1.0,2018-11-07,2,1695.921630859375,274.87127685546875
R_A6,17,0,-1.4109856200637295e-14,3,275.0173645019531,STANDARD,42,1.0,2018-11-07,3,1697.4576416015625,275.0173645019531
R_A6,17,0,-2.2341561245345712e-14,4,275.162109375,STANDARD,42,1.0,2018-11-07,4,1698.9937744140625,275.162109375
R_A6,17,0,-1.2914422508551304e-14,5,275.3059997558594,STANDARD,42,1.0,2018-11-07,5,1700.52978515625,275.3059997558594
R_A6,17,0,-5.8303405506277e-13,6,275.4495849609375,STANDARD,42,1.0,2018-11-07,6,1702.06591796875,275.4495849609375
R_A6,17,0,-9.384888699504046e-13,7,275.2998352050781,STANDARD,42,1.0,2018-11-07,7,1703.60205078125,275.2998352050781
