CONBPRES,CONIDX,WELLMODEL,CONIPOS,SWAT,DRAWDOWN,DATE,CONJPOS,CONKPOS,PRESSURE,SGAS,DEPTH,WELL
280.1019592285156,9,STANDARD,31,1.0,0,2018-04-28,20,12,280.1019592285156,-1.8774114207698034e-11,1709.5638427734375,R_A5
278.3127136230469,10,STANDARD,31,1.0,0,2018-04-28,21,12,278.3127136230469,-1.667691679196892e-10,1701.7845458984375,R_A5
278.50592041015625,11,STANDARD,31,1.0,0,2018-04-28,21,13,278.50592041015625,-6.111023145849437e-12,1703.735107421875,R_A5
278.6857604980469,12,STANDARD,31,1.0,0,2018-04-28,21,14,278.6857604980469,-3.3944468763591473e-11,1705.6856689453125,R_A5
278.8597717285156,13,STANDARD,31,1.0,0,2018-04-28,21,15,278.8597717285156,-1.4534831671575432e-11,1707.63623046875,R_A5
279.15264892578125,14,STANDARD,31,1.0,0,2018-04-28,21,16,279.15264892578125,-1.0229130910366369e-11,1709.5867919921875,R_A5
279.247314453125,15,STANDARD,31,1.0,0,2018-04-28,21,17,279.247314453125,-2.7291218330366407e-12,1711.537353515625,R_A5
279.3219299316406,16,STANDARD,31,1.0,0,2018-04-28,21,18,279.3219299316406,-4.90550915860366e-12,1713.35400390625,R_A5
279.37408447265625,17,STANDARD,31,1.0,0,2018-04-28,21,19,279.37408447265625,0.0,1714.3951416015625,R_A5
279.3367614746094,18,STANDARD,31,1.0,0,2018-04-28,21,27,279.3367614746094,-1.4692689068434434e-13,1715.7628173828125,R_A5
279.5570373535156,19,STANDARD,31,1.0,0,2018-04-28,21,28,279.5570373535156,-2.7838809816410626e-13,1718.098388671875,R_A5
284.6334533691406,20,STANDARD,31,1.0,0,2018-04-28,21,29,284.6334533691406,-6.102126242205317e-20,1720.43408203125,R_A5
279.9399719238281,21,STANDARD,31,1.0,0,2018-04-28,21,30,279.9399719238281,-2.581313261217932e-19,1722.7696533203125,R_A5
291.4789123535156,22,STANDARD,31,1.0,0,2018-04-28,21,31,291.4789123535156,-2.3606845463104915e-19,1725.105224609375,R_A5
279.5556640625,1,STANDARD,28,0.64935702085495,0,2018-07-03,41,1,279.5556640625,0.0,1609.243408203125,R_A3
279.6905212402344,2,STANDARD,28,0.1981152445077896,0,2018-07-03,41,2,279.6905212402344,0.0,1611.3077392578125,R_A3
279.8282775878906,3,STANDARD,28,0.19378431141376495,0,2018-07-03,41,3,279.8282775878906,0.0,1613.3720703125,R_A3
279.9660949707031,4,STANDARD,28,0.2556271553039551,0,2018-07-03,41,4,279.9660949707031,0.0,1615.4365234375,R_A3
280.125244140625,5,STANDARD,28,0.8273376822471619,0,2018-07-03,41,5,280.125244140625,0.0,1617.5008544921875,R_A3
280.187744140625,6,STANDARD,28,0.6506929993629456,0,2018-07-03,41,6,280.187744140625,0.0,1619.565185546875,R_A3
279.4776611328125,7,STANDARD,29,0.6507796049118042,0,2018-07-03,41,6,279.4776611328125,0.0,1609.3663330078125,R_A3
279.6451110839844,8,STANDARD,29,0.200008362531662,0,2018-07-03,41,7,279.6451110839844,0.0,1611.4163818359375,R_A3
279.7819519042969,9,STANDARD,29,0.2019152045249939,0,2018-07-03,41,8,279.7819519042969,0.0,1613.46630859375,R_A3
280.01568603515625,10,STANDARD,29,0.801885187625885,0,2018-07-03,41,9,280.01568603515625,0.0,1615.516357421875,R_A3
283.45068359375,11,STANDARD,29,0.797569990158081,0,2018-07-03,41,10,283.45068359375,0.0,1617.5662841796875,R_A3
284.6670837402344,12,STANDARD,29,0.047785814851522446,0,2018-07-03,41,11,284.6670837402344,0.0,1619.750732421875,R_A3
284.82196044921875,13,STANDARD,29,0.054759521037340164,0,2018-07-03,41,12,284.82196044921875,0.0,1622.0697021484375,R_A3
284.977783203125,14,STANDARD,29,0.3700276017189026,0,2018-07-03,41,13,284.977783203125,0.0,1624.388671875,R_A3
285.0289611816406,15,STANDARD,29,0.401669442653656,0,2018-07-03,41,15,285.0289611816406,0.0,1629.026611328125,R_A3
285.13720703125,16,STANDARD,29,0.8082723617553711,0,2018-07-03,41,16,285.13720703125,0.0,1630.9468994140625,R_A3
285.1204833984375,17,STANDARD,29,0.6538043022155762,0,2018-07-03,41,27,285.1204833984375,0.0,1633.5262451171875,R_A3
285.3415222167969,18,STANDARD,29,0.046940337866544724,0,2018-07-03,41,28,285.3415222167969,0.0,1637.1630859375,R_A3
285.58447265625,19,STANDARD,29,0.054758064448833466,0,2018-07-03,41,29,285.58447265625,0.0,1640.8001708984375,R_A3
288.7856140136719,20,STANDARD,29,1.0,0,2018-07-03,41,30,288.7856140136719,-5.837570823865462e-14,1644.4371337890625,R_A3
286.07562255859375,21,STANDARD,29,0.06268728524446487,0,2018-07-03,41,31,286.07562255859375,0.0,1648.0740966796875,R_A3
277.6017150878906,1,STANDARD,30,0.04977130517363548,0,2018-09-12,52,1,277.6017150878906,0.0,1631.1873779296875,R_A4
277.4693908691406,2,STANDARD,31,0.049723222851753235,0,2018-09-12,52,1,277.4693908691406,0.0,1627.4293212890625,R_A4
277.6067199707031,3,STANDARD,31,0.05123954638838768,0,2018-09-12,52,2,277.6067199707031,0.0,1629.4896240234375,R_A4
277.7440490722656,4,STANDARD,31,0.05372769013047218,0,2018-09-12,52,3,277.7440490722656,0.0,1631.5498046875,R_A4
277.88134765625,5,STANDARD,31,0.05838442221283913,0,2018-09-12,52,4,277.88134765625,0.0,1633.610107421875,R_A4
277.88458251953125,6,STANDARD,32,0.05641282722353935,0,2018-09-12,52,4,277.88458251953125,0.0,1632.3968505859375,R_A4
278.08453369140625,7,STANDARD,32,0.05906657502055168,0,2018-09-12,51,4,278.08453369140625,0.0,1635.880615234375,R_A4
278.2734375,8,STANDARD,33,0.09288367629051208,0,2018-09-12,51,4,278.2734375,0.0,1637.321044921875,R_A4
278.15081787109375,9,STANDARD,33,0.1678778976202011,0,2018-09-12,51,3,278.15081787109375,0.0,1635.474609375,R_A4
278.3282775878906,10,STANDARD,33,0.19144965708255768,0,2018-09-12,50,4,278.3282775878906,0.0,1642.1485595703125,R_A4
278.3470458984375,11,STANDARD,34,0.1611739546060562,0,2018-09-12,50,4,278.3470458984375,0.0,1641.132080078125,R_A4
278.2200012207031,12,STANDARD,34,0.25426551699638367,0,2018-09-12,50,3,278.2200012207031,0.0,1639.20703125,R_A4
278.4958801269531,13,STANDARD,35,0.16995160281658173,0,2018-09-12,50,3,278.4958801269531,0.0,1640.9061279296875,R_A4
278.37255859375,14,STANDARD,35,0.23130163550376892,0,2018-09-12,50,2,278.37255859375,0.0,1639.0426025390625,R_A4
278.33966064453125,15,STANDARD,35,0.23800042271614075,0,2018-09-12,49,2,278.33966064453125,0.0,1641.93212890625,R_A4
281.7422180175781,16,STANDARD,36,0.837770402431488,0,2018-09-12,49,30,281.7422180175781,0.0,1642.357421875,R_A4
274.7870178222656,17,STANDARD,36,0.6712687611579895,0,2018-09-12,48,30,274.7870178222656,0.0,1639.6068115234375,R_A4
277.79400634765625,18,STANDARD,37,0.8316020965576172,0,2018-09-12,48,30,277.79400634765625,0.0,1646.7513427734375,R_A4
278.05877685546875,19,STANDARD,38,0.7284024953842163,0,2018-09-12,48,30,278.05877685546875,0.0,1653.461669921875,R_A4
278.4866638183594,20,STANDARD,38,0.8442366719245911,0,2018-09-12,47,30,278.4866638183594,0.0,1657.8184814453125,R_A4
274.8125,1,STANDARD,17,1.0,0,2018-11-07,42,1,274.8125,-2.123547648488766e-12,1695.20263671875,R_A6
274.6595764160156,2,STANDARD,17,1.0,0,2018-11-07,42,2,274.6595764160156,-5.3509839788301594e-12,1696.7510986328125,R_A6
275.1249694824219,3,STANDARD,17,1.0,0,2018-11-07,42,3,275.1249694824219,-9.127733291425244e-12,1698.299560546875,R_A6
275.247314453125,4,STANDARD,17,1.0,0,2018-11-07,42,4,275.247314453125,-9.213461292728944e-14,1699.84814453125,R_A6
275.36639404296875,5,STANDARD,17,1.0,0,2018-11-07,42,5,275.36639404296875,-1.1635972133744454e-13,1701.3966064453125,R_A6
275.49639892578125,6,STANDARD,17,1.0,0,2018-11-07,42,6,275.49639892578125,-4.9543398897289315e-12,1702.9451904296875,R_A6
275.3409118652344,7,STANDARD,17,1.0,0,2018-11-07,42,7,275.3409118652344,-7.841691705701148e-12,1704.49365234375,R_A6
275.4869079589844,8,STANDARD,17,1.0,0,2018-11-07,42,8,275.4869079589844,-1.617282154552091e-12,1706.042236328125,R_A6
275.9249267578125,9,STANDARD,17,1.0,0,2018-11-07,42,9,275.9249267578125,-1.967353282237086e-13,1707.5906982421875,R_A6
275.7497863769531,10,STANDARD,17,1.0,0,2018-11-07,42,10,275.7497863769531,-1.1481355796649773e-11,1709.1392822265625,R_A6
275.80731201171875,11,STANDARD,17,1.0,0,2018-11-07,42,11,275.80731201171875,-2.2192117934971556e-12,1711.055419921875,R_A6
276.0234680175781,12,STANDARD,17,1.0,0,2018-11-07,42,12,276.0234680175781,-2.589795240239001e-13,1713.3392333984375,R_A6
276.25140380859375,13,STANDARD,17,1.0,0,2018-11-07,42,13,276.25140380859375,-1.3192596598759088e-14,1715.623046875,R_A6
276.4671325683594,14,STANDARD,17,1.0,0,2018-11-07,42,14,276.4671325683594,-9.105156102554631e-15,1717.9068603515625,R_A6
276.67864990234375,15,STANDARD,17,1.0,0,2018-11-07,42,15,276.67864990234375,-4.919013821621946e-15,1720.190673828125,R_A6
277.0262451171875,16,STANDARD,17,1.0,0,2018-11-07,42,16,277.0262451171875,-1.297254146246892e-15,1722.474365234375,R_A6
277.2269592285156,17,STANDARD,17,1.0,0,2018-11-07,42,17,277.2269592285156,-1.8449495674689037e-15,1724.7581787109375,R_A6
