CONJPOS,CONIPOS,DEPTH,DATE,CONIDX,SWAT,WELLMODEL,SGAS,PRESSURE,DRAWDOWN,CONBPRES,WELL,CONKPOS
42,17,1708.044189453125,2018-11-07,10,1.0,STANDARD,2.668977538977657e-10,280.1343078613281,0,280.1343078613281,R_A6,10
42,17,1709.9459228515625,2018-11-07,11,1.0,STANDARD,4.375682316481999e-10,281.3661804199219,0,281.3661804199219,R_A6,11
42,17,1712.2147216796875,2018-11-07,12,1.0,STANDARD,4.4254952480393683e-10,281.5955810546875,0,281.5955810546875,R_A6,12
42,17,1714.483642578125,2018-11-07,13,1.0,STANDARD,2.313137008325139e-11,281.83984375,0,281.83984375,R_A6,13
42,17,1716.75244140625,2018-11-07,14,1.0,STANDARD,3.275560031545943e-11,282.0546875,0,282.0546875,R_A6,14
42,17,1719.021240234375,2018-11-07,15,1.0,STANDARD,2.3223221956580886e-11,282.2699279785156,0,282.2699279785156,R_A6,15
42,17,1721.2900390625,2018-11-07,16,1.0,STANDARD,5.530478852655563e-12,282.6304016113281,0,282.6304016113281,R_A6,16
42,17,1723.5589599609375,2018-11-07,17,1.0,STANDARD,1.1347786425808248e-11,282.84564208984375,0,282.84564208984375,R_A6,17
42,17,1725.15869140625,2018-11-07,18,1.0,STANDARD,8.244151888936457e-12,282.9972229003906,0,282.9972229003906,R_A6,18
42,17,1726.4788818359375,2018-11-07,19,1.0,STANDARD,9.62360182862887e-13,283.1509704589844,0,283.1509704589844,R_A6,25
42,17,1728.1884765625,2018-11-07,20,1.0,STANDARD,2.3807694639506327e-13,283.63433837890625,0,283.63433837890625,R_A6,26
42,17,1729.898193359375,2018-11-07,21,1.0,STANDARD,2.435772486800452e-18,284.3639831542969,0,284.3639831542969,R_A6,27
42,17,1731.60791015625,2018-11-07,22,1.0,STANDARD,1.1944800822934841e-19,284.8265686035156,0,284.8265686035156,R_A6,28
42,17,1733.317626953125,2018-11-07,23,1.0,STANDARD,9.759588157163407e-15,283.83331298828125,0,283.83331298828125,R_A6,29
