SGAS,CONIDX,WELL,WELLMODEL,CONBPRES,CONJPOS,SWAT,CONIPOS,DEPTH,PRESSURE,CONKPOS,DRAWDOWN,DATE
-3.8183814291860296e-13,1,R_A6,STANDARD,272.8974609375,42,1.0,17,1695.2359619140625,272.8974609375,1,0,2018-11-07
-6.852198387689856e-14,2,R_A6,STANDARD,273.0484313964844,42,1.0,17,1696.7882080078125,273.0484313964844,2,0,2018-11-07
-6.330111673551186e-14,3,R_A6,STANDARD,273.20013427734375,42,1.0,17,1698.340576171875,273.20013427734375,3,0,2018-11-07
-8.00611747037161e-14,4,R_A6,STANDARD,273.3507995605469,42,1.0,17,1699.8929443359375,273.3507995605469,4,0,2018-11-07
-5.728840931371396e-14,5,R_A6,STANDARD,273.4603576660156,42,1.0,17,1701.4453125,273.4603576660156,5,0,2018-11-07
-2.2861729870315983e-12,6,R_A6,STANDARD,273.3075866699219,42,1.0,17,1702.99755859375,273.3075866699219,6,0,2018-11-07
-4.000964490269432e-12,7,R_A6,STANDARD,273.45416259765625,42,1.0,17,1704.5499267578125,273.45416259765625,7,0,2018-11-07
-2.775246829220257e-12,8,R_A6,STANDARD,273.5981140136719,42,1.0,17,1706.1021728515625,273.5981140136719,8,0,2018-11-07
-1.2210196775105236e-13,9,R_A6,STANDARD,274.0455017089844,42,1.0,17,1707.654541015625,274.0455017089844,9,0,2018-11-07
-5.714105404119874e-13,10,R_A6,STANDARD,274.43743896484375,42,1.0,17,1709.2069091796875,274.43743896484375,10,0,2018-11-07
1.122184146279924e-13,11,R_A6,STANDARD,277.86956787109375,42,1.0,17,1711.1265869140625,277.86956787109375,11,0,2018-11-07
5.4134804007132525e-14,12,R_A6,STANDARD,278.0860595703125,42,1.0,17,1713.41357421875,278.0860595703125,12,0,2018-11-07
3.4341462186020808e-15,13,R_A6,STANDARD,278.314697265625,42,1.0,17,1715.7005615234375,278.314697265625,13,0,2018-11-07
2.2154712129928518e-15,14,R_A6,STANDARD,278.53155517578125,42,1.0,17,1717.9874267578125,278.53155517578125,14,0,2018-11-07
1.879232802492548e-15,15,R_A6,STANDARD,278.75177001953125,42,1.0,17,1720.2744140625,278.75177001953125,15,0,2018-11-07
5.916048151142865e-16,16,R_A6,STANDARD,279.1208801269531,42,1.0,17,1722.561279296875,279.1208801269531,16,0,2018-11-07
9.071610633228045e-16,17,R_A6,STANDARD,279.34466552734375,42,1.0,17,1724.8482666015625,279.34466552734375,17,0,2018-11-07
1.0499676418563274e-15,18,R_A6,STANDARD,279.50213623046875,42,1.0,17,1726.4774169921875,279.50213623046875,18,0,2018-11-07
2.037520644554685e-14,19,R_A6,STANDARD,279.7152404785156,42,1.0,17,1727.825927734375,279.7152404785156,27,0,2018-11-07
7.506807472184608e-15,20,R_A6,STANDARD,280.1614685058594,42,1.0,17,1729.55126953125,280.1614685058594,28,0,2018-11-07
7.447885767813444e-21,21,R_A6,STANDARD,281.17742919921875,42,1.0,17,1731.276611328125,281.17742919921875,29,0,2018-11-07
2.2127915432651362e-21,22,R_A6,STANDARD,281.4686584472656,42,1.0,17,1733.0020751953125,281.4686584472656,30,0,2018-11-07
3.559001627884443e-16,23,R_A6,STANDARD,280.3990783691406,42,1.0,17,1734.7274169921875,280.3990783691406,31,0,2018-11-07
