SGAS,WELLMODEL,DRAWDOWN,CONJPOS,CONKPOS,CONIPOS,DEPTH,PRESSURE,CONIDX,SWAT,WELL,DATE,CONBPRES
8.302461908075986e-13,STANDARD,0,42,10,17,1708.0013427734375,278.91705322265625,10,1.0,R_A6,2018-11-07,278.91705322265625
-8.989593097696869e-11,STANDARD,0,42,11,17,1709.911376953125,279.9410095214844,11,1.0,R_A6,2018-11-07,279.9410095214844
-3.0796542399569304e-11,STANDARD,0,42,12,17,1712.1988525390625,280.1501770019531,12,1.0,R_A6,2018-11-07,280.1501770019531
-3.77251702099457e-12,STANDARD,0,42,13,17,1714.486328125,280.39056396484375,13,1.0,R_A6,2018-11-07,280.39056396484375
-3.579527950089978e-12,STANDARD,0,42,14,17,1716.7738037109375,280.607177734375,14,1.0,R_A6,2018-11-07,280.607177734375
-2.384208499031648e-12,STANDARD,0,42,15,17,1719.061279296875,280.8241271972656,15,1.0,R_A6,2018-11-07,280.8241271972656
-5.716776878272878e-13,STANDARD,0,42,16,17,1721.3487548828125,281.1862487792969,16,1.0,R_A6,2018-11-07,281.1862487792969
-8.408069162788023e-13,STANDARD,0,42,17,17,1723.63623046875,281.4032287597656,17,1.0,R_A6,2018-11-07,281.4032287597656
-1.0946316552837287e-12,STANDARD,0,42,18,17,1725.1749267578125,281.5489501953125,18,1.0,R_A6,2018-11-07,281.5489501953125
1.8229029939177688e-13,STANDARD,0,42,25,17,1726.4237060546875,281.17425537109375,19,1.0,R_A6,2018-11-07,281.17425537109375
4.378844902235175e-14,STANDARD,0,42,26,17,1728.131591796875,281.6490783691406,20,1.0,R_A6,2018-11-07,281.6490783691406
2.4029408094088215e-19,STANDARD,0,42,27,17,1729.8394775390625,282.45855712890625,21,1.0,R_A6,2018-11-07,282.45855712890625
6.90738850723025e-20,STANDARD,0,42,28,17,1731.54736328125,282.7993469238281,22,1.0,R_A6,2018-11-07,282.7993469238281
1.615888988641765e-14,STANDARD,0,42,29,17,1733.2552490234375,281.88629150390625,23,1.0,R_A6,2018-11-07,281.88629150390625
