CONIDX,WELL,DEPTH,CONIPOS,PRESSURE,CONKPOS,CONJPOS,SWAT,SGAS,DRAWDOWN,CONBPRES,WELLMODEL,DATE
7,R_A3,1624.1915283203125,28,299.667724609375,7,41,0.2043706178665161,0.0,0,299.667724609375,STANDARD,2018-01-01
8,R_A3,1612.886962890625,29,298.9100036621094,7,41,0.19349786639213562,0.0,0,298.9100036621094,STANDARD,2018-01-01
9,R_A3,1614.81103515625,29,299.0389709472656,8,41,0.19447162747383118,0.0,0,299.0389709472656,STANDARD,2018-01-01
10,R_A3,1616.7349853515625,29,299.16790771484375,9,41,0.7925832271575928,0.0,0,299.16790771484375,STANDARD,2018-01-01
11,R_A3,1618.658935546875,29,299.296875,10,41,0.7897481322288513,0.0,0,299.296875,STANDARD,2018-01-01
12,R_A3,1620.7197265625,29,299.43499755859375,11,41,0.04970622435212135,0.0,0,299.43499755859375,STANDARD,2018-01-01
13,R_A3,1622.917236328125,29,299.5823059082031,12,41,0.05321790277957916,0.0,0,299.5823059082031,STANDARD,2018-01-01
14,R_A3,1625.11474609375,29,299.7296142578125,13,41,0.35951462388038635,0.0,0,299.7296142578125,STANDARD,2018-01-01
15,R_A3,1629.4520263671875,29,300.0203857421875,15,41,0.4926237463951111,0.0,0,300.0203857421875,STANDARD,2018-01-01
16,R_A3,1631.0123291015625,29,300.125,16,41,0.797130286693573,0.0,0,300.125,STANDARD,2018-01-01
17,R_A3,1633.23828125,29,300.27423095703125,25,41,0.768890380859375,0.0,0,300.27423095703125,STANDARD,2018-01-01
18,R_A3,1636.6513671875,29,300.5030822753906,26,41,0.25826653838157654,0.0,0,300.5030822753906,STANDARD,2018-01-01
19,R_A3,1640.0645751953125,29,300.73193359375,27,41,0.04576949030160904,0.0,0,300.73193359375,STANDARD,2018-01-01
20,R_A3,1643.477783203125,29,300.9608154296875,28,41,0.0891815572977066,0.0,0,300.9608154296875,STANDARD,2018-01-01
21,R_A3,1646.8909912109375,29,301.189697265625,29,41,0.05793052911758423,0.0,0,301.189697265625,STANDARD,2018-01-01
1,R_A4,1629.578369140625,30,300.02886962890625,1,52,0.04813970625400543,0.0,0,300.02886962890625,STANDARD,2018-01-01
2,R_A4,1624.845703125,31,299.71160888671875,1,52,0.044955894351005554,0.0,0,299.71160888671875,STANDARD,2018-01-01
3,R_A4,1626.994873046875,31,299.8556823730469,2,52,0.04829796403646469,0.0,0,299.8556823730469,STANDARD,2018-01-01
4,R_A4,1629.14404296875,31,299.999755859375,3,52,0.04913288727402687,0.0,0,299.999755859375,STANDARD,2018-01-01
5,R_A4,1631.293212890625,31,300.1438293457031,4,52,0.050670672208070755,0.0,0,300.1438293457031,STANDARD,2018-01-01
6,R_A4,1633.4423828125,31,300.2879333496094,5,52,0.05275914818048477,0.0,0,300.2879333496094,STANDARD,2018-01-01
7,R_A4,1632.0322265625,32,300.1933898925781,5,52,0.05401773005723953,0.0,0,300.1933898925781,STANDARD,2018-01-01
8,R_A4,1633.33251953125,32,300.2805480957031,5,51,0.054121922701597214,0.0,0,300.2805480957031,STANDARD,2018-01-01
9,R_A4,1637.111572265625,33,300.533935546875,5,51,0.057828567922115326,0.0,0,300.533935546875,STANDARD,2018-01-01
10,R_A4,1635.2626953125,33,300.40997314453125,4,51,0.05642085522413254,0.0,0,300.40997314453125,STANDARD,2018-01-01
11,R_A4,1636.613525390625,33,300.50054931640625,4,50,0.057915881276130676,0.0,0,300.50054931640625,STANDARD,2018-01-01
12,R_A4,1639.4478759765625,34,300.6905822753906,4,50,0.059921350330114365,0.0,0,300.6905822753906,STANDARD,2018-01-01
13,R_A4,1640.949951171875,35,300.79132080078125,4,50,0.06056715548038483,0.0,0,300.79132080078125,STANDARD,2018-01-01
14,R_A4,1639.0316162109375,35,300.6626892089844,3,50,0.07704801112413406,0.0,0,300.6626892089844,STANDARD,2018-01-01
15,R_A4,1641.868896484375,35,300.8529357910156,3,49,0.10216434299945831,0.0,0,300.8529357910156,STANDARD,2018-01-01
16,R_A4,1642.9151611328125,36,300.923095703125,28,49,0.23620368540287018,0.0,0,300.923095703125,STANDARD,2018-01-01
17,R_A4,1641.1610107421875,36,300.8054504394531,28,48,0.277569442987442,0.0,0,300.8054504394531,STANDARD,2018-01-01
18,R_A4,1648.1634521484375,37,301.2750244140625,28,48,0.689709484577179,0.0,0,301.2750244140625,STANDARD,2018-01-01
19,R_A4,1642.5909423828125,37,300.9013366699219,27,48,0.6481541991233826,0.0,0,300.9013366699219,STANDARD,2018-01-01
20,R_A4,1647.1328125,38,301.2059020996094,27,48,0.8285406231880188,0.0,0,301.2059020996094,STANDARD,2018-01-01
21,R_A4,1652.7010498046875,38,301.579345703125,28,48,0.6481541991233826,0.0,0,301.579345703125,STANDARD,2018-01-01
22,R_A4,1658.1705322265625,38,301.9461975097656,28,47,0.7346009016036987,0.0,0,301.9461975097656,STANDARD,2018-01-01
1,R_A5,1686.2174072265625,31,303.9569396972656,1,20,1.0,0.0,0,303.9569396972656,STANDARD,2018-01-01
2,R_A5,1688.3779296875,31,304.16168212890625,2,20,1.0,0.0,0,304.16168212890625,STANDARD,2018-01-01
3,R_A5,1690.53857421875,31,304.3664245605469,3,20,1.0,0.0,0,304.3664245605469,STANDARD,2018-01-01
4,R_A5,1692.6990966796875,31,304.5711669921875,4,20,1.0,0.0,0,304.5711669921875,STANDARD,2018-01-01
5,R_A5,1694.859619140625,31,304.7759094238281,5,20,1.0,0.0,0,304.7759094238281,STANDARD,2018-01-01
6,R_A5,1697.0201416015625,31,304.98065185546875,6,20,1.0,0.0,0,304.98065185546875,STANDARD,2018-01-01
7,R_A5,1699.1806640625,31,305.4911804199219,7,20,1.0,0.0,0,305.4911804199219,STANDARD,2018-01-01
8,R_A5,1701.3411865234375,31,305.6959533691406,8,20,1.0,0.0,0,305.6959533691406,STANDARD,2018-01-01
9,R_A5,1703.5018310546875,31,305.90069580078125,9,20,1.0,0.0,0,305.90069580078125,STANDARD,2018-01-01
10,R_A5,1700.8673095703125,31,305.3453674316406,11,21,1.0,0.0,0,305.3453674316406,STANDARD,2018-01-01
11,R_A5,1702.920166015625,31,305.5399169921875,12,21,1.0,0.0,0,305.5399169921875,STANDARD,2018-01-01
12,R_A5,1704.97314453125,31,305.7464294433594,13,21,1.0,0.0,0,305.7464294433594,STANDARD,2018-01-01
13,R_A5,1707.0260009765625,31,305.94097900390625,14,21,1.0,0.0,0,305.94097900390625,STANDARD,2018-01-01
14,R_A5,1709.078857421875,31,306.1355285644531,15,21,1.0,0.0,0,306.1355285644531,STANDARD,2018-01-01
15,R_A5,1711.1317138671875,31,306.47509765625,16,21,1.0,0.0,0,306.47509765625,STANDARD,2018-01-01
16,R_A5,1713.1453857421875,31,306.66595458984375,17,21,1.0,0.0,0,306.66595458984375,STANDARD,2018-01-01
17,R_A5,1714.42138671875,31,306.786865234375,18,21,1.0,0.0,0,306.786865234375,STANDARD,2018-01-01
18,R_A5,1715.8272705078125,31,306.7630310058594,25,21,1.0,0.0,0,306.7630310058594,STANDARD,2018-01-01
19,R_A5,1718.0616455078125,31,306.97479248046875,26,21,1.0,0.0,0,306.97479248046875,STANDARD,2018-01-01
20,R_A5,1720.2958984375,31,307.4923400878906,27,21,1.0,0.0,0,307.4923400878906,STANDARD,2018-01-01
21,R_A5,1722.5302734375,31,307.7041015625,28,21,1.0,0.0,0,307.7041015625,STANDARD,2018-01-01
22,R_A5,1724.7645263671875,31,307.9158630371094,29,21,1.0,0.0,0,307.9158630371094,STANDARD,2018-01-01
1,R_A6,1695.0782470703125,17,305.1024169921875,1,42,1.0,0.0,0,305.1024169921875,STANDARD,2018-01-01
2,R_A6,1696.6295166015625,17,305.2494201660156,2,42,1.0,0.0,0,305.2494201660156,STANDARD,2018-01-01
3,R_A6,1698.1806640625,17,305.39642333984375,3,42,1.0,0.0,0,305.39642333984375,STANDARD,2018-01-01
4,R_A6,1699.73193359375,17,305.5434265136719,4,42,1.0,0.0,0,305.5434265136719,STANDARD,2018-01-01
5,R_A6,1701.283203125,17,305.6904296875,5,42,1.0,0.0,0,305.6904296875,STANDARD,2018-01-01
6,R_A6,1702.8343505859375,17,305.8374328613281,6,42,1.0,0.0,0,305.8374328613281,STANDARD,2018-01-01
7,R_A6,1704.3856201171875,17,305.6853942871094,7,42,1.0,0.0,0,305.6853942871094,STANDARD,2018-01-01
8,R_A6,1705.936767578125,17,305.8324279785156,8,42,1.0,0.0,0,305.8324279785156,STANDARD,2018-01-01
9,R_A6,1707.488037109375,17,306.2784729003906,9,42,1.0,0.0,0,306.2784729003906,STANDARD,2018-01-01
10,R_A6,1709.039306640625,17,306.11968994140625,10,42,1.0,0.0,0,306.11968994140625,STANDARD,2018-01-01
11,R_A6,1711.0198974609375,17,306.3075256347656,11,42,1.0,0.0,0,306.3075256347656,STANDARD,2018-01-01
12,R_A6,1713.429931640625,17,306.53594970703125,12,42,1.0,0.0,0,306.53594970703125,STANDARD,2018-01-01
13,R_A6,1715.8399658203125,17,306.77630615234375,13,42,1.0,0.0,0,306.77630615234375,STANDARD,2018-01-01
14,R_A6,1718.25,17,307.0047302246094,14,42,1.0,0.0,0,307.0047302246094,STANDARD,2018-01-01
15,R_A6,1720.6600341796875,17,307.2331237792969,15,42,1.0,0.0,0,307.2331237792969,STANDARD,2018-01-01
16,R_A6,1723.070068359375,17,307.6065673828125,16,42,1.0,0.0,0,307.6065673828125,STANDARD,2018-01-01
17,R_A6,1725.4493408203125,17,307.8320617675781,17,42,1.0,0.0,0,307.8320617675781,STANDARD,2018-01-01
18,R_A6,1726.7265625,17,307.953125,18,42,1.0,0.0,0,307.953125,STANDARD,2018-01-01
19,R_A6,1727.6937255859375,17,307.8876953125,25,42,1.0,0.0,0,307.8876953125,STANDARD,2018-01-01
20,R_A6,1729.4222412109375,17,308.3572998046875,26,42,1.0,0.0,0,308.3572998046875,STANDARD,2018-01-01
21,R_A6,1731.1507568359375,17,308.5211181640625,27,42,1.0,0.0,0,308.5211181640625,STANDARD,2018-01-01
22,R_A6,1732.8792724609375,17,308.6849365234375,28,42,1.0,0.0,0,308.6849365234375,STANDARD,2018-01-01
23,R_A6,1734.6077880859375,17,308.5429992675781,29,42,1.0,0.0,0,308.5429992675781,STANDARD,2018-01-01
1,R_A2,1641.36279296875,22,298.7207336425781,1,30,0.052639055997133255,0.0,0,298.7207336425781,STANDARD,2018-03-01
2,R_A2,1643.1416015625,22,298.83990478515625,2,30,0.05491345748305321,0.0,0,298.83990478515625,STANDARD,2018-03-01
3,R_A2,1644.92041015625,22,298.9590759277344,3,30,0.057521168142557144,0.0,0,298.9590759277344,STANDARD,2018-03-01
4,R_A2,1646.69921875,22,299.0782775878906,4,30,0.062440063804388046,0.0,0,299.0782775878906,STANDARD,2018-03-01
5,R_A2,1648.47802734375,22,299.1974792480469,5,30,0.10581102222204208,0.0,0,299.1974792480469,STANDARD,2018-03-01
6,R_A2,1650.2567138671875,22,299.3023986816406,6,30,0.6489770412445068,0.0,0,299.3023986816406,STANDARD,2018-03-01
7,R_A2,1652.0355224609375,22,299.441650390625,7,30,0.87154620885849,0.0,0,299.441650390625,STANDARD,2018-03-01
8,R_A2,1653.8143310546875,22,299.568603515625,8,30,0.8548895716667175,0.0,0,299.568603515625,STANDARD,2018-03-01
9,R_A2,1655.593017578125,22,299.69415283203125,9,30,0.8685335516929626,0.0,0,299.69415283203125,STANDARD,2018-03-01
10,R_A2,1657.371826171875,22,299.9042053222656,10,30,0.8824948668479919,0.0,0,299.9042053222656,STANDARD,2018-03-01
11,R_A2,1659.2908935546875,22,299.9981994628906,11,30,0.06866569817066193,0.0,0,299.9981994628906,STANDARD,2018-03-01
12,R_A2,1661.3502197265625,22,300.1363830566406,12,30,0.12699458003044128,0.0,0,300.1363830566406,STANDARD,2018-03-01
13,R_A2,1663.4095458984375,22,300.27630615234375,13,30,0.43583765625953674,0.0,0,300.27630615234375,STANDARD,2018-03-01
14,R_A2,1665.4688720703125,22,300.4190368652344,14,30,0.4789801836013794,0.0,0,300.4190368652344,STANDARD,2018-03-01
15,R_A2,1667.5281982421875,22,300.5740966796875,15,30,0.9055162072181702,0.0,0,300.5740966796875,STANDARD,2018-03-01
16,R_A2,1669.58740234375,22,300.7589111328125,16,30,0.9309127926826477,0.0,0,300.7589111328125,STANDARD,2018-03-01
17,R_A2,1670.0457763671875,22,300.86041259765625,16,29,0.9184187054634094,0.0,0,300.86041259765625,STANDARD,2018-03-01
18,R_A2,1672.1796875,22,301.00347900390625,17,29,0.8956184387207031,0.0,0,301.00347900390625,STANDARD,2018-03-01
19,R_A2,1674.005859375,22,301.1258239746094,18,29,0.9557695984840393,0.0,0,301.1258239746094,STANDARD,2018-03-01
20,R_A2,1675.6646728515625,22,301.4803771972656,25,29,0.6521297693252563,0.0,0,301.4803771972656,STANDARD,2018-03-01
21,R_A2,1677.463623046875,22,303.2161560058594,26,29,1.0,9.282628775003957e-17,0,303.2161560058594,STANDARD,2018-03-01
22,R_A2,1679.2626953125,22,303.3338317871094,27,29,1.0,3.6912726385664497e-17,0,303.3338317871094,STANDARD,2018-03-01
23,R_A2,1681.0616455078125,22,303.4506530761719,28,29,1.0,3.792496715358034e-17,0,303.4506530761719,STANDARD,2018-03-01
24,R_A2,1682.8607177734375,22,303.9146728515625,29,29,1.0,1.8856300055917962e-17,0,303.9146728515625,STANDARD,2018-03-01
1,R_A5,1686.2174072265625,31,286.9873046875,1,20,0.9999998807907104,-6.024785115243958e-09,0,286.9873046875,STANDARD,2018-04-28
2,R_A5,1688.3779296875,31,287.19207763671875,2,20,0.9999998807907104,-8.748428648175377e-09,0,287.19207763671875,STANDARD,2018-04-28
3,R_A5,1690.53857421875,31,287.3968200683594,3,20,0.9999998807907104,-7.947935642960147e-09,0,287.3968200683594,STANDARD,2018-04-28
4,R_A5,1692.6990966796875,31,287.6015930175781,4,20,0.9999998211860657,-1.025658580289246e-08,0,287.6015930175781,STANDARD,2018-04-28
5,R_A5,1694.859619140625,31,287.8062438964844,5,20,0.9999998807907104,-8.409457130653664e-09,0,287.8062438964844,STANDARD,2018-04-28
6,R_A5,1697.0201416015625,31,288.0108947753906,6,20,0.9999998807907104,-7.451082417730959e-09,0,288.0108947753906,STANDARD,2018-04-28
7,R_A5,1699.1806640625,31,288.5365295410156,7,20,1.0,-2.665443213367702e-11,0,288.5365295410156,STANDARD,2018-04-28
8,R_A5,1701.3411865234375,31,288.8139953613281,8,20,1.0,-1.5391271590559086e-11,0,288.8139953613281,STANDARD,2018-04-28
9,R_A5,1703.5018310546875,31,289.0803527832031,9,20,1.0,-1.5372087283638258e-11,0,289.0803527832031,STANDARD,2018-04-28
10,R_A5,1700.8673095703125,31,286.1335754394531,11,21,1.0,-1.3114657970714205e-10,0,286.1335754394531,STANDARD,2018-04-28
11,R_A5,1702.920166015625,31,286.31927490234375,12,21,1.0,-8.784521721150185e-11,0,286.31927490234375,STANDARD,2018-04-28
12,R_A5,1704.97314453125,31,286.5269775390625,13,21,1.0,-3.1984612874902396e-11,0,286.5269775390625,STANDARD,2018-04-28
13,R_A5,1707.0260009765625,31,286.722900390625,14,21,1.0,-4.506019515848614e-11,0,286.722900390625,STANDARD,2018-04-28
14,R_A5,1709.078857421875,31,286.9165344238281,15,21,1.0,-1.7012538947036582e-11,0,286.9165344238281,STANDARD,2018-04-28
15,R_A5,1711.1317138671875,31,287.23480224609375,16,21,1.0,-2.5481394338305874e-12,0,287.23480224609375,STANDARD,2018-04-28
16,R_A5,1713.1453857421875,31,287.3846740722656,17,21,1.0,-4.707539479759104e-12,0,287.3846740722656,STANDARD,2018-04-28
17,R_A5,1714.42138671875,31,287.4447326660156,18,21,1.0,0.0,0,287.4447326660156,STANDARD,2018-04-28
18,R_A5,1715.8272705078125,31,286.75726318359375,25,21,1.0,-5.099848156080687e-15,0,286.75726318359375,STANDARD,2018-04-28
19,R_A5,1718.0616455078125,31,287.0059509277344,26,21,1.0,-2.514214114679447e-10,0,287.0059509277344,STANDARD,2018-04-28
20,R_A5,1720.2958984375,31,287.52197265625,27,21,1.0,-1.6420306780950966e-10,0,287.52197265625,STANDARD,2018-04-28
21,R_A5,1722.5302734375,31,297.1219787597656,28,21,1.0,-4.246278073237274e-17,0,297.1219787597656,STANDARD,2018-04-28
22,R_A5,1724.7645263671875,31,304.9605712890625,29,21,1.0,-1.2858582075743342e-19,0,304.9605712890625,STANDARD,2018-04-28
1,R_A3,1611.8756103515625,28,274.79144287109375,1,41,0.6496784090995789,0.0,0,274.79144287109375,STANDARD,2018-07-03
2,R_A3,1613.92822265625,28,274.90374755859375,2,41,0.19476580619812012,0.0,0,274.90374755859375,STANDARD,2018-07-03
3,R_A3,1615.98095703125,28,275.03961181640625,3,41,0.17065589129924774,0.0,0,275.03961181640625,STANDARD,2018-07-03
4,R_A3,1618.0335693359375,28,275.1764221191406,4,41,0.18005025386810303,0.0,0,275.1764221191406,STANDARD,2018-07-03
5,R_A3,1620.086181640625,28,275.6377868652344,5,41,0.6835746169090271,0.0,0,275.6377868652344,STANDARD,2018-07-03
6,R_A3,1622.138916015625,28,276.086669921875,6,41,0.6547833681106567,0.0,0,276.086669921875,STANDARD,2018-07-03
7,R_A3,1624.1915283203125,28,276.3818664550781,7,41,0.2061542123556137,0.0,0,276.3818664550781,STANDARD,2018-07-03
8,R_A3,1612.886962890625,29,275.7667541503906,7,41,0.19501766562461853,0.0,0,275.7667541503906,STANDARD,2018-07-03
9,R_A3,1614.81103515625,29,275.8941955566406,8,41,0.19627739489078522,0.0,0,275.8941955566406,STANDARD,2018-07-03
10,R_A3,1616.7349853515625,29,276.13055419921875,9,41,0.7910826802253723,0.0,0,276.13055419921875,STANDARD,2018-07-03
11,R_A3,1618.658935546875,29,277.50274658203125,10,41,0.7883070707321167,0.0,0,277.50274658203125,STANDARD,2018-07-03
12,R_A3,1620.7197265625,29,281.2110900878906,11,41,0.0498485192656517,0.0,0,281.2110900878906,STANDARD,2018-07-03
13,R_A3,1622.917236328125,29,281.3576965332031,12,41,0.05336325988173485,0.0,0,281.3576965332031,STANDARD,2018-07-03
14,R_A3,1625.11474609375,29,281.5046691894531,13,41,0.36002787947654724,0.0,0,281.5046691894531,STANDARD,2018-07-03
15,R_A3,1629.4520263671875,29,282.62689208984375,15,41,0.49232426285743713,0.0,0,282.62689208984375,STANDARD,2018-07-03
16,R_A3,1631.0123291015625,29,282.7447509765625,16,41,0.7960914969444275,0.0,0,282.7447509765625,STANDARD,2018-07-03
17,R_A3,1633.23828125,29,297.5813903808594,25,41,0.7687667012214661,0.0,0,297.5813903808594,STANDARD,2018-07-03
18,R_A3,1636.6513671875,29,278.9531555175781,26,41,0.24881410598754883,0.0,0,278.9531555175781,STANDARD,2018-07-03
19,R_A3,1640.0645751953125,29,279.1813659667969,27,41,0.04545559734106064,0.0,0,279.1813659667969,STANDARD,2018-07-03
20,R_A3,1643.477783203125,29,279.40985107421875,28,41,0.08883454650640488,0.0,0,279.40985107421875,STANDARD,2018-07-03
21,R_A3,1646.8909912109375,29,279.6378173828125,29,41,0.05790254846215248,0.0,0,279.6378173828125,STANDARD,2018-07-03
1,R_A4,1629.578369140625,30,273.8676452636719,1,52,0.04824105277657509,0.0,0,273.8676452636719,STANDARD,2018-09-12
2,R_A4,1624.845703125,31,273.7984313964844,1,52,0.04507262259721756,0.0,0,273.7984313964844,STANDARD,2018-09-12
3,R_A4,1626.994873046875,31,273.94158935546875,2,52,0.048416994512081146,0.0,0,273.94158935546875,STANDARD,2018-09-12
4,R_A4,1629.14404296875,31,274.084716796875,3,52,0.0492643341422081,0.0,0,274.084716796875,STANDARD,2018-09-12
5,R_A4,1631.293212890625,31,274.22784423828125,4,52,0.050811219960451126,0.0,0,274.22784423828125,STANDARD,2018-09-12
6,R_A4,1633.4423828125,31,274.37103271484375,5,52,0.0529044084250927,0.0,0,274.37103271484375,STANDARD,2018-09-12
7,R_A4,1632.0322265625,32,274.5497131347656,5,52,0.054158858954906464,0.0,0,274.5497131347656,STANDARD,2018-09-12
8,R_A4,1633.33251953125,32,274.28009033203125,5,51,0.05426514148712158,0.0,0,274.28009033203125,STANDARD,2018-09-12
9,R_A4,1637.111572265625,33,274.8477783203125,5,51,0.05840274319052696,0.0,0,274.8477783203125,STANDARD,2018-09-12
10,R_A4,1635.2626953125,33,274.7246398925781,4,51,0.0569164864718914,0.0,0,274.7246398925781,STANDARD,2018-09-12
11,R_A4,1636.613525390625,33,274.44012451171875,4,50,0.05813668668270111,0.0,0,274.44012451171875,STANDARD,2018-09-12
12,R_A4,1639.4478759765625,34,275.0224609375,4,50,0.05992179363965988,0.0,0,275.0224609375,STANDARD,2018-09-12
13,R_A4,1640.949951171875,35,275.5013732910156,4,50,0.060965221375226974,0.0,0,275.5013732910156,STANDARD,2018-09-12
14,R_A4,1639.0316162109375,35,275.37396240234375,3,50,0.07723192125558853,0.0,0,275.37396240234375,STANDARD,2018-09-12
15,R_A4,1641.868896484375,35,275.21600341796875,3,49,0.10279932618141174,0.0,0,275.21600341796875,STANDARD,2018-09-12
16,R_A4,1642.9151611328125,36,276.37213134765625,28,49,0.22496889531612396,0.0,0,276.37213134765625,STANDARD,2018-09-12
17,R_A4,1641.1610107421875,36,275.9356994628906,28,48,0.2527347207069397,0.0,0,275.9356994628906,STANDARD,2018-09-12
18,R_A4,1648.1634521484375,37,277.2389831542969,28,48,0.6855140924453735,0.0,0,277.2389831542969,STANDARD,2018-09-12
19,R_A4,1642.5909423828125,37,275.6961669921875,27,48,0.6532514691352844,0.0,0,275.6961669921875,STANDARD,2018-09-12
20,R_A4,1647.1328125,38,284.8351745605469,27,48,0.8276827931404114,0.0,0,284.8351745605469,STANDARD,2018-09-12
21,R_A4,1652.7010498046875,38,278.29693603515625,28,48,0.6558085083961487,0.0,0,278.29693603515625,STANDARD,2018-09-12
22,R_A4,1658.1705322265625,38,278.4483337402344,28,47,0.7226499915122986,0.0,0,278.4483337402344,STANDARD,2018-09-12
1,R_A6,1695.0782470703125,17,268.73614501953125,1,42,1.0,-2.0808937797704707e-13,0,268.73614501953125,STANDARD,2018-11-07
2,R_A6,1696.6295166015625,17,268.8890686035156,2,42,1.0,-1.0489526592162915e-13,0,268.8890686035156,STANDARD,2018-11-07
3,R_A6,1698.1806640625,17,269.1180114746094,3,42,1.0,-7.370580539706238e-16,0,269.1180114746094,STANDARD,2018-11-07
4,R_A6,1699.73193359375,17,269.38677978515625,4,42,1.0,-1.0320066258471552e-15,0,269.38677978515625,STANDARD,2018-11-07
5,R_A6,1701.283203125,17,269.6514587402344,5,42,1.0,-2.505843001157572e-15,0,269.6514587402344,STANDARD,2018-11-07
6,R_A6,1702.8343505859375,17,269.86260986328125,6,42,1.0,-1.6220592848493337e-13,0,269.86260986328125,STANDARD,2018-11-07
7,R_A6,1704.3856201171875,17,269.7242126464844,7,42,1.0,-2.9458488599864996e-13,0,269.7242126464844,STANDARD,2018-11-07
8,R_A6,1705.936767578125,17,269.8713073730469,8,42,1.0,-2.4784864373524063e-13,0,269.8713073730469,STANDARD,2018-11-07
9,R_A6,1707.488037109375,17,270.32427978515625,9,42,1.0,-2.3819276290400725e-14,0,270.32427978515625,STANDARD,2018-11-07
10,R_A6,1709.039306640625,17,270.1885070800781,10,42,1.0,-2.544526221670562e-12,0,270.1885070800781,STANDARD,2018-11-07
11,R_A6,1711.0198974609375,17,277.3957824707031,11,42,1.0,-3.2749197144801312e-18,0,277.3957824707031,STANDARD,2018-11-07
12,R_A6,1713.429931640625,17,277.6241149902344,12,42,1.0,-7.315545632749574e-16,0,277.6241149902344,STANDARD,2018-11-07
13,R_A6,1715.8399658203125,17,277.864990234375,13,42,1.0,-5.595675673596259e-17,0,277.864990234375,STANDARD,2018-11-07
