CONJPOS,SWAT,DRAWDOWN,WELLMODEL,DEPTH,WELL,CONIDX,CONKPOS,CONBPRES,DATE,SGAS,PRESSURE,CONIPOS
42,1.0,0,STANDARD,1704.9075927734375,R_A6,8,8,279.0943603515625,2018-11-07,-6.2893565317545575e-18,279.0943603515625,17
42,1.0,0,STANDARD,1706.4432373046875,R_A6,9,9,279.2399597167969,2018-11-07,-1.285274062965507e-18,279.2399597167969,17
42,1.0,0,STANDARD,1707.978759765625,R_A6,10,10,279.3899230957031,2018-11-07,0.0,279.3899230957031,17
42,1.0,0,STANDARD,1709.9381103515625,R_A6,11,11,280.8694152832031,2018-11-07,3.497419925523473e-19,280.8694152832031,17
42,1.0,0,STANDARD,1712.321533203125,R_A6,12,12,281.0950927734375,2018-11-07,1.9643242829464866e-19,281.0950927734375,17
42,1.0,0,STANDARD,1714.7049560546875,R_A6,13,13,281.33294677734375,2018-11-07,1.4157667935288165e-20,281.33294677734375,17
42,1.0,0,STANDARD,1717.08837890625,R_A6,14,14,281.55908203125,2018-11-07,1.2026780399311242e-20,281.55908203125,17
42,1.0,0,STANDARD,1719.471923828125,R_A6,15,15,281.794677734375,2018-11-07,9.323789225415929e-21,281.794677734375,17
42,1.0,0,STANDARD,1721.855224609375,R_A6,16,16,282.1826477050781,2018-11-07,5.424066826270637e-21,282.1826477050781,17
42,1.0,0,STANDARD,1724.23193359375,R_A6,17,17,282.4193115234375,2018-11-07,6.3838419060765006e-21,282.4193115234375,17
42,1.0,0,STANDARD,1725.50439453125,R_A6,18,18,282.54302978515625,2018-11-07,6.509972409206632e-21,282.54302978515625,17
42,1.0,0,STANDARD,1726.44775390625,R_A6,19,27,282.6395263671875,2018-11-07,4.2854973840756463e-19,282.6395263671875,17
42,1.0,0,STANDARD,1728.1590576171875,R_A6,20,28,282.7901611328125,2018-11-07,2.0464081293165084e-19,282.7901611328125,17
42,1.0,0,STANDARD,1729.870361328125,R_A6,21,29,284.1138916015625,2018-11-07,5.101633485469622e-25,284.1138916015625,17
42,1.0,0,STANDARD,1731.581787109375,R_A6,22,30,284.4017028808594,2018-11-07,1.142571467239657e-25,284.4017028808594,17
42,1.0,0,STANDARD,1733.2930908203125,R_A6,23,31,283.44708251953125,2018-11-07,2.7338233416811077e-23,283.44708251953125,17
